air_temp_c,deck_temp_c,humidity_pct,traffic_count,mid_deflection_mm,strain_g1_ue,strain_g2_ue,strain_g3_ue,natural_freq_hz,accel_rms_mg,bearing_disp_mm,pier_tilt_urad,regime,event
30.181,34.112,38.129,83.132,7.338,86.847,81.92,73.451,2.535,1.334,12.627,0.538,summer_offpeak,0
4.601,8.827,70.479,153.106,4.176,57.654,48.142,50.297,2.619,3.367,0.437,-1.311,winter_offpeak,0
32.71,33.1,49.506,118.662,7.541,84.804,81.616,73.783,2.528,1.171,11.499,3.395,summer_offpeak,0
29.112,33.852,55.537,207.099,8.658,101.696,98.498,83.634,2.545,4.427,11.236,5.449,summer_offpeak,0
6.238,8.516,54.911,580.336,7.657,82.068,78.171,66.801,2.61,13.408,-0.579,-1.311,winter_peak,0
22.578,23.574,67.094,19.167,5.067,58.47,61.761,45.102,2.574,1.944,6.196,2.62,summer_offpeak,0
4.461,6.587,56.821,473.335,6.22,75.889,65.335,61.189,2.645,12.352,-0.699,-7.689,winter_peak,0
9.001,12.119,67.417,550.368,8.041,83.338,82.431,65.179,2.599,14.242,0.753,0.856,winter_peak,0
33.809,34.568,42.897,569.216,11.557,120.546,104.863,108.203,2.544,15.278,11.805,0.042,summer_peak,0
30.138,34.003,55.355,129.283,7.076,88.787,84.17,75.049,2.542,5.241,12.913,0.152,summer_offpeak,0
5.764,10.601,74.343,529.562,7.225,79.117,72.205,71.741,2.607,12.056,0.953,-1.028,winter_peak,0
9.05,12.976,62.406,518.892,7.846,84.08,85.866,72.076,2.62,14.406,2.248,-3.18,winter_peak,0
34.705,38.905,48.833,697.572,14.493,140.582,131.542,115.342,2.514,16.731,13.575,9.084,summer_peak,0
30.971,32.66,45.418,677.976,13.121,126.959,122.899,102.665,2.531,13.846,9.966,4.513,summer_peak,0
25.28,28.006,57.374,188.409,7.93,89.568,86.006,73.378,2.576,3.513,7.924,0.995,summer_offpeak,0
6.114,8.22,70.08,129.519,4.047,45.911,47.593,42.629,2.648,5.317,-1.001,-1.197,winter_offpeak,0
32.168,36.063,51.562,189.37,9.496,89.381,95.426,86.501,2.566,7.02,11.374,5.683,summer_offpeak,0
5.933,8.831,60.637,397.946,6.278,62.537,66.009,66.26,2.629,8.714,0.604,-2.264,winter_peak,0
29.487,34.637,53.684,132.377,7.503,94.819,87.76,78.833,2.55,4.035,12.193,0.254,summer_offpeak,0
2.69,5.952,73.959,45.726,2.059,37.224,33.306,36.87,2.666,3.276,-1.44,-3.128,winter_offpeak,0
30.89,33.672,56.207,66.107,7.316,87.034,79.078,77.137,2.538,3.156,11.327,2.531,summer_offpeak,0
35.788,38.011,45.106,642.385,13.876,143.414,123.219,117.314,2.524,12.655,13.808,6.527,summer_peak,0
32.395,35.174,45.431,711.393,13.636,135.054,119.828,112.255,2.531,15.938,11.95,0.071,summer_peak,0
30.646,32.174,49.637,594.918,12.532,131.77,110.962,105.67,2.553,14.264,9.114,6.254,summer_peak,0
30.558,34.691,50.862,590.862,12.502,128.507,118.301,106.074,2.523,11.625,11.543,8.022,summer_peak,0
32.506,32.352,53.337,611.126,12.773,129.707,111.086,108.273,2.546,12.875,10.685,6.874,summer_peak,0
26.968,30.985,56.78,205.556,8.492,93.762,92.052,72.338,2.557,6.35,9.353,2.429,summer_offpeak,0
8.107,9.444,63.868,465.993,6.949,82.519,60.512,64.172,2.629,11.123,0.705,-0.454,winter_peak,0
33.197,37.057,52.786,596.981,13.163,123.907,119.289,111.754,2.53,12.622,13.065,6.798,summer_peak,0
25.43,27.419,49.306,226.749,7.87,79.674,82.103,76.649,2.57,6.904,8.153,-0.753,summer_offpeak,0
9.766,13.121,60.1,545.05,8.103,85.475,76.436,75.56,2.618,13.963,1.639,-2.749,winter_peak,0
27.156,30.254,57.271,124.826,7.169,86.556,78.43,72.625,2.568,4.465,9.518,5.227,summer_offpeak,0
11.139,15.154,55.114,582.019,9.236,93.551,85.268,71.194,2.594,11.965,3.364,-3.265,winter_peak,0
31.421,33.602,48.674,539.889,12.027,123.123,113.165,105.854,2.551,12.649,11.966,7.298,summer_peak,0
31.682,33.537,57.922,588.07,12.238,119.685,103.541,102.171,2.522,12.651,10.923,8.781,summer_peak,0
4.692,9.412,61.499,117.16,2.715,48.158,43.472,45.271,2.633,4.01,-0.115,-3.182,winter_offpeak,0
6.057,10.14,66.658,525.045,6.791,82.562,63.237,70.143,2.649,11.642,0.927,-1.88,winter_peak,0
22.698,26.87,55.54,135.384,6.104,79.217,77.462,70.006,2.568,4.442,7.641,-3.869,summer_offpeak,0
25.15,28.655,57.988,1.788,5.075,80.333,67.859,62.689,2.565,1.897,8.564,5.139,summer_offpeak,0
8.392,10.015,72.31,514.014,7.059,86.108,71.016,67.54,2.63,12.951,1.254,-9.521,winter_peak,0
9.053,13.849,72.504,537.886,7.838,83.466,72.131,71.287,2.623,13.955,2.054,-3.772,winter_peak,0
28.753,31.151,50.006,127.38,7.163,85.446,83.81,68.913,2.525,6.902,11.083,1.695,summer_offpeak,0
33.806,35.292,49.421,591.719,12.954,117.537,121.332,115.858,2.524,15.585,11.866,5.5,summer_peak,0
33.019,34.746,50.575,695.138,13.535,132.431,116.177,111.592,2.513,14.48,11.717,7.729,summer_peak,0
25.453,28.484,52.388,205.532,7.515,80.624,87.479,85.799,2.544,6.356,9.405,2.146,summer_offpeak,0
29.039,30.747,50.383,47.509,6.492,79.685,79.474,63.318,2.572,3.83,10.747,-0.511,summer_offpeak,0
11.884,15.157,55.302,536.783,8.494,94.709,75.012,73.915,2.622,13.288,2.383,0.192,winter_peak,0
25.426,26.767,62.474,118.709,6.607,83.286,69.979,73.96,2.592,3.343,8.549,5.179,summer_offpeak,0
5.395,9.926,68.265,81.984,2.374,49.916,48.525,41.792,2.647,3.223,0.501,-3.212,winter_offpeak,0
6.257,7.806,75.902,91.284,2.414,51.166,47.105,46.451,2.626,5.079,-0.577,-8.414,winter_offpeak,0
3.111,6.214,67.276,92.02,2.621,49.015,38.43,27.315,2.66,4.777,-1.549,-5.224,winter_offpeak,0
8.917,15.333,58.51,577.745,9.206,87.847,81.521,82.611,2.608,14.344,2.677,2.859,winter_peak,0
8.187,9.424,63.472,462.403,6.955,68.596,67.925,68.301,2.639,10.617,0.754,3.091,winter_peak,0
32.799,35.647,52.274,595.799,13.322,123.407,112.162,109.997,2.522,13.275,12.771,0.166,summer_peak,0
6.436,10.527,66.104,479.757,6.881,75.247,70.556,60.396,2.599,13.094,0.211,-7.01,winter_peak,0
8.486,10.253,62.599,0.0,2.489,36.065,35.172,35.413,2.617,2.113,0.963,-2.949,winter_offpeak,0
6.996,8.733,62.395,530.798,7.66,73.387,73.425,77.145,2.627,13.091,0.743,-4.377,winter_peak,0
6.402,10.3,69.409,535.676,7.334,79.674,72.326,60.693,2.609,12.036,0.269,-3.622,winter_peak,0
27.072,30.028,44.563,133.567,7.425,77.636,76.268,73.483,2.547,6.978,10.068,7.13,summer_offpeak,0
28.193,29.507,49.854,67.877,6.873,84.676,72.342,69.222,2.589,1.357,9.12,1.337,summer_offpeak,0
8.918,12.292,66.789,503.202,7.406,90.757,81.98,66.059,2.623,12.19,3.549,-2.594,winter_peak,0
28.188,30.102,54.117,87.866,6.645,80.125,77.808,65.294,2.552,4.703,10.876,0.188,summer_offpeak,0
11.125,13.552,70.775,389.832,6.547,74.75,70.684,68.425,2.61,10.143,0.716,-3.605,winter_peak,0
3.586,5.944,73.185,56.435,1.762,39.281,36.966,38.282,2.632,4.788,-1.845,-4.292,winter_offpeak,0
29.078,33.178,60.324,4.581,6.502,84.313,353.338,68.83,2.547,3.104,10.154,4.842,summer_offpeak,1
6.144,8.061,71.11,490.484,6.564,81.544,77.236,59.613,2.646,10.917,0.068,2.702,winter_peak,0
28.748,32.748,49.764,114.716,7.387,85.348,87.159,82.909,2.535,4.87,10.694,4.92,summer_offpeak,0
4.096,5.25,66.397,85.613,2.143,41.176,36.206,29.43,2.664,3.556,-2.512,-8.393,winter_offpeak,0
27.228,31.426,42.562,73.727,6.338,83.572,68.748,74.194,2.526,0.622,9.267,1.63,summer_offpeak,0
11.023,12.723,77.002,493.322,7.762,82.465,76.168,73.732,2.634,11.288,1.608,4.308,winter_peak,0
24.99,29.281,57.938,552.728,11.805,116.519,106.099,88.342,2.54,12.321,9.416,8.788,summer_peak,0
33.216,35.274,50.022,622.4,12.795,127.845,124.021,106.2,2.51,15.189,12.241,4.066,summer_peak,0
35.655,39.582,50.087,601.952,13.194,137.472,119.614,108.434,2.482,15.098,13.234,8.521,summer_peak,0
6.106,10.13,74.87,539.587,7.607,83.796,69.147,66.724,2.622,11.569,0.757,-3.134,winter_peak,0
24.662,27.518,49.777,194.171,7.532,81.958,75.038,72.732,2.593,5.241,9.42,3.205,summer_offpeak,0
33.812,38.062,49.637,582.978,12.945,129.556,124.549,110.971,2.53,14.194,13.706,2.419,summer_peak,0
31.095,34.575,50.113,675.278,13.357,126.027,116.825,109.584,2.553,11.477,11.246,7.425,summer_peak,0
9.309,11.746,65.11,553.689,7.995,83.081,75.972,71.764,2.608,10.492,2.208,-2.459,winter_peak,0
7.391,9.162,66.484,456.97,7.262,74.852,65.702,58.078,2.631,9.504,-0.951,-0.697,winter_peak,0
5.492,8.081,66.142,504.425,6.709,72.476,76.534,58.112,2.651,12.342,-0.069,0.209,winter_peak,0
4.373,8.652,66.494,41.811,1.83,43.819,42.281,35.052,2.648,2.656,-0.294,-6.676,winter_offpeak,0
10.277,14.613,57.955,486.63,8.123,83.704,73.479,74.132,2.612,10.789,1.816,-5.226,winter_peak,0
4.149,8.697,69.811,203.294,4.369,50.093,50.157,50.446,2.644,6.454,0.465,-0.217,winter_offpeak,0
8.334,12.09,59.652,131.575,3.925,63.23,48.145,39.804,2.617,4.209,1.366,-5.204,winter_offpeak,0
30.878,37.209,50.365,602.438,12.509,127.708,122.746,113.317,2.507,13.723,13.908,8.869,summer_peak,0
5.62,8.16,69.986,120.602,2.847,41.97,49.07,41.646,2.656,4.01,0.997,-3.788,winter_offpeak,0
26.953,30.823,63.971,84.478,6.509,87.767,67.605,84.201,2.572,2.439,8.907,5.074,summer_offpeak,0
32.015,37.989,49.571,187.085,9.03,109.645,85.595,85.792,2.504,7.202,12.47,6.11,summer_offpeak,0
32.672,35.671,47.037,621.586,12.721,140.79,115.355,111.284,2.513,12.654,12.496,4.462,summer_peak,0
27.435,30.551,53.468,113.182,7.109,79.511,77.244,71.773,2.568,5.39,9.496,0.964,summer_offpeak,0
27.608,30.741,57.26,74.414,7.059,87.562,70.278,72.536,2.541,3.328,10.658,0.747,summer_offpeak,0
7.698,9.697,66.724,479.179,7.566,78.915,71.47,61.863,2.644,11.251,-0.206,-5.613,winter_peak,0
29.389,33.385,55.997,143.74,7.928,95.493,76.11,81.407,2.526,6.033,10.194,3.143,summer_offpeak,0
11.411,12.864,62.874,473.825,7.952,80.816,77.242,59.443,2.638,11.315,1.577,-4.322,winter_peak,0
31.069,36.091,47.056,616.819,13.137,129.194,128.684,109.725,2.521,15.242,12.014,6.935,summer_peak,0
5.485,6.35,59.485,562.703,7.459,69.897,67.834,61.986,2.651,13.974,-3.425,-0.877,winter_peak,0
28.705,30.627,62.07,118.764,6.949,84.016,71.165,71.697,2.565,3.166,8.67,1.526,summer_offpeak,0
6.136,8.994,64.371,505.917,7.412,77.435,68.447,68.935,2.651,12.264,-1.138,-1.02,winter_peak,0
32.707,34.43,52.537,554.389,12.202,121.267,117.173,102.293,2.538,13.648,11.455,7.887,summer_peak,0
30.448,33.191,44.214,182.64,8.241,99.388,87.602,80.715,2.538,5.255,11.224,6.809,summer_offpeak,0
26.805,27.693,51.572,115.378,7.27,77.999,78.212,62.903,2.552,5.883,9.304,3.832,summer_offpeak,0
32.365,34.53,49.615,638.411,12.926,133.294,113.386,102.008,2.524,13.636,11.317,8.17,summer_peak,0
3.21,6.761,63.059,110.713,2.207,47.525,35.378,41.709,2.65,3.143,-0.122,-3.787,winter_offpeak,0
32.297,37.225,46.134,641.266,13.501,135.808,112.193,115.739,2.523,14.541,11.725,7.12,summer_peak,0
4.336,9.092,67.217,64.884,2.515,48.99,37.578,35.724,2.618,3.349,0.613,-9.225,winter_offpeak,0
8.104,12.532,61.215,678.024,8.741,92.605,93.532,89.419,2.612,14.217,1.773,-4.981,winter_peak,0
31.862,34.805,49.23,474.98,11.232,113.842,96.814,97.927,2.54,13.352,11.024,7.118,summer_peak,0
32.63,31.449,52.05,36.196,5.967,80.384,69.664,70.086,2.535,3.704,9.74,4.684,summer_offpeak,0
5.477,7.728,60.22,242.335,4.38,51.585,53.298,47.116,2.62,7.399,-2.123,-7.036,winter_offpeak,0
5.485,10.842,65.158,130.724,4.04,62.893,48.921,41.308,2.615,4.451,0.825,-4.146,winter_offpeak,0
33.48,38.144,47.243,472.361,12.475,117.992,104.552,100.134,2.521,12.735,14.081,5.901,summer_peak,0
5.44,8.588,64.06,128.836,3.6,42.146,49.792,41.103,2.661,3.681,-1.114,-5.175,winter_offpeak,0
33.173,36.133,54.531,590.977,12.456,137.294,122.186,106.421,2.516,14.043,12.66,9.43,summer_peak,0
6.717,11.054,75.639,626.652,7.984,89.491,83.85,78.676,2.613,13.857,1.02,-1.591,winter_peak,0
3.811,6.123,72.394,83.033,2.404,39.678,37.131,29.62,2.653,2.956,-1.937,-2.637,winter_offpeak,0
4.333,7.93,80.972,573.429,7.574,77.084,75.951,66.687,2.629,10.649,-0.093,-2.109,winter_peak,0
7.809,10.988,69.776,601.697,7.935,95.271,73.686,78.885,2.611,13.328,0.385,1.148,winter_peak,0
35.424,40.232,47.33,621.442,13.881,147.268,127.487,119.884,2.528,15.466,14.781,5.469,summer_peak,0
2.884,4.606,71.713,52.988,1.35,42.571,33.858,34.443,2.678,3.456,-1.705,-6.637,winter_offpeak,0
33.396,35.68,54.315,582.118,12.488,121.615,114.678,103.554,2.531,16.354,12.145,4.004,summer_peak,0
11.895,14.728,66.708,545.608,9.035,92.819,79.288,74.523,2.617,13.235,3.42,-7.972,winter_peak,0
3.134,3.807,69.462,110.566,3.318,75.046,40.338,16.644,2.478,5.625,-4.393,-8.064,winter_offpeak,1
27.573,31.716,50.838,179.512,7.82,88.039,81.254,78.903,2.542,7.158,10.373,6.637,summer_offpeak,0
29.485,31.55,54.603,207.393,8.255,90.299,78.927,77.456,2.557,7.61,10.962,5.169,summer_offpeak,0
29.336,29.98,53.314,58.847,7.191,70.734,77.223,62.904,2.522,3.383,8.958,3.077,summer_offpeak,0
8.752,11.739,71.954,524.181,8.137,70.856,75.387,65.697,2.61,10.458,1.589,0.515,winter_peak,0
7.981,10.156,63.17,493.024,7.404,69.998,66.267,67.654,2.621,12.126,0.922,-1.499,winter_peak,0
5.232,6.226,71.033,92.413,2.956,39.973,42.644,34.539,2.629,2.429,-1.715,-3.962,winter_offpeak,0
28.48,31.054,58.327,171.793,7.492,84.281,82.978,74.19,2.561,6.038,10.051,-2.291,summer_offpeak,0
5.635,8.744,65.083,6.569,2.768,42.792,30.594,41.677,2.647,2.997,-0.254,0.464,winter_offpeak,0
34.804,38.755,41.868,681.105,13.455,147.36,126.754,113.299,2.543,14.654,14.087,9.562,summer_peak,0
28.408,33.077,52.268,123.294,9.963,150.678,81.327,55.93,2.352,4.098,10.193,4.336,summer_offpeak,1
28.389,33.72,57.8,27.739,6.68,84.206,84.074,74.017,2.539,0.645,11.33,-0.872,summer_offpeak,0
26.558,30.264,48.857,60.037,5.762,87.885,80.104,74.647,2.565,2.867,9.272,2.839,summer_offpeak,0
26.817,28.432,56.702,66.251,8.218,118.464,75.517,32.477,2.431,3.569,9.166,5.036,summer_offpeak,1
2.25,5.135,65.337,114.892,2.181,49.965,-144.986,44.411,2.651,4.583,-1.465,-0.254,winter_offpeak,1
29.81,31.168,49.74,130.885,7.93,82.454,75.328,75.605,2.54,2.01,9.15,6.871,summer_offpeak,0
3.867,4.697,67.021,119.695,2.422,45.408,42.687,41.732,2.633,4.226,-2.112,-6.532,winter_offpeak,0
9.344,14.374,64.85,578.036,8.415,97.445,78.43,75.668,2.598,14.295,2.937,-1.017,winter_peak,0
28.598,29.839,54.557,97.444,6.839,87.977,76.019,64.902,2.565,4.357,8.728,3.139,summer_offpeak,0
3.865,9.107,60.167,201.205,5.481,90.646,53.911,23.272,2.543,6.226,-0.22,-2.526,winter_offpeak,1
35.978,38.87,59.058,750.729,15.513,140.19,134.236,125.375,2.49,15.341,13.347,14.378,summer_peak,0
26.646,30.82,55.329,103.256,6.974,74.854,83.018,69.15,2.547,4.514,9.983,-2.533,summer_offpeak,0
7.623,9.753,60.253,535.627,7.231,83.333,72.238,66.308,2.615,9.504,1.928,1.085,winter_peak,0
3.945,6.199,67.796,134.988,3.258,49.805,41.107,45.689,2.649,6.301,-1.313,1.595,winter_offpeak,0
27.054,30.031,58.416,139.421,6.953,88.211,77.061,60.568,2.544,4.528,10.497,7.247,summer_offpeak,0
5.805,10.813,68.518,75.067,3.152,54.271,46.015,43.687,2.649,5.1,1.363,-4.886,winter_offpeak,0
5.807,10.025,74.227,522.888,7.459,87.381,66.126,60.919,2.633,12.098,0.114,1.695,winter_peak,0
25.951,29.46,63.885,179.037,7.239,88.429,79.642,75.605,2.548,4.449,10.607,3.827,summer_offpeak,0
2.482,7.117,73.305,145.898,2.972,58.693,43.63,43.732,2.661,4.529,-0.384,-3.654,winter_offpeak,0
25.007,28.636,44.082,171.156,7.041,85.813,82.793,76.417,2.555,6.163,10.476,3.019,summer_offpeak,0
27.192,32.838,50.713,176.195,8.31,88.692,79.656,78.11,2.506,4.338,9.312,5.924,summer_offpeak,0
31.535,34.738,54.668,695.726,14.058,145.677,117.717,115.399,2.508,12.655,11.978,4.564,summer_peak,0
36.39,38.53,43.166,560.716,12.943,133.645,118.275,123.503,2.529,12.319,13.008,8.009,summer_peak,0
5.018,7.402,68.457,49.465,2.146,50.391,39.783,36.452,2.655,1.843,0.085,-5.533,winter_offpeak,0
27.051,31.817,61.605,137.071,6.817,71.667,84.164,71.664,2.533,4.828,10.346,8.962,summer_offpeak,0
28.229,30.089,57.484,38.214,6.168,79.12,77.455,70.373,2.568,4.976,10.219,0.185,summer_offpeak,0
28.112,26.722,59.586,65.131,5.607,77.203,71.151,72.077,2.607,6.605,7.846,3.007,summer_offpeak,0
9.025,9.388,70.207,0.0,2.096,46.256,36.578,39.932,2.628,0.0,0.277,-1.313,winter_offpeak,0
34.977,40.329,45.81,487.733,12.511,115.834,121.883,111.385,2.505,13.665,13.969,5.522,summer_peak,0
25.748,29.842,57.674,183.563,7.865,90.06,89.013,71.879,2.567,4.641,9.474,9.069,summer_offpeak,0
35.528,38.274,44.721,612.755,13.911,138.505,121.71,111.499,2.515,12.42,13.786,4.649,summer_peak,0
5.52,8.999,64.711,96.071,3.143,42.007,44.833,45.074,2.627,2.19,0.032,-6.745,winter_offpeak,0
27.362,30.893,44.461,60.959,6.449,81.896,75.621,67.575,2.54,5.274,9.245,6.388,summer_offpeak,0
4.483,7.051,69.323,83.448,2.417,43.707,35.066,32.746,2.629,5.327,-0.936,-2.302,winter_offpeak,0
6.347,10.142,73.506,522.689,7.213,66.714,70.6,63.473,2.625,12.162,0.92,-3.673,winter_peak,0
0.352,4.144,66.372,83.136,2.607,41.44,28.594,32.182,2.679,4.112,-0.56,-9.06,winter_offpeak,0
8.838,10.101,73.861,386.901,6.681,68.95,66.474,58.906,2.626,9.882,0.76,0.362,winter_peak,0
30.043,35.526,46.305,84.128,7.089,86.048,85.835,74.062,2.542,3.431,11.042,-2.648,summer_offpeak,0
7.789,11.919,67.282,456.664,7.815,82.27,74.779,63.658,2.605,12.378,1.612,-3.838,winter_peak,0
6.868,10.355,67.147,33.995,2.682,44.298,43.404,38.229,2.657,4.617,0.926,-2.499,winter_offpeak,0
29.498,31.294,42.975,138.886,7.254,82.143,76.112,87.742,2.564,5.577,11.02,4.325,summer_offpeak,0
30.473,35.08,50.667,619.675,12.81,130.296,121.452,105.289,2.542,12.953,11.761,5.13,summer_peak,0
2.623,3.797,57.278,108.318,1.908,42.687,36.172,35.235,2.691,3.357,-1.468,-2.18,winter_offpeak,0
32.788,35.656,54.389,163.979,8.461,96.326,89.581,75.355,2.541,2.662,12.598,4.301,summer_offpeak,0
4.833,9.146,70.077,253.774,4.489,60.877,51.255,53.541,2.65,6.612,1.175,4.028,winter_offpeak,0
6.717,10.854,69.212,466.115,7.675,80.171,63.489,70.129,2.609,11.492,1.086,-8.156,winter_peak,0
26.276,29.39,50.035,163.963,7.66,86.795,84.084,74.389,2.558,5.356,9.453,1.486,summer_offpeak,0
3.604,4.372,76.401,554.962,6.492,75.56,67.097,52.023,2.674,10.79,-2.582,-2.688,winter_peak,0
8.917,11.773,68.442,400.469,7.135,64.099,77.896,62.238,2.62,11.017,2.444,0.701,winter_peak,0
27.821,30.19,53.245,24.107,6.274,80.343,65.833,70.112,2.566,3.258,9.954,5.872,summer_offpeak,0
28.275,31.04,56.052,167.743,7.788,91.852,87.673,71.346,2.542,7.664,10.952,5.266,summer_offpeak,0
9.341,9.368,75.073,584.827,8.17,82.232,72.332,67.931,2.618,14.81,-0.183,0.72,winter_peak,0
32.681,37.774,51.156,564.114,12.863,130.835,114.657,109.413,2.511,13.567,12.724,6.398,summer_peak,0
29.393,31.59,48.522,164.735,7.32,80.745,88.264,75.719,2.553,5.619,10.761,4.232,summer_offpeak,0
8.715,12.191,57.438,493.331,7.48,80.075,82.011,69.928,2.644,10.994,0.355,-1.991,winter_peak,0
35.033,38.977,52.548,722.317,14.804,149.497,126.78,117.805,2.516,16.781,12.431,8.027,summer_peak,0
7.899,12.011,65.261,407.864,6.845,79.366,74.596,62.633,2.658,12.03,1.192,-4.122,winter_peak,0
6.479,10.675,69.984,163.546,3.295,50.137,47.595,48.682,2.646,4.475,0.801,-2.227,winter_offpeak,0
28.507,32.016,57.862,30.52,6.542,71.698,69.142,66.688,2.566,3.32,12.519,0.061,summer_offpeak,0
4.404,6.762,69.337,466.889,6.07,65.068,67.287,59.669,2.649,11.704,-1.419,1.125,winter_peak,0
33.682,35.416,48.039,680.246,15.16,183.222,120.086,81.424,2.335,14.485,11.334,4.204,summer_peak,1
32.881,35.68,50.461,644.596,13.821,134.488,119.53,110.003,2.507,14.917,11.533,8.426,summer_peak,0
26.506,31.448,46.754,104.011,7.988,81.532,78.445,74.593,2.584,5.284,11.027,6.125,summer_offpeak,0
25.31,29.774,55.97,7.022,5.814,68.148,72.173,66.157,2.577,3.108,10.229,5.988,summer_offpeak,0
10.979,12.665,63.8,516.338,7.655,86.984,78.319,68.199,2.639,11.112,1.398,4.541,winter_peak,0
6.363,10.652,69.445,396.009,6.243,73.863,65.688,60.126,2.649,10.44,1.425,-3.652,winter_peak,0
39.225,42.21,47.438,616.725,13.244,141.147,129.587,115.409,2.494,13.994,14.087,8.558,summer_peak,0
33.645,34.178,46.801,647.264,12.561,125.31,119.569,105.211,2.537,14.362,12.079,8.124,summer_peak,0
27.024,29.031,46.912,164.385,7.373,88.966,84.829,74.119,2.556,6.298,10.497,3.983,summer_offpeak,0
30.339,33.433,51.146,155.053,8.156,97.348,81.229,88.526,2.548,4.853,12.355,5.256,summer_offpeak,0
32.975,33.612,48.344,595.168,12.82,128.747,106.898,96.318,2.498,13.899,11.106,7.068,summer_peak,0
25.797,29.55,52.082,103.057,6.566,84.917,73.407,78.45,2.558,1.955,9.885,2.585,summer_offpeak,0
10.356,11.682,63.889,548.306,10.006,128.599,76.968,52.176,2.5,13.653,0.979,-0.067,winter_peak,1
28.445,30.947,60.954,161.291,7.196,81.897,86.242,81.853,2.537,4.023,10.674,3.866,summer_offpeak,0
6.705,9.831,81.041,546.475,7.881,89.694,73.241,63.669,2.638,10.465,0.385,-0.37,winter_peak,0
7.491,9.603,64.757,100.814,3.309,45.448,41.602,40.5,2.642,3.509,-0.158,-1.205,winter_offpeak,0
28.477,32.134,54.922,152.023,7.572,89.319,86.815,74.5,2.536,6.05,10.752,2.795,summer_offpeak,0
27.289,30.11,52.426,124.255,7.34,79.355,85.653,80.235,2.551,6.299,9.093,9.069,summer_offpeak,0
3.535,7.348,62.323,163.578,3.515,47.023,47.721,39.904,2.648,7.003,0.54,-4.036,winter_offpeak,0
5.734,9.159,69.107,71.461,2.352,48.276,36.18,39.026,2.632,3.451,-0.751,-3.704,winter_offpeak,0
10.473,13.975,53.029,533.03,8.459,79.474,79.281,72.065,2.61,12.628,1.88,-3.379,winter_peak,0
6.512,11.094,59.61,124.245,3.236,48.875,45.391,55.569,2.623,1.806,-0.497,-2.237,winter_offpeak,0
36.029,38.137,46.453,546.325,13.236,120.612,124.041,105.841,2.5,12.948,13.167,5.474,summer_peak,0
25.171,28.052,57.978,191.634,7.192,87.132,73.932,72.802,2.562,4.251,8.689,2.63,summer_offpeak,0
29.535,32.674,60.158,187.473,8.179,92.621,80.501,70.108,2.525,5.949,10.217,4.026,summer_offpeak,0
9.152,11.946,58.301,449.419,7.197,72.378,69.938,71.986,2.604,10.763,1.385,4.318,winter_peak,0
-1.528,-0.191,77.527,87.346,1.055,27.896,18.502,26.452,2.68,4.066,-2.83,-1.505,winter_offpeak,0
10.721,11.831,69.519,487.567,7.271,79.844,73.182,73.203,2.614,13.055,1.875,3.434,winter_peak,0
29.337,31.585,57.926,141.352,7.806,87.087,81.882,71.821,2.566,5.113,9.713,1.556,summer_offpeak,0
29.844,32.779,57.252,71.639,7.116,83.04,77.023,64.48,2.566,2.96,10.236,9.279,summer_offpeak,0
6.354,10.132,65.745,562.101,7.435,83.296,78.45,67.827,2.614,14.268,1.16,-2.534,winter_peak,0
25.429,29.01,51.386,69.689,6.361,81.777,63.957,63.614,2.554,2.179,8.855,1.115,summer_offpeak,0
27.183,29.23,40.422,112.65,7.253,84.963,84.221,65.655,2.549,5.179,8.45,3.167,summer_offpeak,0
32.456,34.233,48.377,621.7,12.989,119.193,119.345,107.66,2.534,12.66,11.826,-36.407,summer_peak,1
31.676,34.485,52.45,618.599,12.661,124.497,118.711,102.34,2.555,12.028,11.236,5.114,summer_peak,0
29.791,32.917,45.517,138.079,8.125,90.998,77.741,73.549,2.548,5.126,10.851,11.381,summer_offpeak,0
4.504,7.427,79.368,77.297,3.075,40.983,31.807,38.901,2.639,2.66,-0.049,-4.229,winter_offpeak,0
7.622,10.452,69.237,511.816,7.041,82.572,77.336,65.285,2.662,12.884,0.454,-0.288,winter_peak,0
26.326,29.881,52.81,161.932,7.825,81.569,85.89,61.352,2.548,5.128,8.901,2.742,summer_offpeak,0
31.469,34.989,48.307,642.5,13.036,124.297,115.707,113.775,2.53,14.791,11.812,7.932,summer_peak,0
9.895,11.298,65.448,510.893,6.989,88.075,79.704,70.642,2.621,12.417,1.035,-0.475,winter_peak,0
3.063,4.237,67.824,28.424,1.38,40.956,36.752,34.413,2.658,2.646,-3.172,-4.55,winter_offpeak,0
29.078,32.564,44.603,715.336,13.114,127.659,119.293,114.036,2.538,-37.745,10.648,5.714,summer_peak,1
35.649,38.284,46.159,563.105,13.067,133.887,117.981,111.941,2.501,11.001,14.773,10.361,summer_peak,0
8.104,11.137,71.333,35.354,2.614,44.514,43.732,47.732,2.616,2.229,1.878,-9.118,winter_offpeak,0
32.039,34.93,52.397,723.895,13.828,134.546,116.035,119.356,2.531,15.388,11.607,3.458,summer_peak,0
2.538,7.86,58.596,151.131,3.299,54.046,49.123,27.14,2.647,7.709,-1.405,1.354,winter_offpeak,0
26.637,31.56,53.229,85.955,6.185,81.54,68.501,71.98,2.53,4.604,10.422,5.304,summer_offpeak,0
9.735,12.103,66.687,527.302,9.95,126.236,83.476,34.171,2.397,13.361,1.453,1.182,winter_peak,1
