loan_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,num_existing_loans,debt_to_income,interest_rate,home_ownership,loan_purpose,region,prior_default,collection_calls,default
LN00951,48,43800.0,6.2,599,33500.0,36,1,34.3,17.27,Mortgage,Car,South,No,1,0
LN00952,42,84300.0,2.8,632,20400.0,60,0,31.5,17.0,Mortgage,Personal,Central,No,0,0
LN00953,58,43500.0,9.9,763,43600.0,36,2,31.6,11.15,Mortgage,Car,South,No,1,0
LN00954,42,101000.0,8.7,550,20200.0,36,3,24.3,18.81,Rent,Business,West,No,7,1
LN00955,47,75500.0,2.8,639,46000.0,24,1,32.4,12.71,Rent,Education,South,No,0,0
LN00956,48,32800.0,3.4,712,44100.0,24,1,38.2,12.7,Rent,Car,North,No,1,0
LN00957,39,38300.0,7.8,717,23500.0,24,2,39.6,13.82,Mortgage,Car,South,No,0,0
LN00958,23,82800.0,5.0,587,34700.0,12,1,22.8,17.97,Mortgage,Education,East,No,0,0
LN00959,35,63400.0,1.5,626,41800.0,24,2,37.1,17.7,Mortgage,Home,Central,No,0,0
LN00960,36,63900.0,6.0,666,48800.0,12,2,35.5,15.3,Rent,Business,West,No,0,0
LN00961,28,44000.0,3.9,730,59500.0,36,1,56.8,12.92,Mortgage,Business,Central,Yes,0,0
LN00962,46,51800.0,2.7,634,48700.0,60,2,50.6,15.98,Mortgage,Personal,East,No,6,1
LN00963,32,56200.0,7.8,600,50300.0,12,3,29.3,16.33,Mortgage,Car,North,No,0,0
LN00964,21,,3.8,756,50000.0,24,1,41.2,9.4,Mortgage,Car,South,No,0,0
LN00965,38,,4.1,811,17700.0,24,1,37.6,10.81,Rent,Education,West,Yes,1,0
LN00966,26,39800.0,,795,29500.0,48,2,31.7,8.97,Rent,Car,West,No,1,0
LN00967,45,104900.0,12.6,583,34000.0,24,0,26.9,17.39,Mortgage,Personal,South,No,0,0
LN00968,21,72000.0,5.8,556,25400.0,36,0,44.3,18.69,Mortgage,Education,Central,No,2,1
LN00969,21,40800.0,3.2,569,26700.0,24,0,25.3,16.08,Rent,Personal,North,Yes,3,1
LN00970,38,106100.0,1.4,739,36800.0,36,1,30.5,11.74,Rent,Car,North,No,0,0
LN00971,41,49900.0,9.1,659,53800.0,24,2,62.9,14.87,,Personal,East,No,0,0
LN00972,39,119200.0,,728,37300.0,36,0,26.4,15.29,Rent,Personal,North,No,0,0
LN00973,56,71000.0,,655,20200.0,48,3,34.7,14.67,Mortgage,Personal,West,Yes,0,0
LN00974,35,88400.0,10.0,588,17900.0,36,3,33.7,16.15,Mortgage,Business,West,No,0,0
LN00975,32,73600.0,2.5,731,19500.0,48,1,36.4,13.43,Mortgage,Education,North,Yes,0,0
LN00976,48,83700.0,4.1,566,32500.0,36,2,31.1,17.16,Rent,Education,West,No,0,0
LN00977,34,27000.0,4.8,637,52700.0,24,0,65.9,16.22,Rent,Personal,Central,No,0,0
LN00978,43,70000.0,11.2,670,41200.0,48,1,30.8,14.03,Rent,Personal,North,No,0,0
LN00979,53,78300.0,4.0,719,22100.0,24,3,25.1,12.28,Own,Business,East,No,0,0
LN00980,36,65000.0,4.5,663,39200.0,60,1,13.7,14.21,Rent,Education,North,Yes,0,0
LN00981,37,37200.0,19.5,643,36400.0,24,0,45.2,14.92,Own,Personal,East,No,0,0
LN00982,31,147800.0,5.6,750,23500.0,36,1,25.4,13.97,Rent,Business,South,No,0,0
LN00983,43,153500.0,5.2,706,45600.0,60,3,34.6,14.83,Rent,Education,West,Yes,1,0
LN00984,46,43800.0,14.7,572,17300.0,36,1,34.5,16.94,Rent,Personal,West,No,3,1
LN00985,51,44600.0,5.4,655,48600.0,36,2,48.9,16.74,Rent,Car,Central,No,4,1
LN00986,46,37800.0,7.2,846,59800.0,12,2,39.5,7.6,Mortgage,Home,South,No,0,0
LN00987,62,107100.0,3.0,618,14700.0,36,1,26.4,15.51,Rent,Personal,North,No,0,0
LN00988,40,44000.0,5.9,742,22100.0,36,0,31.6,13.9,Mortgage,Car,West,No,0,0
LN00989,40,,6.5,647,34200.0,24,0,39.3,15.93,Rent,Home,North,No,0,0
LN00990,35,32100.0,26.9,630,33700.0,24,1,45.9,14.52,Mortgage,Home,North,No,4,1
LN00991,54,58200.0,9.0,656,41900.0,36,0,60.8,15.4,Mortgage,Education,North,No,0,0
LN00992,40,50400.0,4.8,688,21000.0,36,2,25.9,14.26,Mortgage,Home,West,No,0,0
LN00993,35,27300.0,3.7,530,37300.0,24,1,41.3,19.73,Rent,Personal,Central,No,3,1
LN00994,23,49900.0,3.4,614,18000.0,36,1,16.7,17.02,Rent,Personal,Central,No,2,0
LN00995,37,71300.0,1.6,767,42400.0,48,1,48.9,11.82,Own,Personal,North,No,0,0
LN00996,49,,2.8,658,64700.0,24,4,52.4,15.99,,Business,North,Yes,4,1
LN00997,21,54100.0,5.2,715,36800.0,60,2,25.9,13.54,Mortgage,Home,East,No,0,0
LN00998,26,76700.0,4.6,593,16600.0,36,2,33.6,16.13,Own,Personal,North,Yes,11,1
LN00999,28,79600.0,4.7,767,25500.0,12,0,21.4,11.85,Mortgage,Car,West,No,0,0
LN01000,29,79100.0,,673,14100.0,24,2,22.9,12.88,Mortgage,Home,East,No,7,1
LN01001,40,37800.0,20.3,685,16700.0,24,1,28.0,13.19,Mortgage,Home,Central,No,0,0
LN01002,35,78800.0,2.1,679,33000.0,60,2,26.3,15.29,Own,Home,East,No,0,0
LN01003,41,47900.0,4.0,785,11000.0,48,1,39.3,12.17,Rent,Business,Central,No,0,0
LN01004,43,58500.0,5.9,604,7500.0,24,4,5.4,17.67,Rent,Education,South,No,0,0
LN01005,55,80100.0,21.1,743,48300.0,12,0,36.3,12.82,Rent,Personal,Central,No,1,0
LN01006,36,67500.0,2.4,730,20600.0,60,0,24.6,13.13,Rent,Education,Central,No,9,1
LN01007,43,65700.0,4.1,695,37100.0,60,3,28.8,13.83,Rent,Education,South,No,0,0
LN01008,37,72400.0,3.7,850,19700.0,36,6,38.9,9.66,Rent,Business,East,No,0,0
LN01009,41,43900.0,6.7,739,52100.0,12,0,53.8,13.04,Rent,Personal,East,No,2,1
LN01010,35,27200.0,4.0,710,28200.0,48,5,48.4,11.22,Rent,Education,North,No,6,1
LN01011,26,100600.0,1.5,688,27000.0,60,0,26.7,13.69,Mortgage,Personal,North,No,0,0
LN01012,44,44700.0,1.6,629,15200.0,36,0,28.7,14.46,Rent,Home,North,Yes,9,1
LN01013,52,65500.0,2.3,672,25600.0,36,0,28.3,14.56,Own,Car,South,No,12,1
LN01014,28,27000.0,6.7,674,25600.0,60,1,28.5,13.6,Own,Car,South,No,0,0
LN01015,39,161400.0,4.3,624,19400.0,36,2,52.5,17.26,Mortgage,Personal,Central,No,0,0
LN01016,39,65300.0,2.7,615,22900.0,36,1,16.6,17.07,Own,Business,North,No,6,1
LN01017,21,50700.0,6.1,731,56500.0,36,0,53.4,12.74,Mortgage,Personal,East,No,0,0
LN01018,62,86300.0,15.1,706,33900.0,48,6,31.5,13.75,Rent,Car,North,No,0,0
LN01019,57,68400.0,5.2,722,24500.0,36,1,24.7,13.36,Rent,Car,West,No,0,0
LN01020,53,47800.0,8.4,682,14800.0,36,2,45.0,14.8,Rent,Business,North,No,0,0
LN01021,51,,5.7,728,23400.0,12,0,41.0,11.9,Mortgage,Car,West,No,0,0
LN01022,29,125900.0,2.4,574,27300.0,36,0,24.5,18.41,Rent,Home,West,No,0,0
LN01023,21,114500.0,3.3,625,42000.0,60,4,38.3,14.77,Own,Home,East,No,1,0
LN01024,39,43700.0,7.6,779,56800.0,60,4,36.9,8.5,Mortgage,Home,South,No,0,0
LN01025,40,103200.0,17.5,666,26300.0,36,1,33.6,10.48,Rent,Personal,West,No,6,1
LN01026,36,114500.0,9.0,746,59100.0,36,0,36.8,11.67,Rent,Personal,North,No,1,0
LN01027,34,52000.0,6.3,762,21900.0,60,2,34.0,13.62,Own,Business,North,No,0,0
LN01028,51,113700.0,3.3,754,18800.0,12,3,17.7,11.7,Rent,Education,West,No,0,0
LN01029,49,26600.0,13.4,730,19800.0,36,0,40.1,12.65,Mortgage,Business,West,Yes,0,0
LN01030,39,54300.0,8.5,802,19500.0,24,1,33.9,10.71,Rent,Personal,Central,No,7,1
LN01031,33,52800.0,8.9,759,14700.0,24,2,34.0,11.53,Own,Car,South,Yes,0,0
LN01032,66,47900.0,5.1,676,11300.0,60,1,26.4,12.55,Rent,Business,East,No,0,0
LN01033,49,83800.0,1.0,746,30200.0,36,1,24.5,11.25,Own,Personal,North,No,0,0
LN01034,41,64700.0,3.9,570,34000.0,24,2,45.5,18.36,Mortgage,Car,Central,No,6,1
LN01035,24,42700.0,11.5,739,42900.0,36,0,39.7,11.0,Own,Home,West,No,0,0
LN01036,21,40200.0,3.4,676,28900.0,48,0,27.7,12.53,Own,Car,West,Yes,0,0
LN01037,21,42400.0,2.7,643,20100.0,36,0,34.5,15.4,Rent,Personal,Central,No,4,1
LN01038,36,50200.0,12.1,683,19300.0,36,2,31.8,15.36,Own,Education,South,No,0,0
LN01039,43,29600.0,6.9,696,41700.0,24,0,47.5,12.69,Rent,Car,South,No,0,0
LN01040,37,54400.0,7.1,684,33000.0,24,0,38.1,13.81,Rent,Business,North,No,4,1
LN01041,39,86300.0,4.7,611,17600.0,48,1,16.2,16.62,Own,Business,West,No,0,0
LN01042,42,71500.0,3.5,731,36800.0,60,4,31.3,12.7,Own,Education,West,No,0,0
LN01043,49,24400.0,,838,26000.0,48,1,37.0,8.71,Rent,Car,Central,Yes,0,0
LN01044,21,31400.0,,642,15100.0,60,4,48.5,14.29,Rent,Personal,West,No,5,1
LN01045,25,55200.0,6.8,724,40300.0,24,1,31.5,13.96,Mortgage,Education,South,No,8,1
LN01046,50,,5.0,614,13900.0,24,2,31.7,15.37,Mortgage,Home,South,No,0,0
LN01047,43,223200.0,3.1,677,28000.0,36,1,28.0,13.78,Rent,Home,West,Yes,6,1
LN01048,45,56600.0,5.2,617,15100.0,12,1,33.5,13.82,Own,Education,Central,No,8,1
LN01049,27,78300.0,,610,18600.0,24,1,44.5,15.14,Own,Personal,West,No,0,0
LN01050,57,32000.0,4.2,588,29000.0,60,0,58.1,15.85,Mortgage,Education,West,No,8,1
LN01051,41,60600.0,1.8,630,31500.0,36,1,35.4,15.66,Rent,Personal,South,No,0,0
LN01052,37,38100.0,7.4,645,10300.0,12,2,32.5,14.9,Rent,Home,South,No,0,0
LN01053,29,59400.0,4.3,658,73800.0,36,2,35.9,12.97,Own,Business,North,No,1,0
LN01054,42,101300.0,3.7,511,35300.0,24,1,23.2,18.31,Rent,Home,East,No,3,1
LN01055,41,48500.0,8.9,622,20100.0,12,0,35.8,17.48,Own,Car,Central,No,0,0
LN01056,38,138700.0,5.4,737,24000.0,60,0,23.4,12.64,Rent,Business,Central,No,0,0
LN01057,59,73600.0,1.8,554,56100.0,24,1,29.3,19.27,Rent,Car,South,No,0,0
LN01058,54,74100.0,8.2,716,14600.0,36,0,39.8,12.24,Rent,Car,North,No,0,0
LN01059,39,,6.9,521,42600.0,36,0,28.0,18.52,Rent,Education,South,No,1,0
LN01060,33,47800.0,,572,35700.0,36,0,41.9,17.6,Rent,Business,North,No,7,1
LN01061,34,95400.0,8.2,739,26500.0,48,0,22.0,14.71,Own,Business,West,Yes,0,0
LN01062,44,42500.0,2.9,669,24000.0,60,2,30.1,15.85,Rent,Business,South,No,0,0
LN01063,21,62300.0,10.2,745,19900.0,36,0,26.0,13.34,Rent,Personal,East,No,0,0
LN01064,43,70200.0,7.3,734,36500.0,48,1,34.4,12.88,Rent,Personal,North,No,7,1
LN01065,37,43400.0,9.3,711,38400.0,36,1,40.0,13.1,Own,Personal,East,No,0,0
LN01066,65,,4.2,707,18200.0,24,0,21.3,13.45,Mortgage,Home,West,No,0,0
LN01067,45,57500.0,,653,19900.0,24,1,34.7,13.84,Own,Personal,West,No,1,0
LN01068,38,99500.0,0.9,712,27300.0,48,0,22.1,15.01,Own,Education,Central,No,0,0
LN01069,41,72800.0,4.6,638,27400.0,24,1,32.3,16.75,Rent,Car,East,No,0,0
LN01070,32,25800.0,8.1,658,22500.0,36,1,44.1,16.08,Rent,Personal,South,No,11,1
LN01071,32,47800.0,9.8,578,29700.0,60,1,31.7,16.01,Rent,Education,North,No,9,1
LN01072,39,49000.0,2.8,691,108300.0,36,0,44.1,13.21,Own,Business,Central,No,0,0
LN01073,21,34500.0,13.6,644,20600.0,48,1,52.3,15.99,Mortgage,Business,East,No,3,1
LN01074,40,79100.0,5.6,656,19500.0,60,3,24.5,13.2,Rent,Business,West,No,0,0
LN01075,21,34700.0,7.0,614,40300.0,24,0,43.2,15.2,Mortgage,Car,Central,Yes,0,0
LN01076,32,81100.0,7.5,661,56800.0,60,0,28.9,13.77,Own,Car,West,No,0,0
LN01077,31,87400.0,16.5,735,20500.0,48,1,29.5,12.68,Mortgage,Personal,East,No,0,0
LN01078,48,52300.0,6.8,718,24200.0,36,2,38.0,14.22,Rent,Car,West,Yes,0,0
LN01079,59,45000.0,3.2,558,31900.0,24,1,35.3,17.19,Rent,Personal,North,No,0,0
LN01080,57,44000.0,3.2,746,82100.0,36,2,46.8,14.17,Own,Home,South,No,0,0
LN01081,34,34100.0,7.9,701,40700.0,36,3,36.9,11.91,Own,Business,South,No,0,0
LN01082,37,65900.0,5.8,627,24700.0,36,2,26.9,16.03,Mortgage,Personal,West,No,0,0
LN01083,41,38600.0,3.9,701,34900.0,36,1,47.3,13.57,Own,Personal,East,No,0,0
LN01084,42,118000.0,9.4,688,20700.0,48,1,22.2,14.2,Own,Personal,North,No,0,0
LN01085,53,75500.0,5.5,723,35000.0,24,2,35.2,12.84,Mortgage,Car,North,No,0,0
LN01086,48,127200.0,7.5,616,21300.0,36,2,21.5,15.42,Rent,Business,West,No,7,1
LN01087,40,43100.0,10.4,706,50400.0,24,3,50.6,11.62,Rent,Car,West,No,8,1
LN01088,63,46300.0,7.7,716,50800.0,36,1,37.5,13.25,Mortgage,Personal,Central,No,0,0
LN01089,51,73200.0,6.6,804,25500.0,60,0,37.3,9.41,Own,Personal,West,No,0,0
LN01090,62,145200.0,7.3,518,20100.0,36,0,11.9,17.11,Mortgage,Business,East,No,0,0
LN01091,40,61000.0,8.5,765,39700.0,36,0,30.3,11.31,,Personal,North,No,0,0
LN01092,47,25500.0,10.8,754,29700.0,12,1,60.8,12.85,Rent,Car,North,No,0,0
LN01093,44,46000.0,15.2,620,43500.0,48,0,32.2,14.26,Mortgage,Personal,Central,No,1,0
LN01094,42,43100.0,3.9,680,21000.0,36,1,33.1,12.84,Rent,Education,North,No,1,0
LN01095,28,31600.0,1.6,744,35700.0,60,1,43.9,11.3,Mortgage,Personal,South,No,0,0
LN01096,43,34400.0,6.3,637,36700.0,24,1,29.2,13.69,Rent,Education,East,No,1,0
LN01097,23,70900.0,5.7,736,19000.0,36,1,22.3,11.78,Rent,Car,West,No,0,0
LN01098,45,66400.0,4.3,652,51400.0,48,1,20.8,14.71,Mortgage,Car,West,No,0,0
LN01099,61,12000.0,7.9,708,29700.0,36,0,53.8,12.95,Rent,Home,East,No,0,0
LN01100,54,71600.0,5.2,629,20700.0,36,0,18.2,16.63,Rent,Business,South,No,0,0
LN01101,44,33800.0,5.1,688,19800.0,24,0,40.2,14.63,Rent,Home,West,No,6,1
LN01102,37,66100.0,6.0,618,16400.0,48,1,28.4,15.59,Mortgage,Education,West,Yes,7,1
LN01103,50,145600.0,4.2,693,28100.0,60,1,28.9,13.2,,Business,Central,No,0,0
LN01104,28,33000.0,3.5,621,12500.0,60,1,42.8,18.46,Rent,Home,Central,Yes,1,0
LN01105,26,49100.0,7.0,677,22400.0,12,2,33.9,14.49,Own,Personal,East,Yes,7,1
LN01106,25,121900.0,,730,20700.0,48,1,30.0,11.37,Mortgage,Home,East,No,0,0
LN01107,45,67100.0,12.1,654,12800.0,24,0,35.4,12.79,Mortgage,Education,South,No,0,0
LN01108,25,78500.0,,725,34000.0,36,1,32.2,13.35,Mortgage,Personal,West,No,0,0
LN01109,47,47400.0,5.8,599,24800.0,36,2,26.6,16.48,Mortgage,Education,North,No,0,0
LN01110,52,95000.0,13.2,504,19400.0,12,0,11.8,19.63,Mortgage,Car,North,No,5,1
LN01111,48,23200.0,6.2,720,16600.0,36,1,36.4,13.99,Mortgage,Education,North,No,0,0
LN01112,39,63900.0,5.4,665,33000.0,48,1,41.9,13.54,Rent,Home,West,Yes,0,0
LN01113,45,23200.0,1.7,684,33500.0,36,2,49.3,12.39,Mortgage,Education,West,No,0,0
LN01114,26,63700.0,7.4,682,15100.0,24,3,16.2,15.42,Own,Personal,Central,No,0,0
LN01115,43,58300.0,4.7,655,37100.0,12,1,28.3,16.02,Rent,Education,North,No,0,0
LN01116,60,70900.0,7.2,514,21400.0,36,0,18.3,21.84,Own,Car,South,No,5,1
LN01117,58,42800.0,3.6,625,43600.0,24,3,32.5,16.71,Rent,Education,Central,Yes,5,1
LN01118,21,71500.0,,600,20800.0,36,0,25.7,17.24,Mortgage,Education,North,No,0,0
LN01119,39,68800.0,10.1,784,36700.0,24,0,23.6,11.18,Rent,Education,North,No,0,0
LN01120,36,74700.0,7.1,555,33100.0,48,0,17.1,18.0,Own,Business,Central,No,0,0
LN01121,51,43500.0,2.3,683,23600.0,36,1,27.8,13.42,Rent,Home,West,No,0,0
LN01122,43,44000.0,6.7,548,31800.0,60,0,13.2,18.91,Mortgage,Business,North,No,4,1
LN01123,39,,7.4,536,25100.0,36,2,38.4,15.99,Mortgage,Education,South,No,1,0
LN01124,33,42300.0,7.1,712,48300.0,48,0,44.7,11.29,Own,Personal,South,No,0,0
LN01125,42,71000.0,9.1,760,29100.0,36,0,52.5,13.08,Own,Car,East,No,0,0
LN01126,38,54600.0,10.6,652,27500.0,48,1,34.2,11.83,Own,Car,East,No,0,0
LN01127,41,71500.0,7.1,615,44200.0,60,1,24.2,14.32,Mortgage,Car,East,No,0,0
LN01128,38,82900.0,8.7,817,14500.0,60,3,40.1,8.7,Mortgage,Home,East,No,0,0
LN01129,25,57400.0,7.4,716,18700.0,24,5,23.0,12.32,Mortgage,Car,North,No,0,0
LN01130,45,87500.0,16.7,692,33800.0,36,0,14.9,15.55,Own,Personal,East,No,1,0
LN01131,46,69700.0,7.2,598,32600.0,24,0,19.8,15.95,Mortgage,Personal,North,Yes,0,0
LN01132,43,21700.0,4.7,714,29500.0,24,1,36.5,11.26,Own,Home,North,Yes,0,0
LN01133,43,162700.0,17.4,719,26000.0,36,0,20.3,14.41,Rent,Home,West,No,0,0
LN01134,55,94900.0,4.0,511,30800.0,24,1,41.8,18.45,Own,Personal,East,No,4,1
LN01135,53,40400.0,9.7,728,24600.0,12,1,41.8,13.08,Rent,Business,Central,No,0,0
LN01136,60,156300.0,7.3,551,15000.0,36,2,2.0,18.35,Mortgage,Car,Central,Yes,8,1
LN01137,48,38600.0,10.8,642,17500.0,12,1,32.5,14.93,Mortgage,Personal,West,No,0,0
LN01138,50,59600.0,10.9,570,20900.0,48,0,32.7,17.67,Mortgage,Personal,East,Yes,10,1
LN01139,41,82900.0,3.4,686,11200.0,24,0,24.1,12.95,Rent,Car,East,No,0,0
LN01140,28,58400.0,2.3,784,43600.0,36,0,20.0,10.56,Mortgage,Personal,Central,No,0,0
LN01141,26,55100.0,13.1,752,27400.0,12,0,13.7,11.94,Own,Home,South,No,0,0
LN01142,46,91600.0,0.5,688,15400.0,60,4,20.8,15.16,Rent,Car,West,Yes,12,1
LN01143,42,77900.0,15.4,653,17800.0,60,1,37.1,12.33,Own,Education,West,No,0,0
LN01144,47,115900.0,11.3,715,44000.0,48,3,26.9,12.27,Mortgage,Personal,North,No,0,0
LN01145,21,75700.0,2.6,567,77200.0,36,0,51.0,17.22,Own,Car,West,No,0,0
LN01146,37,50000.0,9.5,754,54300.0,60,1,46.3,11.1,Mortgage,Car,North,No,0,0
LN01147,41,69300.0,4.5,673,51000.0,24,2,42.6,12.5,Mortgage,Home,North,No,1,0
LN01148,35,136700.0,8.4,700,27800.0,60,0,20.7,12.74,Mortgage,Home,West,Yes,11,1
LN01149,37,62600.0,2.5,690,48900.0,60,0,32.2,13.15,Mortgage,Car,East,No,6,1
LN01150,21,123800.0,9.6,537,21100.0,36,0,31.1,17.32,Mortgage,Car,Central,No,2,1
LN01151,38,108600.0,7.7,633,27400.0,48,0,40.2,13.71,Rent,Personal,West,No,3,1
LN01152,55,58400.0,3.0,633,61300.0,60,3,26.9,15.56,Mortgage,Education,West,No,0,0
LN01153,26,,3.1,698,22600.0,12,4,24.8,12.3,Rent,Car,West,No,0,0
LN01154,46,45000.0,2.1,543,27100.0,24,2,20.6,18.45,Rent,Home,North,No,0,0
LN01155,31,37200.0,3.7,836,26600.0,60,1,44.5,7.73,Mortgage,Business,West,Yes,0,0
LN01156,42,66500.0,3.9,787,51900.0,36,0,43.0,10.91,Mortgage,Personal,North,No,0,0
LN01157,56,50900.0,5.6,757,66900.0,36,0,29.1,11.93,Rent,Personal,South,No,0,0
LN01158,40,53300.0,2.3,786,10000.0,36,1,34.6,12.01,Own,Personal,Central,No,0,0
LN01159,44,84800.0,3.2,818,33700.0,60,1,50.9,8.66,Rent,Home,South,No,0,0
LN01160,47,111900.0,2.1,684,46900.0,24,2,37.2,12.56,Rent,Home,East,No,0,0
LN01161,39,65100.0,5.4,677,43900.0,60,2,32.9,14.99,Rent,Car,West,No,1,0
LN01162,54,162200.0,5.8,711,31000.0,48,0,25.6,12.64,Mortgage,Personal,North,No,0,0
LN01163,21,,,733,38300.0,36,0,53.7,13.76,Own,Home,West,Yes,4,1
LN01164,36,71500.0,2.9,780,10800.0,60,0,47.3,10.81,Rent,Personal,South,No,0,0
LN01165,21,262800.0,7.3,497,16700.0,48,1,25.9,19.07,Rent,Business,East,No,7,1
LN01166,21,58000.0,2.5,685,34400.0,24,0,31.1,14.68,Rent,Education,Central,No,0,0
LN01167,39,43700.0,8.3,629,8700.0,60,1,24.1,16.11,Rent,Education,East,No,1,0
LN01168,25,39700.0,5.0,733,35000.0,36,1,53.3,14.78,Rent,Education,South,Yes,6,1
LN01169,35,63200.0,6.4,674,27100.0,48,2,27.9,14.25,Mortgage,Personal,North,No,0,0
LN01170,56,73500.0,7.0,579,16000.0,12,0,46.6,16.45,Rent,Business,South,No,6,1
LN01171,46,,3.0,703,20000.0,12,1,29.7,14.5,Own,Business,East,No,0,0
LN01172,75,32800.0,6.1,631,25000.0,12,1,22.4,13.93,Own,Home,West,No,0,0
LN01173,38,43200.0,3.6,658,18900.0,24,0,41.0,14.94,Mortgage,Personal,North,Yes,4,1
LN01174,40,53400.0,4.9,666,67100.0,24,1,30.6,13.86,Rent,Home,South,No,0,0
LN01175,21,62200.0,3.1,616,27100.0,48,2,28.5,15.34,Mortgage,Personal,West,Yes,11,1
LN01176,39,46000.0,3.6,671,23700.0,36,1,53.6,14.22,Rent,Car,Central,No,1,0
LN01177,34,103300.0,4.9,659,19200.0,24,0,22.7,15.87,Mortgage,Home,South,No,0,0
LN01178,45,63100.0,5.0,763,14100.0,36,0,22.8,12.65,Rent,Home,East,No,0,0
LN01179,40,39300.0,11.8,609,18400.0,36,0,41.3,18.41,Own,Personal,North,No,8,1
LN01180,32,52700.0,4.8,620,69100.0,36,1,38.8,15.98,Mortgage,Car,Central,No,0,0
LN01181,21,82500.0,3.6,647,19900.0,36,1,27.3,15.53,Rent,Education,North,Yes,0,0
LN01182,49,83800.0,,682,30900.0,36,3,15.1,13.69,Mortgage,Personal,East,No,1,0
LN01183,31,88900.0,4.2,759,14900.0,48,0,30.4,13.28,Rent,Home,North,No,0,0
LN01184,21,64800.0,8.7,664,18400.0,36,0,29.0,14.53,Own,Car,West,No,0,0
LN01185,44,74500.0,,713,8400.0,12,2,31.4,13.21,Rent,Personal,East,No,0,0
LN01186,21,36900.0,2.8,738,41200.0,36,2,24.4,13.32,Own,Home,North,No,0,0
LN01187,32,56300.0,2.0,699,30300.0,36,0,29.5,10.55,Mortgage,Car,South,No,1,0
LN01188,21,53600.0,13.3,659,20500.0,60,0,50.9,16.54,Rent,Personal,South,Yes,3,1
LN01189,36,89900.0,12.1,642,42800.0,60,1,11.9,15.21,Own,Personal,East,No,0,0
LN01190,21,15000.0,3.9,775,33600.0,36,2,60.9,11.01,Rent,Home,North,No,0,0
LN01191,74,,1.6,740,12400.0,36,0,23.9,12.72,Rent,Personal,West,Yes,0,0
LN01192,53,64100.0,4.7,718,27000.0,48,1,40.4,12.5,Rent,Car,South,No,0,0
LN01193,45,33700.0,1.1,793,15800.0,24,2,33.9,11.22,Mortgage,Car,Central,No,1,0
LN01194,43,32000.0,13.2,620,15000.0,48,0,28.7,16.06,Own,Car,Central,No,1,0
LN01195,47,,5.1,762,23800.0,36,0,15.9,9.32,Rent,Business,North,No,0,0
LN01196,49,68800.0,12.8,671,37300.0,48,1,22.0,13.76,Rent,Car,North,No,10,1
LN01197,42,38000.0,2.0,566,33900.0,60,0,43.3,19.02,Rent,Home,South,No,8,1
LN01198,26,86300.0,3.3,616,26100.0,12,3,24.1,15.7,Rent,Personal,Central,No,6,1
LN01199,41,70900.0,4.9,694,16500.0,48,1,22.3,13.37,Own,Car,North,No,1,0
LN01200,21,57000.0,11.3,771,19900.0,12,0,26.1,11.64,Rent,Car,North,No,1,0
LN01201,35,53700.0,,533,13000.0,60,2,20.4,18.22,Own,Personal,South,Yes,0,0
LN01202,44,19800.0,7.2,758,42200.0,60,0,57.1,11.85,Own,Car,South,No,6,1
LN01203,26,154700.0,6.3,663,21900.0,36,1,10.1,13.99,Rent,Education,West,No,0,0
LN01204,44,94000.0,7.3,686,16100.0,36,1,30.6,12.53,Rent,Personal,South,Yes,0,0
LN01205,33,78400.0,3.7,717,37700.0,36,0,25.0,13.13,Rent,Education,North,No,2,0
LN01206,68,56000.0,11.5,573,18300.0,24,1,27.0,19.4,Own,Personal,North,No,7,1
LN01207,34,88400.0,6.3,697,19200.0,48,0,22.6,14.45,Mortgage,Education,North,No,0,0
LN01208,45,39900.0,4.5,660,17700.0,36,2,44.6,13.16,Mortgage,Home,North,No,4,1
LN01209,47,37800.0,11.7,679,26200.0,36,1,30.5,13.09,Own,Personal,North,No,0,0
LN01210,41,52300.0,7.5,836,34600.0,60,2,55.6,9.88,Rent,Personal,North,No,1,0
LN01211,43,131100.0,6.3,701,25100.0,60,2,33.4,13.57,Rent,Car,West,No,0,0
LN01212,36,49600.0,5.0,669,41700.0,36,1,21.8,15.18,Mortgage,Personal,East,No,0,0
LN01213,41,67200.0,1.3,688,36000.0,24,1,32.7,12.74,Rent,Personal,South,No,0,0
LN01214,41,34900.0,10.6,838,8600.0,48,1,41.8,9.31,Rent,Personal,North,No,0,0
LN01215,49,,4.8,789,30600.0,36,1,30.1,10.74,Mortgage,Personal,East,No,0,0
LN01216,55,39800.0,9.6,747,20600.0,12,0,37.8,11.78,Rent,Car,North,No,1,0
LN01217,39,45800.0,5.3,689,45000.0,36,1,44.3,12.15,Own,Car,Central,No,0,0
LN01218,57,56000.0,7.1,685,48900.0,24,1,32.5,12.07,Rent,Car,West,No,5,1
LN01219,40,30900.0,3.0,598,35900.0,60,1,36.8,16.38,Mortgage,Education,Central,Yes,6,1
LN01220,28,40600.0,10.0,582,33000.0,36,3,32.6,15.84,Mortgage,Personal,Central,No,0,0
LN01221,35,61800.0,2.1,772,49200.0,24,1,56.6,11.57,Own,Education,East,No,1,0
LN01222,32,52800.0,2.8,736,25900.0,36,1,29.5,13.59,Rent,Personal,East,No,0,0
LN01223,37,97200.0,0.7,690,22800.0,48,2,45.5,14.36,Rent,Car,East,No,8,1
LN01224,41,31000.0,2.8,678,25200.0,60,2,37.6,14.84,Own,Personal,North,Yes,8,1
