customer_id,enroll_date,year_birth,education,marital_status,income,kids_home,teens_home,recency,spend_wine,spend_fruits,spend_meat,spend_fish,spend_sweets,spend_gold,web_purchases,catalog_purchases,store_purchases,web_visits_month,accepted_cmp1,accepted_cmp2,accepted_cmp3,accepted_cmp4,accepted_cmp5,complain,responded
CMK00460,2022-11-20,1955,Graduation,Single,91400.0,0,1,5,647.67,29.62,311.46,103.42,43.82,91.3,8,3,6,6,1,0,0,0,0,0,0
CMK00461,2023-11-08,1968,Graduation,Single,62600.0,1,1,31,366.3,43.76,211.28,48.44,49.02,43.8,2,5,3,2,0,0,0,0,0,0,0
CMK00462,2023-09-20,1978,PhD,Married,26500.0,0,1,18,239.24,39.16,78.58,23.8,15.97,42.19,2,0,4,5,0,0,0,0,0,0,0
CMK00463,2022-09-21,1956,Graduation,Divorced,60000.0,0,0,27,251.07,40.7,273.33,16.2,29.46,33.5,2,2,5,1,0,0,1,0,0,0,0
CMK00464,2023-08-02,1970,Graduation,Single,55300.0,0,0,78,324.91,27.2,222.6,76.86,40.72,62.34,3,0,7,4,0,1,0,1,1,0,0
CMK00465,2022-07-24,1965,PhD,Married,31400.0,0,2,69,226.14,61.77,174.35,54.76,39.47,38.73,9,3,3,2,1,1,0,0,0,0,0
CMK00466,2024-09-22,1951,Graduation,Married,77400.0,0,1,52,449.26,50.84,154.95,83.78,40.77,61.52,7,3,7,4,0,0,0,0,0,0,0
CMK00467,2022-09-30,1950,Master,Widow,26200.0,0,2,50,195.49,42.07,97.78,20.05,17.8,39.93,3,2,3,5,0,0,0,0,0,0,1
CMK00468,2023-11-16,1968,PhD,Married,55600.0,0,1,43,443.17,75.93,326.34,87.49,41.25,51.1,4,5,6,5,0,0,1,0,1,0,0
CMK00469,2024-04-10,1958,Master,Single,36500.0,2,2,81,212.3,32.03,124.14,20.13,30.5,25.9,6,1,4,5,0,0,0,0,0,0,0
CMK00470,2024-01-05,1987,Basic,Divorced,57900.0,0,0,8,348.47,62.02,229.37,43.43,64.72,71.4,3,2,3,7,1,1,0,0,0,0,0
CMK00471,2022-10-24,1970,Graduation,Married,43400.0,0,0,24,365.82,42.39,225.06,40.86,27.91,40.78,8,4,8,7,1,1,1,0,1,0,1
CMK00472,2024-01-11,1984,Graduation,Together,15900.0,0,0,43,319.63,52.21,113.3,23.49,20.7,45.63,1,1,6,8,1,1,0,1,0,0,0
CMK00473,2024-02-01,1996,Master,Widow,141300.0,0,1,36,573.49,82.99,356.11,122.21,71.75,72.64,2,2,8,2,0,0,1,0,0,0,0
CMK00474,2023-09-01,1967,Graduation,Married,20700.0,2,1,78,221.5,32.14,142.84,20.19,23.38,9.49,5,0,6,8,0,0,0,1,0,0,0
CMK00475,2023-01-17,1960,Master,Single,22000.0,0,1,54,162.2,23.0,125.67,27.05,28.2,24.53,8,1,1,12,0,0,0,0,0,0,0
CMK00476,2024-09-02,1997,Basic,Married,37700.0,0,0,47,308.69,45.78,143.07,41.66,33.69,38.04,5,2,2,9,1,1,0,1,0,0,0
CMK00477,2022-11-26,1983,Basic,Married,34300.0,1,2,39,172.02,13.61,123.37,30.92,18.0,21.23,8,3,1,3,0,0,0,1,1,0,0
CMK00478,2024-02-02,1957,Graduation,Married,,0,0,11,530.01,115.68,139.81,59.5,60.61,49.02,3,9,10,5,1,1,1,1,0,0,1
CMK00479,2024-02-05,1963,Graduation,Single,21600.0,0,1,77,208.34,26.79,145.97,37.2,19.85,39.73,3,2,4,3,0,0,0,0,0,0,0
CMK00480,2024-10-01,1956,Master,Married,69100.0,2,0,24,383.06,77.3,221.99,69.63,23.96,86.81,3,1,8,2,0,0,1,0,0,0,0
CMK00481,2024-08-15,1964,Graduation,Widow,18100.0,0,0,73,297.92,31.3,94.81,47.46,17.63,36.88,4,3,6,4,0,0,0,0,0,0,0
CMK00482,2022-09-18,1969,Graduation,Married,62400.0,0,0,83,252.78,73.46,277.67,53.01,28.05,52.75,3,2,11,11,0,1,0,0,0,0,0
CMK00483,2024-09-11,1977,Master,Together,38700.0,0,1,73,453.82,73.14,263.65,69.95,35.6,47.53,7,6,6,7,1,0,1,1,0,0,0
CMK00484,2023-03-28,1952,Master,Together,20600.0,0,0,30,494.97,38.11,265.47,42.25,29.19,43.78,3,4,5,12,1,0,1,0,0,0,0
CMK00485,2023-09-01,1990,PhD,Divorced,36500.0,2,1,7,479.33,56.18,209.14,40.07,20.93,51.66,3,5,4,4,1,1,0,0,1,0,1
CMK00486,2024-04-09,1968,PhD,Married,46500.0,0,0,30,309.32,31.66,197.49,19.17,55.56,45.46,1,4,7,7,0,0,0,0,0,0,0
CMK00487,2022-12-28,1969,Basic,Single,120400.0,0,1,91,435.97,80.12,490.73,131.63,37.93,71.76,5,7,6,4,0,0,0,0,0,0,0
CMK00488,2023-09-23,1963,PhD,Married,113500.0,1,1,90,1107.65,78.18,573.74,54.74,79.29,119.09,4,6,13,5,0,1,1,1,0,0,0
CMK00489,2024-09-02,1999,Graduation,Together,41200.0,0,0,77,380.12,56.91,175.98,44.57,25.31,26.11,2,3,5,7,0,0,0,0,1,0,0
CMK00490,2024-10-24,1978,Basic,Together,,1,2,77,226.83,51.41,178.95,56.08,43.9,49.55,3,4,10,5,1,0,0,0,0,0,0
CMK00491,2022-12-18,1955,Graduation,Married,72100.0,0,1,42,381.11,58.04,293.54,90.23,35.67,59.55,2,4,6,4,0,0,0,0,0,0,0
CMK00492,2023-08-28,1955,PhD,Widow,40300.0,0,0,35,344.47,48.76,187.6,53.03,20.41,36.79,4,3,6,2,0,0,0,0,0,0,0
CMK00493,2023-02-28,1989,Master,Married,117100.0,2,0,71,724.56,93.48,304.02,103.25,56.37,95.85,4,9,11,5,1,1,1,0,0,0,0
CMK00494,2022-08-09,1975,Basic,Single,99200.0,0,1,79,738.61,148.18,547.57,93.44,69.72,149.29,4,3,6,5,0,1,1,0,1,0,1
CMK00495,2024-03-11,1958,Graduation,Married,,0,0,10,179.16,33.36,136.24,44.04,8.27,22.22,2,0,3,5,0,0,0,0,1,0,0
CMK00496,2024-07-18,1977,Master,Together,39800.0,0,1,41,181.63,23.31,232.77,51.1,21.6,45.18,2,2,3,8,0,0,0,0,1,1,0
CMK00497,2024-10-12,1956,Graduation,Divorced,61700.0,0,1,47,687.94,52.51,285.84,79.19,41.75,54.51,3,3,3,6,0,0,1,0,0,0,0
CMK00498,2023-11-11,1973,Master,Divorced,37500.0,0,1,56,455.74,52.43,228.84,35.91,44.19,48.97,2,6,8,3,1,0,0,0,0,0,0
CMK00499,2024-03-27,1952,Graduation,Married,41700.0,1,0,13,198.25,22.7,105.39,33.55,23.01,55.91,3,2,4,7,1,0,1,0,1,0,0
CMK00500,2023-07-30,1978,Graduation,Single,48800.0,1,0,29,200.38,45.61,151.7,52.3,19.5,64.74,4,1,3,4,0,0,0,0,0,0,0
CMK00501,2024-06-03,1969,Graduation,Married,36400.0,0,0,39,262.79,79.54,206.03,36.95,28.32,64.07,4,2,3,6,0,1,0,1,0,0,0
CMK00502,2023-10-24,1973,Graduation,Married,79300.0,0,0,70,740.56,61.26,277.19,54.27,53.52,62.8,1,5,13,6,0,1,0,0,0,0,0
CMK00503,2023-12-02,1989,PhD,Divorced,19200.0,1,0,97,246.05,28.91,107.71,44.53,34.94,59.93,5,1,7,2,1,0,0,0,0,0,0
CMK00504,2024-10-28,1959,Graduation,Divorced,34800.0,1,1,68,494.25,54.8,265.76,53.1,41.14,49.29,9,1,5,7,1,0,0,0,1,0,0
CMK00505,2023-06-16,1959,Graduation,Together,99800.0,0,1,81,574.62,81.85,307.26,59.36,55.54,86.45,2,8,8,4,1,0,0,1,0,0,0
CMK00506,2024-07-27,1974,Graduation,Divorced,80300.0,0,0,21,478.73,43.88,254.99,71.24,57.29,133.37,7,6,8,6,0,0,0,1,1,0,0
CMK00507,2022-10-06,1981,Basic,Married,38400.0,1,0,89,235.69,49.25,205.51,19.28,29.65,58.86,0,5,3,1,0,0,0,0,0,0,0
CMK00508,2024-07-30,1955,Graduation,Widow,44100.0,0,0,60,311.4,20.93,178.59,38.89,33.39,44.83,2,4,7,8,0,1,0,1,0,0,1
CMK00509,2022-09-03,1967,PhD,Single,22000.0,0,0,42,138.69,10.33,48.43,17.87,24.17,33.88,6,0,0,6,0,1,1,1,0,0,1
CMK00510,2024-03-27,1953,PhD,Married,14700.0,1,1,94,126.53,41.05,101.25,24.72,6.52,29.08,7,0,4,3,1,0,0,0,0,0,0
CMK00511,2023-07-08,1968,Master,Married,21000.0,1,0,92,254.61,20.63,138.19,20.9,31.48,22.34,5,5,4,5,0,1,0,0,0,0,0
CMK00512,2022-12-25,1982,PhD,Single,73300.0,0,0,97,398.69,72.01,154.05,29.89,38.31,38.52,3,3,3,4,0,0,0,0,0,0,0
CMK00513,2024-05-16,1976,Graduation,Single,47500.0,0,0,77,366.38,35.11,241.98,39.91,36.03,105.98,4,3,5,5,0,0,0,0,1,0,0
CMK00514,2023-05-26,1968,Master,Together,,1,0,64,432.24,50.42,254.18,74.17,50.04,74.47,0,4,7,4,0,0,0,1,0,0,0
CMK00515,2022-09-15,1951,Basic,Married,81300.0,0,2,99,461.33,91.56,181.52,28.33,34.37,57.55,5,1,3,3,0,0,0,0,0,0,0
CMK00516,2024-07-10,1966,Master,Together,59600.0,0,0,46,397.11,55.36,232.65,38.14,17.54,86.97,2,3,8,7,1,1,1,0,0,0,1
CMK00517,2023-10-16,1976,Graduation,Divorced,50800.0,0,1,97,292.5,67.43,204.71,31.75,38.59,49.49,2,4,6,3,0,0,0,0,0,0,1
CMK00518,2023-11-08,1984,Graduation,Widow,41300.0,1,1,95,248.6,34.76,136.65,22.92,33.72,30.6,5,1,3,5,0,0,1,0,0,0,0
CMK00519,2023-02-24,1955,PhD,Together,,2,0,29,566.42,64.58,252.31,82.54,44.33,95.76,1,4,11,1,0,0,0,0,0,0,0
CMK00520,2024-05-28,1959,PhD,Together,41200.0,0,0,31,454.16,41.44,133.74,30.68,21.04,23.97,3,0,10,10,1,0,0,1,0,0,0
CMK00521,2022-12-27,1980,PhD,Married,18300.0,1,2,64,152.43,20.85,75.07,8.45,19.11,16.77,1,2,3,2,0,0,0,0,0,0,0
CMK00522,2024-04-12,1980,Master,Married,54400.0,2,1,48,257.24,57.56,208.71,46.07,50.89,48.57,2,5,3,7,0,0,0,0,0,0,0
CMK00523,2023-10-08,1970,Graduation,Widow,44000.0,1,0,59,324.21,58.7,178.62,36.55,43.23,82.9,3,4,6,4,0,1,0,1,0,0,0
CMK00524,2023-02-19,1989,Graduation,Married,133600.0,0,0,47,692.79,90.65,508.26,57.92,86.18,76.02,3,7,5,5,0,0,0,0,0,0,0
CMK00525,2024-09-08,1981,PhD,Married,28500.0,0,1,30,271.74,19.33,109.64,48.21,38.29,31.43,9,3,8,8,0,0,0,0,0,0,0
CMK00526,2024-04-14,1955,Graduation,Single,,0,0,77,263.87,38.82,237.26,57.22,37.99,59.62,3,4,6,8,0,0,0,0,0,0,0
CMK00527,2024-10-03,1951,Graduation,Single,25500.0,1,0,34,124.9,23.59,134.53,23.73,25.05,38.07,3,3,4,5,0,0,1,0,0,0,0
CMK00528,2023-08-13,1967,Graduation,Single,53200.0,2,1,69,300.86,37.62,265.21,54.87,35.98,57.99,8,3,10,7,0,0,1,0,0,0,0
CMK00529,2023-08-02,1958,Master,Together,43100.0,1,1,24,243.64,41.82,194.31,61.48,42.36,57.46,6,3,4,8,0,0,0,0,0,0,0
CMK00530,2022-11-13,1966,Graduation,Single,34500.0,1,1,13,241.83,6.61,173.93,20.38,4.67,50.2,0,0,9,4,0,0,0,1,0,0,0
CMK00531,2024-04-14,1972,Graduation,Single,23900.0,1,0,50,433.26,36.33,210.75,66.09,34.9,52.27,3,3,10,5,1,0,0,1,1,0,0
CMK00532,2023-11-11,1969,Basic,Widow,25000.0,2,0,63,208.82,37.36,125.58,35.42,13.7,11.8,4,1,2,5,0,1,0,0,1,0,0
CMK00533,2023-12-16,1977,Master,Married,49700.0,0,0,68,449.31,31.49,183.99,53.97,41.75,76.01,7,7,5,7,0,1,0,1,1,0,0
CMK00534,2024-07-15,1959,Basic,Married,52600.0,0,0,91,329.6,24.85,185.26,14.15,21.23,45.83,5,1,8,7,0,0,0,0,0,0,1
CMK00535,2022-12-27,1979,Graduation,Married,,1,0,86,229.09,45.69,153.22,62.32,38.06,84.61,1,4,4,4,0,0,0,0,0,0,0
CMK00536,2023-04-08,1955,Graduation,Single,20000.0,0,1,17,238.08,32.26,145.53,30.43,18.65,16.27,2,1,3,2,0,0,0,1,0,0,0
CMK00537,2023-05-27,1966,Basic,Married,,0,0,76,222.51,36.92,82.1,33.58,40.48,44.11,7,1,3,8,0,0,0,1,0,0,0
CMK00538,2023-03-16,1961,Graduation,Divorced,52400.0,0,0,47,258.03,35.17,187.2,37.56,24.24,51.18,7,1,6,12,0,0,1,0,1,0,0
CMK00539,2023-09-28,1999,Graduation,Divorced,43500.0,1,1,85,472.97,35.64,137.02,50.57,23.67,60.6,7,5,4,6,0,1,0,1,1,0,0
CMK00540,2024-07-19,1956,Master,Together,43300.0,1,0,54,326.21,41.67,79.8,22.69,34.6,31.92,5,2,2,7,0,1,0,1,1,0,1
CMK00541,2024-03-21,1997,Graduation,Single,19300.0,1,0,20,149.14,19.08,52.62,14.76,10.31,37.97,5,0,3,10,0,0,0,0,0,0,0
CMK00542,2023-03-24,1993,Master,Widow,48800.0,0,1,39,361.43,28.36,209.56,26.32,40.68,80.14,7,10,3,3,0,0,0,0,1,0,0
CMK00543,2022-07-19,1978,Master,Married,36000.0,1,0,87,375.89,12.37,128.8,41.95,29.17,35.21,6,4,5,3,0,1,1,0,0,0,0
CMK00544,2024-10-07,1966,Graduation,Single,41400.0,2,2,27,498.54,61.84,380.3,44.07,58.02,50.66,5,1,2,8,0,0,0,0,0,0,0
CMK00545,2022-10-04,1977,PhD,Married,88500.0,0,2,15,438.46,85.86,425.46,72.31,53.3,61.95,1,3,7,1,0,0,0,0,0,0,0
CMK00546,2024-08-09,1962,PhD,Together,59600.0,0,1,30,355.92,50.87,232.82,35.09,47.94,63.37,4,6,7,10,1,0,0,0,0,0,0
CMK00547,2024-07-29,1993,Master,Together,33900.0,0,1,62,206.14,34.37,183.61,33.23,25.66,43.61,3,5,4,4,0,0,0,0,0,0,0
CMK00548,2022-09-17,1977,Master,Married,28200.0,0,0,89,244.8,30.15,116.36,39.18,23.02,43.64,2,3,7,5,0,0,0,0,0,0,0
CMK00549,2023-12-26,1988,Graduation,Single,41500.0,2,0,55,254.8,59.99,134.56,54.01,10.81,52.23,3,1,9,3,0,0,0,0,0,0,0
CMK00550,2023-07-28,1957,PhD,Together,95900.0,2,1,39,623.62,44.07,335.93,59.01,54.27,33.02,2,4,6,6,0,0,0,0,0,0,0
CMK00551,2024-09-27,1957,Graduation,Single,21000.0,0,1,82,152.59,40.97,152.13,38.02,21.78,21.56,7,3,4,9,0,0,0,0,0,0,0
CMK00552,2023-10-15,1984,Graduation,Married,30000.0,0,0,81,173.72,36.09,135.54,44.37,12.74,33.73,6,6,3,5,0,0,0,1,1,0,0
CMK00553,2023-05-17,1990,Graduation,Together,23800.0,0,2,73,181.39,26.52,82.33,28.7,18.26,47.52,4,0,2,6,0,0,0,0,0,0,0
CMK00554,2024-08-29,1978,Graduation,Married,35500.0,1,1,84,315.03,50.59,133.3,40.65,48.98,35.87,1,3,7,6,0,1,0,0,0,0,0
CMK00555,2022-09-22,1974,Graduation,Divorced,,0,1,0,209.92,29.08,117.6,59.44,27.99,40.49,8,2,5,5,1,1,1,1,0,0,1
CMK00556,2022-09-06,1980,Graduation,Married,128100.0,1,0,17,1054.61,71.8,371.19,103.27,77.86,100.66,4,7,6,10,0,1,1,1,1,0,1
CMK00557,2024-07-14,1995,Graduation,Together,61600.0,1,2,23,321.32,55.31,265.25,60.58,39.34,49.14,0,2,7,1,0,0,1,1,0,0,0
CMK00558,2022-10-08,1972,Master,Single,60300.0,0,0,0,385.22,55.48,408.41,38.31,45.22,86.17,6,3,9,4,0,0,1,0,1,0,0
CMK00559,2022-11-02,2000,Graduation,Single,,0,0,88,397.06,43.75,235.72,58.48,52.65,66.18,4,3,4,10,0,0,0,0,0,0,0
CMK00560,2023-11-12,1959,Graduation,Married,39700.0,0,0,32,211.44,33.04,122.2,58.7,20.2,27.8,7,1,6,6,0,0,1,0,1,0,0
CMK00561,2024-02-22,1959,Master,Single,10100.0,0,1,0,143.31,19.8,82.99,29.66,10.5,38.3,5,0,3,10,0,1,1,0,1,0,1
CMK00562,2023-08-28,1964,Graduation,Married,101400.0,1,0,8,653.22,101.24,235.5,63.78,43.96,124.77,5,2,7,4,0,0,0,0,1,0,0
CMK00563,2024-01-23,1965,PhD,Divorced,39700.0,1,1,7,286.89,51.83,164.11,60.16,26.6,24.11,2,3,5,6,0,0,0,0,0,0,0
CMK00564,2023-07-09,1975,PhD,Married,25200.0,0,1,6,94.61,23.23,92.56,18.06,21.5,15.8,4,1,6,11,0,0,0,0,0,0,1
CMK00565,2023-05-13,1983,PhD,Single,105400.0,1,2,67,718.83,98.72,514.84,78.53,67.55,113.68,2,5,9,5,0,0,1,0,0,0,0
CMK00566,2024-01-21,1992,Graduation,Together,75000.0,0,2,0,263.85,39.36,234.56,34.56,37.08,60.83,5,4,6,6,0,0,1,1,1,0,0
CMK00567,2023-11-25,1997,Graduation,Married,115900.0,0,0,93,690.57,111.35,252.61,107.05,64.88,82.63,2,3,6,7,0,0,1,0,0,0,0
CMK00568,2023-06-09,1973,Graduation,Together,44200.0,0,0,34,166.1,57.19,142.91,42.02,40.11,25.1,0,2,4,4,0,0,0,0,0,0,0
CMK00569,2023-08-30,1995,Graduation,Single,18800.0,2,0,79,165.72,27.07,95.1,37.59,28.53,3.2,5,0,3,5,0,0,0,0,0,0,0
CMK00570,2024-10-14,1999,Master,Married,28300.0,0,0,72,242.45,31.03,203.42,29.15,22.71,42.6,1,3,3,2,1,0,0,0,0,0,0
CMK00571,2023-02-21,1976,Graduation,Married,90500.0,0,0,34,302.21,72.51,163.33,65.36,39.24,57.84,19,1,8,11,1,1,1,1,1,0,1
CMK00572,2022-09-15,1951,Graduation,Married,11700.0,0,0,40,124.57,27.57,104.36,8.91,8.2,20.43,0,0,3,1,0,0,0,0,0,0,0
CMK00573,2023-08-24,1962,Graduation,Married,28100.0,1,0,25,250.47,45.63,154.53,0.0,23.01,36.32,6,1,4,6,1,0,1,0,0,0,0
CMK00574,2023-03-21,1989,Master,Married,65600.0,0,1,76,255.53,100.47,298.09,109.13,28.44,41.66,1,4,5,6,0,0,0,0,0,0,0
CMK00575,2023-03-18,1976,Graduation,Married,64100.0,0,0,60,603.88,54.14,310.31,61.14,35.51,126.02,2,6,4,7,0,0,0,0,0,0,0
CMK00576,2024-08-07,1969,Graduation,Together,30000.0,1,0,16,226.9,45.09,212.43,52.42,30.47,36.7,5,6,3,4,0,0,0,0,0,0,0
CMK00577,2023-11-01,1984,Graduation,Divorced,8500.0,0,2,67,218.19,13.86,74.34,4.22,6.21,20.49,7,0,3,9,0,0,0,0,0,0,0
CMK00578,2023-03-25,1964,Graduation,Single,23000.0,0,2,14,267.38,54.77,142.69,36.72,22.67,34.13,3,3,6,7,0,0,0,0,0,0,0
CMK00579,2023-06-17,1990,Master,Together,83900.0,0,1,0,486.67,97.21,374.74,61.36,52.13,106.86,6,2,1,9,0,1,1,0,0,0,1
CMK00580,2023-11-17,1997,Graduation,Married,67100.0,1,0,54,367.47,48.85,238.37,38.26,61.17,60.94,5,3,8,4,0,1,0,0,0,0,0
CMK00581,2024-05-23,1972,Master,Married,42400.0,0,1,79,334.73,26.84,226.99,24.66,30.12,49.65,3,3,9,3,0,0,0,0,0,0,0
CMK00582,2024-10-20,1960,Graduation,Single,34200.0,1,1,29,230.9,40.94,198.99,35.89,31.72,56.16,0,3,4,6,0,0,1,0,1,0,0
CMK00583,2023-11-01,1987,Graduation,Divorced,45500.0,0,1,52,326.12,24.42,213.82,57.95,40.06,44.99,7,2,6,9,1,1,0,0,0,0,1
CMK00584,2023-02-07,1983,PhD,Married,28100.0,0,0,35,286.58,41.17,127.65,35.73,23.1,58.12,2,4,4,6,0,0,0,0,0,0,0
CMK00585,2024-05-06,1986,Graduation,Single,21700.0,0,1,82,463.71,26.24,112.98,51.22,35.24,40.22,4,0,2,3,1,1,0,0,1,0,0
CMK00586,2022-09-29,1968,Graduation,Married,23700.0,0,1,65,289.9,59.03,209.96,29.9,36.42,50.09,1,2,4,7,0,0,0,1,0,0,0
CMK00587,2022-12-22,1979,Graduation,Married,24100.0,2,1,8,233.78,46.07,176.87,47.28,11.48,48.22,7,1,3,8,1,1,0,0,1,0,1
CMK00588,2022-08-04,1963,Master,Married,42000.0,2,1,76,124.94,30.97,233.65,40.08,30.76,41.51,5,4,3,5,0,0,0,0,0,0,0
CMK00589,2024-08-07,1982,Graduation,Single,,1,0,0,468.56,51.2,133.73,32.73,26.77,37.98,10,1,3,9,0,0,0,0,1,0,0
CMK00590,2024-07-22,1987,PhD,Married,48300.0,0,0,2,411.73,57.53,178.64,76.94,38.16,67.83,3,2,4,1,0,0,0,0,0,0,0
CMK00591,2023-10-22,1955,PhD,Single,67600.0,0,0,11,366.4,35.57,203.0,82.44,45.84,65.87,6,2,5,3,0,0,1,0,0,0,0
CMK00592,2023-03-29,1977,Graduation,Together,39100.0,2,1,17,448.12,27.2,252.33,42.57,33.65,32.1,4,0,4,8,1,0,1,0,0,0,0
CMK00593,2023-06-21,1957,Basic,Married,21200.0,1,0,58,154.75,23.14,94.37,18.88,9.81,14.99,3,1,7,3,0,0,0,0,1,0,0
CMK00594,2023-12-13,1955,Master,Married,33400.0,1,0,73,373.26,41.47,230.99,49.8,32.96,47.88,2,1,10,7,0,0,0,1,0,0,0
CMK00595,2024-06-03,1973,Master,Together,28000.0,0,0,50,283.18,31.87,144.7,25.34,17.98,42.57,0,1,4,1,0,0,0,0,0,0,0
CMK00596,2023-06-23,1991,Basic,Together,72100.0,1,1,93,361.38,75.51,390.66,71.06,41.42,108.18,3,6,5,8,0,0,0,0,0,0,0
CMK00597,2023-04-04,1974,Graduation,Together,24200.0,0,1,51,256.09,49.25,250.87,39.73,23.18,42.7,3,3,7,2,0,1,0,0,0,0,0
CMK00598,2023-02-16,1967,Graduation,Single,110500.0,1,1,47,1183.37,47.91,312.62,58.55,89.67,112.57,4,5,3,7,0,0,0,0,0,0,0
CMK00599,2024-07-05,1960,Graduation,Together,52000.0,1,0,3,666.99,56.17,244.21,78.59,50.36,35.02,8,3,5,11,1,1,0,0,0,0,1
CMK00600,2024-02-14,1975,Graduation,Married,69500.0,0,1,22,522.82,70.58,250.88,69.25,56.05,71.01,3,8,5,2,0,0,0,1,0,0,0
CMK00601,2023-09-20,1990,PhD,Together,42100.0,1,1,99,327.96,41.39,209.88,67.94,44.27,71.54,0,4,5,2,0,0,0,0,0,0,0
CMK00602,2024-05-16,1960,Graduation,Married,32900.0,2,1,79,490.15,60.28,214.49,54.12,51.52,66.2,5,1,11,4,1,0,0,0,0,1,0
CMK00603,2024-06-06,1967,Graduation,Married,24100.0,0,1,26,269.34,16.01,156.66,54.93,20.6,47.09,7,2,6,7,0,0,0,0,0,0,0
CMK00604,2024-10-01,1989,Graduation,Single,28000.0,2,1,0,221.72,23.83,147.0,35.95,17.32,38.22,5,5,3,7,1,0,0,0,0,0,0
CMK00605,2024-05-06,1961,Graduation,Together,36400.0,1,1,75,235.82,25.26,143.67,17.16,32.35,48.04,4,1,6,7,1,0,1,0,0,0,0
CMK00606,2022-07-26,1981,Graduation,Together,44900.0,1,0,32,597.04,41.17,297.96,28.21,41.84,64.93,6,4,3,7,0,0,0,0,0,0,0
CMK00607,2023-09-03,1965,PhD,Single,22600.0,1,0,33,233.24,21.11,78.96,24.15,41.04,24.82,8,2,3,9,1,0,0,0,0,0,0
CMK00608,2023-08-17,1962,Master,Together,61800.0,0,2,61,383.75,70.74,224.01,57.76,42.29,75.53,0,3,3,2,0,0,0,0,0,0,0
CMK00609,2023-09-14,1978,PhD,Single,27200.0,0,0,14,190.24,40.77,237.16,45.05,19.23,27.95,3,4,5,2,0,0,0,0,0,0,0
CMK00610,2024-10-20,1961,PhD,Widow,84400.0,0,2,97,517.64,53.79,208.33,41.44,57.95,48.81,1,2,6,6,0,0,0,0,0,0,0
CMK00611,2023-07-02,1992,Graduation,Together,37900.0,0,0,0,207.87,42.54,142.5,23.55,22.5,38.51,6,2,7,10,1,1,1,1,0,0,1
CMK00612,2022-12-28,1990,PhD,Married,28600.0,0,0,16,307.74,32.62,167.56,47.46,36.03,56.24,2,2,4,6,0,0,0,0,0,0,0
CMK00613,2023-03-01,1982,Master,Single,23500.0,1,1,4,172.3,14.72,67.09,31.28,8.43,31.54,9,2,3,8,0,0,1,0,0,0,0
CMK00614,2022-09-25,1995,Graduation,Single,26600.0,0,1,80,187.36,28.54,240.38,56.28,27.67,37.57,2,4,5,6,0,0,0,0,1,0,1
CMK00615,2024-06-08,1990,Graduation,Married,38300.0,1,2,69,287.21,45.81,147.56,42.89,23.74,54.96,3,3,3,3,0,0,0,0,0,0,0
CMK00616,2023-02-13,1961,PhD,Married,23000.0,0,1,99,184.93,10.31,67.55,32.83,19.11,30.84,1,1,4,2,0,0,0,0,0,0,0
CMK00617,2023-02-21,1952,PhD,Single,45900.0,0,0,38,387.4,35.5,243.07,48.03,18.04,38.18,6,7,8,7,0,0,0,1,1,0,0
CMK00618,2023-08-20,1961,PhD,Married,42000.0,0,0,22,278.41,65.04,135.32,36.06,42.5,54.19,2,3,8,5,1,0,1,0,0,0,0
CMK00619,2023-08-02,1991,Graduation,Married,,0,1,34,297.57,44.46,236.0,46.91,29.5,59.86,2,6,11,3,1,0,0,0,0,0,1
CMK00620,2022-12-24,1991,PhD,Divorced,13000.0,1,0,65,136.99,20.73,71.25,13.39,13.9,25.59,3,2,4,6,0,0,0,0,1,0,0
CMK00621,2023-11-18,1992,Graduation,Together,48100.0,1,0,51,260.96,51.21,205.13,34.15,29.45,41.31,4,1,6,5,0,1,1,1,0,0,1
CMK00622,2023-08-29,1982,Graduation,Together,34700.0,1,0,15,241.55,21.09,185.07,43.44,28.85,62.5,6,3,7,4,0,0,0,0,0,0,0
CMK00623,2023-08-26,1970,Graduation,Married,30300.0,0,0,75,221.6,25.34,99.35,11.03,26.3,21.56,4,1,6,4,0,0,0,0,0,0,0
CMK00624,2023-01-09,1950,Basic,Together,27200.0,0,0,56,177.41,50.06,158.08,27.23,20.06,26.11,1,0,3,1,0,0,0,0,0,0,0
CMK00625,2022-11-25,1966,Master,Together,123400.0,0,0,90,657.01,63.65,230.65,44.78,78.8,73.32,3,2,7,10,1,0,0,0,0,0,0
CMK00626,2024-10-12,1988,Graduation,Married,84800.0,1,0,50,396.53,69.93,211.03,75.56,37.49,55.89,8,4,5,12,0,0,1,1,0,0,1
CMK00627,2023-12-18,2000,Master,Married,,0,1,88,672.46,40.75,257.06,76.61,31.05,51.4,3,6,6,3,1,0,0,0,0,0,0
CMK00628,2024-03-07,1951,Graduation,Single,48700.0,0,0,72,483.23,93.99,251.95,50.75,41.25,45.32,3,4,8,7,0,0,0,0,1,0,0
CMK00629,2024-06-20,1969,Graduation,Single,22700.0,1,2,31,105.1,41.83,175.68,27.62,22.21,24.9,6,3,9,6,1,0,0,0,0,0,0
CMK00630,2022-11-16,1964,Master,Single,31900.0,0,0,22,254.19,26.67,64.9,63.01,15.72,35.03,5,2,7,4,0,0,0,0,1,0,0
CMK00631,2023-04-09,1987,Graduation,Together,14700.0,0,2,91,181.71,16.91,97.54,26.35,15.87,30.27,5,1,3,4,0,0,0,1,0,0,0
