event_id,ts,machine_id,sensor,value,severity
2050,2024-06-01 11:37:00.656296498,M022,temp,49.23,warning
2051,2024-06-01 11:37:17.805163089,M005,pressure,5.38,info
2052,2024-06-01 11:38:23.761342603,M002,vibration,2.37,info
2053,2024-06-01 11:38:34.434850494,M021,current,31.4,info
2054,2024-06-01 11:38:34.894697930,M003,vibration,2.12,info
2055,2024-06-01 11:39:21.996785886,M006,vibration,1.68,info
2056,2024-06-01 11:39:50.596932452,M008,current,36.52,info
2057,2024-06-01 11:39:56.848311454,M014,vibration,1.3,info
2058,2024-06-01 11:40:06.825487056,M017,temp,56.97,info
2059,2024-06-01 11:40:33.419129798,M005,temp,65.03,info
2060,2024-06-01 11:40:33.598896738,M017,vibration,2.53,info
2061,2024-06-01 11:40:34.879519180,M016,current,22.75,info
2062,2024-06-01 11:41:05.242759974,M016,temp,69.05,info
2063,2024-06-01 11:41:07.075609027,M016,current,30.05,info
2064,2024-06-01 11:41:08.472311573,M001,current,23.09,info
2065,2024-06-01 11:41:29.315619472,M022,temp,64.84,info
2066,2024-06-01 11:41:38.035276499,M015,vibration,0.58,warning
2067,2024-06-01 11:42:17.656945701,M007,current,26.04,info
2068,2024-06-01 11:42:23.692882056,M012,temp,52.18,warning
2069,2024-06-01 11:42:34.440916204,M006,temp,67.55,info
2070,2024-06-01 11:42:34.582268582,M012,vibration,2.64,info
2071,2024-06-01 11:43:12.951563805,M006,temp,71.19,info
2072,2024-06-01 11:43:49.029884461,M006,vibration,2.75,info
2073,2024-06-01 11:43:58.697433627,M001,pressure,6.45,info
2074,2024-06-01 11:44:27.160821797,M009,current,32.35,info
2075,2024-06-01 11:44:46.111681063,M014,pressure,5.57,info
2076,2024-06-01 11:44:55.504212915,M021,pressure,5.95,info
2077,2024-06-01 11:45:12.821135945,M003,temp,61.89,info
2078,2024-06-01 11:45:13.383900464,M021,current,26.94,info
2079,2024-06-01 11:45:24.109153736,M003,current,22.84,info
2080,2024-06-01 11:45:32.571725202,M014,temp,65.12,info
2081,2024-06-01 11:46:11.077975445,M009,current,37.56,warning
2082,2024-06-01 11:46:57.917182965,M023,pressure,5.15,info
2083,2024-06-01 11:47:05.313433221,M004,pressure,5.82,info
2084,2024-06-01 11:47:14.699133709,M002,pressure,6.27,info
2085,2024-06-01 11:47:16.375359699,M023,vibration,0.79,warning
2086,2024-06-01 11:47:22.315393063,M004,current,31.59,info
2087,2024-06-01 11:47:43.599798429,M023,pressure,7.1,info
2088,2024-06-01 11:47:47.256595219,M022,vibration,2.92,info
2089,2024-06-01 11:47:56.259444617,M003,vibration,3.38,info
2090,2024-06-01 11:48:40.364863120,M010,temp,65.77,info
2091,2024-06-01 11:49:00.484961011,M009,temp,64.15,info
2092,2024-06-01 11:49:03.792842194,M008,current,34.25,info
2093,2024-06-01 11:49:21.561083515,M019,pressure,7.41,warning
2094,2024-06-01 11:49:46.107520088,M011,vibration,2.58,info
2095,2024-06-01 11:50:00.428421188,M023,temp,62.1,info
2096,2024-06-01 11:50:02.968540665,M008,pressure,5.14,info
2097,2024-06-01 11:50:46.165844567,M016,temp,71.5,info
2098,2024-06-01 11:51:22.695355926,M016,vibration,2.96,info
2099,2024-06-01 11:51:24.517123397,M001,temp,55.39,info
2100,2024-06-01 11:52:00.048307117,M004,current,32.02,info
2101,2024-06-01 11:52:21.123291286,M002,temp,73.48,info
2102,2024-06-01 11:52:26.194568250,M016,current,32.25,info
2103,2024-06-01 11:53:00.077929226,M005,pressure,5.54,info
2104,2024-06-01 11:53:40.405704142,M020,current,32.53,info
2105,2024-06-01 11:53:51.741308142,M003,vibration,3.1,info
2106,2024-06-01 11:54:08.012309588,M001,pressure,6.42,info
2107,2024-06-01 11:54:19.458261028,M019,vibration,2.3,info
2108,2024-06-01 11:54:21.867199594,M005,current,22.54,info
2109,2024-06-01 11:54:35.311487153,M002,temp,59.16,info
2110,2024-06-01 11:54:36.689020713,M024,vibration,2.96,info
2111,2024-06-01 11:54:52.327550901,M011,pressure,6.31,info
2112,2024-06-01 11:55:47.473319171,M023,current,36.37,info
2113,2024-06-01 11:55:51.858800998,M010,pressure,6.11,info
2114,2024-06-01 11:57:09.552341513,M020,temp,68.55,info
2115,2024-06-01 11:57:19.400057340,M004,pressure,6.77,info
2116,2024-06-01 11:57:33.224935120,M021,vibration,3.1,info
2117,2024-06-01 11:58:01.427196666,M012,vibration,3.52,info
2118,2024-06-01 11:59:23.549663874,M008,pressure,5.71,info
2119,2024-06-01 11:59:24.122889923,M003,pressure,5.19,info
2120,2024-06-01 11:59:34.054140184,M006,vibration,3.47,info
2121,2024-06-01 11:59:49.573367353,M018,vibration,1.42,info
2122,2024-06-01 11:59:57.971493560,M020,current,34.31,info
2123,2024-06-01 12:00:18.460600338,M013,pressure,5.79,info
2124,2024-06-01 12:01:39.534638528,M017,temp,58.07,info
2125,2024-06-01 12:02:01.057693671,M016,vibration,1.64,info
2126,2024-06-01 12:02:18.896507316,M013,temp,69.78,info
2127,2024-06-01 12:02:33.242320835,M017,temp,63.68,info
2128,2024-06-01 12:03:24.599855944,M018,temp,68.03,info
2129,2024-06-01 12:03:42.513997907,M011,pressure,5.47,info
2130,2024-06-01 12:03:56.593004148,M003,current,26.14,info
2131,2024-06-01 12:04:07.185576515,M007,pressure,6.2,info
2132,2024-06-01 12:04:11.596427660,M007,temp,77.17,warning
2133,2024-06-01 12:04:46.719296636,M004,vibration,1.56,info
2134,2024-06-01 12:05:31.342758194,M012,temp,58.03,info
2135,2024-06-01 12:05:33.171474468,M014,pressure,6.46,info
2136,2024-06-01 12:05:41.762602331,M011,temp,63.28,info
2137,2024-06-01 12:05:47.403319644,M023,current,34.95,info
2138,2024-06-01 12:06:00.918589386,M006,current,30.16,info
2139,2024-06-01 12:06:06.060846287,M012,temp,68.95,info
2140,2024-06-01 12:06:54.714255946,M015,vibration,2.51,info
2141,2024-06-01 12:07:38.122286023,M012,vibration,2.41,info
2142,2024-06-01 12:08:45.485296563,M005,temp,60.94,info
2143,2024-06-01 12:09:52.666504609,M003,current,23.89,info
2144,2024-06-01 12:09:54.992746153,M010,pressure,5.28,info
2145,2024-06-01 12:09:58.199663902,M001,current,30.82,info
2146,2024-06-01 12:10:06.067494262,M023,current,23.59,info
2147,2024-06-01 12:11:08.094165119,M002,current,42.22,warning
2148,2024-06-01 12:11:12.447701586,M017,pressure,7.48,warning
2149,2024-06-01 12:11:40.726440792,M008,temp,56.37,info
2150,2024-06-01 12:11:46.978795143,M020,temp,67.34,info
2151,2024-06-01 12:11:52.508495302,M001,pressure,5.65,info
2152,2024-06-01 12:11:54.468587585,M002,current,27.5,info
2153,2024-06-01 12:12:48.022759023,M018,pressure,6.59,info
2154,2024-06-01 12:13:16.367859527,M017,temp,71.7,info
2155,2024-06-01 12:13:48.887456531,M008,temp,59.1,info
2156,2024-06-01 12:13:49.467048765,M022,current,30.73,info
2157,2024-06-01 12:13:52.346496540,M021,pressure,5.33,info
2158,2024-06-01 12:14:08.687196895,M002,temp,79.15,warning
2159,2024-06-01 12:14:35.542144925,M001,pressure,5.72,info
2160,2024-06-01 12:15:11.910006395,M018,current,29.88,info
2161,2024-06-01 12:15:51.852454317,M010,current,33.35,info
2162,2024-06-01 12:16:15.303695430,M008,current,33.83,info
2163,2024-06-01 12:16:32.955615020,M014,temp,57.36,info
2164,2024-06-01 12:17:01.910530717,M013,temp,68.87,info
2165,2024-06-01 12:17:11.262928645,M018,pressure,6.14,info
2166,2024-06-01 12:17:12.435385546,M022,pressure,6.05,info
2167,2024-06-01 12:17:20.994660296,M024,temp,62.41,info
2168,2024-06-01 12:17:27.245730858,M024,temp,72.77,info
2169,2024-06-01 12:17:54.959966418,M016,temp,71.88,info
2170,2024-06-01 12:18:09.113479495,M010,current,39.63,warning
2171,2024-06-01 12:18:12.576606721,M008,pressure,6.29,info
2172,2024-06-01 12:18:21.531360770,M017,temp,76.66,info
2173,2024-06-01 12:18:27.736506331,M014,temp,68.48,info
2174,2024-06-01 12:18:30.035980292,M024,vibration,2.35,info
2175,2024-06-01 12:18:36.224653194,M024,vibration,3.51,info
2176,2024-06-01 12:18:57.072917866,M024,temp,75.01,info
2177,2024-06-01 12:20:12.461445630,M004,vibration,4.6,warning
2178,2024-06-01 12:20:50.838249425,M019,temp,74.5,info
2179,2024-06-01 12:20:53.902268648,M007,temp,70.64,info
2180,2024-06-01 12:21:02.276515643,M009,vibration,0.98,warning
2181,2024-06-01 12:21:09.957318893,M020,current,32.6,info
2182,2024-06-01 12:21:32.895095557,M006,vibration,4.07,warning
2183,2024-06-01 12:22:26.876780720,M003,vibration,4.57,warning
2184,2024-06-01 12:22:35.287328813,M015,temp,69.19,info
2185,2024-06-01 12:22:42.286588740,M010,pressure,5.98,info
2186,2024-06-01 12:22:47.949844042,M001,current,37.87,warning
2187,2024-06-01 12:22:55.867821354,M008,temp,59.3,info
2188,2024-06-01 12:22:58.671378694,M005,vibration,1.53,info
2189,2024-06-01 12:23:37.596547649,M013,vibration,1.83,info
2190,2024-06-01 12:23:50.961196437,M018,temp,58.33,info
2191,2024-06-01 12:24:20.465519819,M023,vibration,2.81,info
2192,2024-06-01 12:24:43.984424046,M004,temp,64.7,info
2193,2024-06-01 12:24:54.264779698,M002,pressure,6.38,info
2194,2024-06-01 12:25:03.383081738,M018,vibration,0.89,warning
2195,2024-06-01 12:25:23.648869941,M004,temp,77.17,warning
2196,2024-06-01 12:25:30.698620319,M023,current,26.46,info
2197,2024-06-01 12:25:34.370516225,M013,current,26.89,info
2198,2024-06-01 12:26:22.188577350,M024,vibration,2.12,info
2199,2024-06-01 12:26:45.102027740,M016,vibration,1.91,info
2200,2024-06-01 12:26:47.060556570,M023,pressure,5.79,info
2201,2024-06-01 12:27:12.255566741,M013,temp,51.22,warning
2202,2024-06-01 12:27:23.357078900,M024,temp,70.53,info
2203,2024-06-01 12:28:00.934036879,M007,temp,67.64,info
2204,2024-06-01 12:28:36.396884597,M015,current,30.77,info
2205,2024-06-01 12:28:58.625194206,M008,vibration,0.88,warning
2206,2024-06-01 12:29:19.300852771,M005,pressure,5.08,info
2207,2024-06-01 12:29:29.634665808,M014,pressure,4.98,info
2208,2024-06-01 12:29:43.862132828,M011,vibration,1.58,info
2209,2024-06-01 12:29:49.232518952,M016,temp,66.68,info
2210,2024-06-01 12:29:49.398784495,M001,pressure,7.54,warning
2211,2024-06-01 12:30:03.216359692,M012,temp,68.06,info
2212,2024-06-01 12:30:06.956704530,M018,vibration,3.49,info
2213,2024-06-01 12:30:07.431553646,M018,temp,58.42,info
2214,2024-06-01 12:30:25.515046200,M017,vibration,2.7,info
2215,2024-06-01 12:30:32.890928405,M005,vibration,2.3,info
2216,2024-06-01 12:30:37.451312946,M011,current,35.5,info
2217,2024-06-01 12:30:39.703296178,M013,pressure,4.9,info
2218,2024-06-01 12:30:44.569318653,M017,current,27.55,info
2219,2024-06-01 12:30:49.244458002,M020,pressure,5.38,info
2220,2024-06-01 12:30:57.273424585,M023,temp,61.6,info
2221,2024-06-01 12:31:10.080339200,M013,vibration,3.1,info
2222,2024-06-01 12:32:00.303260209,M005,vibration,2.75,info
2223,2024-06-01 12:32:43.078019584,M018,pressure,4.8,warning
2224,2024-06-01 12:32:53.515529865,M002,pressure,6.56,info
2225,2024-06-01 12:33:13.120088518,M017,temp,64.78,info
2226,2024-06-01 12:33:22.883048058,M022,pressure,5.86,info
2227,2024-06-01 12:33:38.440572575,M019,vibration,3.6,info
2228,2024-06-01 12:34:31.655297471,M012,vibration,2.31,info
2229,2024-06-01 12:34:32.418332596,M013,vibration,2.17,info
2230,2024-06-01 12:34:50.059881886,M015,vibration,4.04,warning
2231,2024-06-01 12:35:06.910165865,M004,vibration,5.17,critical
2232,2024-06-01 12:35:14.141404130,M004,pressure,4.97,info
2233,2024-06-01 12:35:29.233800957,M012,current,21.88,warning
2234,2024-06-01 12:36:17.131684761,M013,temp,64.76,info
2235,2024-06-01 12:36:47.727470544,M011,current,23.8,info
2236,2024-06-01 12:37:11.393207858,M021,vibration,2.47,info
2237,2024-06-01 12:37:17.249922908,M007,vibration,2.37,info
2238,2024-06-01 12:38:17.670065839,M012,current,29.68,info
2239,2024-06-01 12:38:17.806768162,M011,current,31.02,info
2240,2024-06-01 12:38:43.972079848,M007,pressure,5.9,info
2241,2024-06-01 12:38:50.826937012,M024,current,27.37,info
2242,2024-06-01 12:38:52.485289270,M004,pressure,3.89,critical
2243,2024-06-01 12:39:06.650277370,M001,vibration,3.08,info
2244,2024-06-01 12:39:17.946835254,M022,vibration,3.35,info
2245,2024-06-01 12:39:40.854129198,M015,temp,56.59,info
2246,2024-06-01 12:39:48.701954377,M014,current,37.74,warning
2247,2024-06-01 12:40:08.273510854,M018,vibration,0.28,warning
2248,2024-06-01 12:40:15.826964998,M021,pressure,5.64,info
2249,2024-06-01 12:41:02.347355936,M020,pressure,4.75,warning
2250,2024-06-01 12:41:23.829177497,M015,temp,60.45,info
2251,2024-06-01 12:41:33.668388070,M009,temp,53.46,info
2252,2024-06-01 12:42:13.107228215,M010,vibration,2.6,info
2253,2024-06-01 12:42:21.560367679,M001,current,27.53,info
2254,2024-06-01 12:42:45.966328963,M011,vibration,4.19,warning
2255,2024-06-01 12:42:52.639169152,M021,temp,82.7,warning
2256,2024-06-01 12:42:57.040993365,M023,pressure,6.76,info
2257,2024-06-01 12:43:24.248150132,M020,temp,57.52,info
2258,2024-06-01 12:43:57.368021693,M005,temp,71.12,info
2259,2024-06-01 12:44:25.971299253,M024,current,29.27,info
2260,2024-06-01 12:44:33.811598308,M024,vibration,3.95,info
2261,2024-06-01 12:44:39.355626535,M014,temp,69.94,info
2262,2024-06-01 12:44:41.355455685,M011,temp,72.07,info
2263,2024-06-01 12:46:33.513975608,M011,vibration,1.02,info
2264,2024-06-01 12:47:18.633201521,M024,current,35.39,info
2265,2024-06-01 12:47:36.255020804,M010,vibration,2.19,info
2266,2024-06-01 12:47:55.890681022,M006,current,24.95,info
2267,2024-06-01 12:48:23.619899684,M017,current,22.45,warning
2268,2024-06-01 12:48:51.142112102,M011,vibration,1.55,info
2269,2024-06-01 12:50:20.615687748,M019,current,32.87,info
2270,2024-06-01 12:50:32.610875294,M009,vibration,3.02,info
2271,2024-06-01 12:50:33.255527650,M020,temp,50.55,warning
2272,2024-06-01 12:50:40.964306710,M007,pressure,6.4,info
2273,2024-06-01 12:51:05.257314920,M015,pressure,5.08,info
2274,2024-06-01 12:51:22.023951272,M017,vibration,2.45,info
2275,2024-06-01 12:51:24.321683512,M005,current,35.8,info
2276,2024-06-01 12:52:40.376367256,M009,temp,59.73,info
2277,2024-06-01 12:52:51.332613611,M024,temp,69.17,info
2278,2024-06-01 12:53:15.820579153,M011,temp,62.61,info
2279,2024-06-01 12:53:46.237060960,M003,temp,55.85,info
2280,2024-06-01 12:53:50.348442597,M017,temp,59.9,info
2281,2024-06-01 12:54:00.948290361,M009,temp,60.39,info
2282,2024-06-01 12:54:31.190570638,M017,current,22.48,warning
2283,2024-06-01 12:54:39.821315161,M003,temp,66.99,info
2284,2024-06-01 12:54:45.239393979,M007,vibration,2.07,info
2285,2024-06-01 12:55:14.478723153,M019,current,27.09,info
2286,2024-06-01 12:55:32.216215189,M010,vibration,1.69,info
2287,2024-06-01 12:55:46.560378030,M006,pressure,6.39,info
2288,2024-06-01 12:55:57.096297296,M015,pressure,4.92,info
2289,2024-06-01 12:56:28.770345583,M018,vibration,2.73,info
2290,2024-06-01 12:56:33.495344444,M020,temp,64.24,info
2291,2024-06-01 12:56:51.209611759,M012,pressure,6.11,info
2292,2024-06-01 12:56:56.337234788,M024,vibration,1.49,info
2293,2024-06-01 12:56:58.300524917,M024,temp,60.63,info
2294,2024-06-01 12:57:16.817589596,M016,vibration,4.2,warning
2295,2024-06-01 12:57:37.526546132,M023,temp,74.05,info
2296,2024-06-01 12:58:08.837226364,M020,vibration,3.01,info
2297,2024-06-01 12:58:15.153605868,M011,temp,71.09,info
2298,2024-06-01 12:58:37.727700470,M016,pressure,5.88,info
2299,2024-06-01 12:59:00.656303358,M009,temp,48.47,warning
2300,2024-06-01 12:59:00.828438105,M017,pressure,6.92,info
2301,2024-06-01 12:59:12.452447020,M009,temp,64.06,info
2302,2024-06-01 12:59:45.348899135,M021,current,38.69,warning
2303,2024-06-01 13:00:09.858364056,M002,vibration,2.84,info
2304,2024-06-01 13:00:21.786492104,M016,temp,64.32,info
2305,2024-06-01 13:00:42.926248084,M008,pressure,5.68,info
2306,2024-06-01 13:00:50.812625079,M006,temp,54.39,info
2307,2024-06-01 13:01:20.693854337,M016,current,27.54,info
2308,2024-06-01 13:01:47.512603390,M013,vibration,2.99,info
2309,2024-06-01 13:02:00.236056939,M024,current,36.26,info
2310,2024-06-01 13:02:31.891983064,M021,temp,53.16,info
2311,2024-06-01 13:02:45.283966844,M007,pressure,5.63,info
2312,2024-06-01 13:02:57.487796806,M024,temp,64.01,info
2313,2024-06-01 13:03:33.589721607,M007,current,26.9,info
2314,2024-06-01 13:03:55.736717909,M014,current,25.71,info
2315,2024-06-01 13:04:24.637942803,M010,temp,71.1,info
2316,2024-06-01 13:04:25.675341024,M023,temp,67.23,info
2317,2024-06-01 13:04:37.273180208,M008,vibration,0.1,warning
2318,2024-06-01 13:05:29.039498119,M018,temp,71.63,info
2319,2024-06-01 13:05:30.574880541,M009,temp,53.78,info
2320,2024-06-01 13:05:31.263609737,M012,vibration,3.99,info
2321,2024-06-01 13:05:44.431013402,M019,current,25.76,info
2322,2024-06-01 13:05:54.920946243,M012,pressure,5.97,info
2323,2024-06-01 13:06:25.883847627,M022,pressure,5.8,info
2324,2024-06-01 13:06:39.579420741,M019,current,27.26,info
2325,2024-06-01 13:06:50.854590417,M005,current,24.56,info
2326,2024-06-01 13:06:57.982685719,M015,current,30.73,info
2327,2024-06-01 13:07:01.575294236,M018,vibration,4.59,warning
2328,2024-06-01 13:07:23.606275422,M010,pressure,5.49,info
2329,2024-06-01 13:07:24.501934596,M014,temp,63.85,info
2330,2024-06-01 13:07:34.565914148,M001,current,28.99,info
2331,2024-06-01 13:07:47.751060495,M010,vibration,1.97,info
2332,2024-06-01 13:08:42.044852051,M014,temp,77.02,warning
2333,2024-06-01 13:09:05.019193618,M013,temp,42.82,critical
2334,2024-06-01 13:09:15.327479344,M011,current,18.2,warning
2335,2024-06-01 13:09:37.229917187,M020,temp,61.68,info
2336,2024-06-01 13:10:00.413739330,M019,current,30.62,info
2337,2024-06-01 13:10:19.677226545,M010,temp,57.76,info
2338,2024-06-01 13:10:25.834251750,M004,temp,74.23,info
2339,2024-06-01 13:11:51.196712908,M024,temp,62.34,info
2340,2024-06-01 13:11:57.465421452,M013,pressure,7.51,warning
2341,2024-06-01 13:13:18.135729807,M018,temp,79.83,warning
2342,2024-06-01 13:13:39.542364976,M015,vibration,2.67,info
2343,2024-06-01 13:13:44.031080577,M021,pressure,6.37,info
2344,2024-06-01 13:14:09.360986058,M005,vibration,2.31,info
2345,2024-06-01 13:14:18.025861624,M007,pressure,6.55,info
2346,2024-06-01 13:14:26.496461102,M022,temp,84.22,warning
2347,2024-06-01 13:14:54.852638025,M014,temp,67.86,info
2348,2024-06-01 13:14:55.817650710,M003,current,28.21,info
2349,2024-06-01 13:15:40.738491489,M005,vibration,2.93,info
2350,2024-06-01 13:15:41.254159589,M013,temp,74.36,info
2351,2024-06-01 13:15:48.360449609,M008,vibration,3.82,info
2352,2024-06-01 13:16:43.190268105,M006,current,39.22,warning
2353,2024-06-01 13:16:49.472141668,M022,temp,62.09,info
2354,2024-06-01 13:17:49.426366485,M001,temp,70.72,info
2355,2024-06-01 13:18:15.670100256,M005,vibration,0.7,warning
2356,2024-06-01 13:18:47.495966165,M009,current,24.46,info
2357,2024-06-01 13:20:29.194954794,M016,vibration,1.76,info
2358,2024-06-01 13:20:31.875440587,M018,vibration,3.68,info
2359,2024-06-01 13:21:17.870377200,M006,pressure,4.67,warning
2360,2024-06-01 13:21:40.616048962,M008,current,30.47,info
2361,2024-06-01 13:21:55.745867980,M017,temp,70.9,info
2362,2024-06-01 13:22:35.163019216,M007,temp,48.0,warning
2363,2024-06-01 13:22:50.664402665,M024,temp,62.42,info
2364,2024-06-01 13:22:55.086062139,M005,current,21.74,warning
2365,2024-06-01 13:22:56.650879743,M020,temp,80.91,warning
2366,2024-06-01 13:23:06.945368815,M020,temp,64.56,info
2367,2024-06-01 13:23:27.896093261,M017,vibration,0.73,warning
2368,2024-06-01 13:23:33.622719211,M022,vibration,2.45,info
2369,2024-06-01 13:23:34.548304683,M019,current,30.05,info
2370,2024-06-01 13:23:51.064769979,M008,vibration,2.48,info
2371,2024-06-01 13:24:08.060438782,M001,temp,67.01,info
2372,2024-06-01 13:24:28.339750620,M012,current,26.63,info
2373,2024-06-01 13:24:43.258646657,M003,vibration,3.85,info
2374,2024-06-01 13:24:52.106302288,M013,pressure,5.89,info
2375,2024-06-01 13:27:38.929881830,M018,pressure,6.85,info
2376,2024-06-01 13:27:39.591545236,M021,vibration,3.25,info
2377,2024-06-01 13:27:41.238657592,M014,temp,56.69,info
2378,2024-06-01 13:27:56.169650695,M003,vibration,4.56,warning
2379,2024-06-01 13:28:52.930571070,M013,vibration,2.86,info
2380,2024-06-01 13:30:01.077113325,M012,temp,76.27,info
2381,2024-06-01 13:30:35.751632448,M023,temp,62.55,info
2382,2024-06-01 13:30:48.616025291,M008,vibration,0.94,warning
2383,2024-06-01 13:30:50.925592733,M021,current,25.24,info
2384,2024-06-01 13:30:55.288621202,M016,current,31.93,info
2385,2024-06-01 13:30:56.447307938,M014,vibration,3.62,info
2386,2024-06-01 13:31:27.203535354,M002,current,30.62,info
2387,2024-06-01 13:31:28.463189672,M010,current,27.79,info
2388,2024-06-01 13:31:38.278244820,M006,temp,65.67,info
2389,2024-06-01 13:32:09.196512897,M021,pressure,6.44,info
2390,2024-06-01 13:32:15.260173684,M024,temp,71.26,info
2391,2024-06-01 13:32:23.008178262,M017,vibration,2.58,info
2392,2024-06-01 13:32:24.214420841,M019,vibration,3.58,info
2393,2024-06-01 13:32:28.486033086,M012,pressure,5.42,info
2394,2024-06-01 13:32:50.418430600,M013,vibration,2.64,info
2395,2024-06-01 13:32:50.881160046,M001,vibration,2.66,info
2396,2024-06-01 13:33:16.639790879,M018,pressure,6.12,info
2397,2024-06-01 13:34:23.806426494,M010,vibration,3.86,info
2398,2024-06-01 13:34:47.257207122,M021,temp,65.73,info
2399,2024-06-01 13:34:55.351443061,M003,temp,51.94,warning
2400,2024-06-01 13:35:17.430201098,M001,temp,49.64,warning
2401,2024-06-01 13:36:01.292302498,M011,vibration,1.59,info
2402,2024-06-01 13:36:08.168624459,M016,pressure,5.46,info
2403,2024-06-01 13:38:28.183627160,M004,vibration,3.22,info
2404,2024-06-01 13:38:47.136229297,M016,pressure,6.29,info
2405,2024-06-01 13:38:53.345883180,M023,current,25.76,info
2406,2024-06-01 13:38:57.985258960,M006,temp,67.84,info
2407,2024-06-01 13:39:22.397632466,M012,vibration,1.65,info
2408,2024-06-01 13:39:44.604290545,M010,temp,61.14,info
2409,2024-06-01 13:39:58.027310720,M004,vibration,1.3,info
2410,2024-06-01 13:40:58.697010787,M012,current,24.18,info
2411,2024-06-01 13:40:58.781540921,M015,current,23.7,info
2412,2024-06-01 13:41:10.107566562,M012,current,28.9,info
2413,2024-06-01 13:41:56.034746169,M021,vibration,2.5,info
2414,2024-06-01 13:42:00.714649339,M024,vibration,2.64,info
2415,2024-06-01 13:42:15.568044016,M003,pressure,5.11,info
2416,2024-06-01 13:42:25.362448562,M013,vibration,2.1,info
2417,2024-06-01 13:42:30.999179050,M013,current,22.0,warning
2418,2024-06-01 13:42:50.443794203,M006,temp,45.38,warning
2419,2024-06-01 13:43:07.668436863,M001,pressure,6.3,info
2420,2024-06-01 13:43:55.232217621,M005,temp,76.49,info
2421,2024-06-01 13:44:00.132914883,M022,pressure,5.89,info
2422,2024-06-01 13:44:12.892883486,M013,temp,61.61,info
2423,2024-06-01 13:45:04.598566399,M023,vibration,4.17,warning
2424,2024-06-01 13:45:06.118884370,M017,temp,63.67,info
2425,2024-06-01 13:45:27.885895096,M011,vibration,2.61,info
2426,2024-06-01 13:45:29.581763348,M003,current,21.03,warning
2427,2024-06-01 13:45:31.609959294,M016,temp,49.15,warning
2428,2024-06-01 13:46:14.800552457,M008,current,26.24,info
2429,2024-06-01 13:46:25.931568623,M003,temp,54.26,info
2430,2024-06-01 13:47:26.177550725,M012,temp,51.88,warning
2431,2024-06-01 13:48:19.846225617,M013,temp,65.53,info
2432,2024-06-01 13:48:29.064632089,M017,temp,61.83,info
2433,2024-06-01 13:48:58.029282496,M016,pressure,6.17,info
2434,2024-06-01 13:49:14.401331025,M010,current,29.44,info
2435,2024-06-01 13:49:15.216921095,M003,pressure,4.93,info
2436,2024-06-01 13:49:28.663861804,M024,vibration,1.58,info
2437,2024-06-01 13:50:03.306469334,M001,temp,65.46,info
2438,2024-06-01 13:50:32.494402902,M014,vibration,4.0,info
2439,2024-06-01 13:50:41.249341108,M003,temp,65.21,info
2440,2024-06-01 13:50:54.284377377,M005,vibration,1.57,info
2441,2024-06-01 13:51:28.132007565,M004,current,29.81,info
2442,2024-06-01 13:51:58.433608434,M017,vibration,3.5,info
2443,2024-06-01 13:52:08.561403866,M006,temp,73.0,info
2444,2024-06-01 13:52:26.910235860,M023,current,34.38,info
2445,2024-06-01 13:52:51.367122842,M024,pressure,6.46,info
2446,2024-06-01 13:54:07.282966502,M001,temp,48.94,warning
2447,2024-06-01 13:54:34.594443279,M019,vibration,1.14,info
2448,2024-06-01 13:54:55.582572016,M013,pressure,6.81,info
2449,2024-06-01 13:54:58.591246900,M005,current,29.72,info
2450,2024-06-01 13:55:09.833221036,M012,vibration,1.77,info
2451,2024-06-01 13:56:03.917906903,M012,vibration,2.67,info
2452,2024-06-01 13:56:16.085420771,M022,temp,71.0,info
2453,2024-06-01 13:56:22.076233904,M011,current,33.55,info
2454,2024-06-01 13:56:42.356312111,M022,current,27.02,info
2455,2024-06-01 13:57:13.419310322,M015,current,30.99,info
2456,2024-06-01 13:57:20.638309246,M022,current,31.91,info
2457,2024-06-01 13:57:41.876110089,M018,temp,69.02,info
2458,2024-06-01 13:57:48.209900559,M023,temp,64.76,info
2459,2024-06-01 13:58:07.965410016,M016,pressure,4.91,info
2460,2024-06-01 13:58:16.491814929,M008,temp,61.97,info
2461,2024-06-01 13:58:42.940337409,M016,pressure,5.82,info
2462,2024-06-01 13:58:56.630485859,M008,pressure,5.96,info
2463,2024-06-01 13:59:30.352961184,M011,vibration,4.15,warning
2464,2024-06-01 13:59:46.577476700,M012,current,31.74,info
2465,2024-06-01 13:59:56.114713146,M004,temp,46.63,warning
2466,2024-06-01 13:59:56.716516163,M008,current,27.43,info
2467,2024-06-01 14:00:05.521984938,M013,vibration,2.76,info
2468,2024-06-01 14:00:37.839088249,M002,temp,61.9,info
2469,2024-06-01 14:01:07.415854400,M008,pressure,6.56,info
2470,2024-06-01 14:02:12.965495041,M002,temp,69.18,info
2471,2024-06-01 14:02:16.790288915,M023,vibration,2.21,info
2472,2024-06-01 14:02:34.334103467,M015,current,30.57,info
2473,2024-06-01 14:02:40.043615375,M015,temp,66.94,info
2474,2024-06-01 14:03:03.805098148,M014,temp,73.93,info
2475,2024-06-01 14:03:17.563054343,M007,vibration,2.3,info
2476,2024-06-01 14:03:48.973341823,M005,temp,51.46,warning
2477,2024-06-01 14:03:56.040387222,M018,temp,80.22,warning
2478,2024-06-01 14:04:13.856848587,M008,vibration,2.99,info
2479,2024-06-01 14:04:22.524784702,M004,vibration,2.0,info
2480,2024-06-01 14:04:29.547254782,M017,current,38.96,warning
