timestamp,turbine_id,wind_speed_ms,power_kw,rotor_rpm,gearbox_temp_c,nacelle_temp_c
2024-05-30 22:00:00,T07,6.14,80.0,7.34,,27.4
2024-05-12 19:00:00,T04,9.39,945.3,12.33,39.7,32.7
2024-05-15 02:00:00,T08,9.24,847.9,12.51,48.4,38.8
2024-05-14 04:00:00,T08,1.91,0.0,2.21,34.5,31.9
2024-05-30 16:00:00,T05,4.27,5.7,5.96,24.0,20.6
2024-05-14 13:00:00,T02,11.02,1420.1,14.4,55.0,41.0
2024-05-11 01:00:00,T07,16.57,1899.4,18.0,60.1,49.1
2024-05-04 01:00:00,T06,5.23,29.5,6.63,30.2,29.0
2024-05-24 23:00:00,T07,4.54,10.4,5.84,24.9,28.5
2024-05-01 03:00:00,T04,10.44,1382.7,13.31,55.1,44.8
2024-05-04 12:00:00,T03,6.81,196.8,9.88,29.9,27.8
2024-05-20 21:00:00,T01,2.38,0.0,2.53,22.5,25.8
2024-05-23 23:00:00,T01,6.84,167.7,9.01,34.2,31.0
2024-05-04 07:00:00,T07,6.77,145.9,9.26,37.4,34.8
2024-05-16 18:00:00,T05,3.68,0.9,4.56,22.8,22.8
2024-05-17 14:00:00,T02,4.91,19.2,6.43,33.2,27.6
2024-05-15 12:00:00,T08,5.89,74.0,7.14,27.6,29.2
2024-05-17 03:00:00,T04,6.91,206.2,9.48,35.0,34.0
2024-05-24 12:00:00,T07,0.55,0.0,0.47,26.3,28.3
2024-05-14 13:00:00,T03,3.82,2.0,5.17,28.4,32.2
2024-05-26 17:00:00,T07,10.58,1203.8,14.24,43.6,32.1
2024-05-20 15:00:00,T02,2.33,0.0,4.05,21.9,24.3
2024-05-13 22:00:00,T08,8.53,604.3,10.67,33.7,29.5
2024-05-19 23:00:00,T03,10.96,1620.6,14.39,53.9,41.0
2024-05-29 18:00:00,T05,7.91,335.2,10.58,29.1,23.6
2024-05-06 17:00:00,T06,1.66,0.0,2.16,20.5,22.3
2024-05-08 05:00:00,T07,7.24,211.3,9.03,41.2,39.8
2024-05-11 20:00:00,T03,5.63,59.4,7.5,27.0,25.9
2024-05-02 22:00:00,T03,6.61,157.3,7.58,23.2,24.9
2024-05-16 08:00:00,T02,5.76,57.9,6.99,33.4,32.0
2024-05-12 05:00:00,T03,4.86,22.0,5.7,35.0,33.3
2024-05-27 05:00:00,T07,7.45,234.2,9.97,36.1,37.2
2024-05-10 16:00:00,T07,3.48,0.3,4.77,19.4,21.7
2024-05-20 14:00:00,T07,10.41,1093.4,14.35,42.9,36.0
2024-05-11 16:00:00,T08,3.39,0.2,4.42,28.2,23.7
2024-05-28 11:00:00,T03,3.0,0.0,3.57,29.4,33.5
2024-05-16 12:00:00,T07,7.03,179.3,8.86,33.0,29.4
2024-05-22 09:00:00,T02,4.83,16.5,6.3,32.3,32.9
2024-05-07 10:00:00,T05,1.32,0.0,1.79,29.5,29.4
2024-05-08 23:00:00,T02,6.97,181.9,8.64,30.2,26.9
2024-05-01 14:00:00,T01,8.21,391.5,10.97,30.9,26.7
2024-05-27 17:00:00,T01,1.88,0.0,2.36,19.2,19.7
2024-05-29 01:00:00,T05,2.69,0.0,3.51,24.8,26.6
2024-05-14 04:00:00,T06,6.26,105.9,8.55,34.5,38.2
2024-05-07 19:00:00,T01,6.24,91.6,9.31,27.9,29.8
2024-05-28 03:00:00,T05,8.43,508.4,11.33,43.0,40.9
2024-05-01 11:00:00,T02,3.61,0.7,4.76,33.5,29.6
2024-05-30 10:00:00,T07,4.8,15.8,6.22,31.6,29.3
2024-05-15 16:00:00,T06,3.84,1.8,4.82,19.9,19.4
2024-05-22 00:00:00,T01,4.55,10.0,6.27,30.7,26.6
2024-05-14 02:00:00,T04,7.1,243.0,9.24,35.8,34.2
2024-05-24 04:00:00,T06,9.4,807.3,12.99,52.7,38.3
2024-05-29 04:00:00,T01,1.58,0.0,1.86,36.4,35.9
2024-05-04 23:00:00,T04,3.16,0.0,4.62,27.4,28.0
2024-05-22 20:00:00,T05,12.88,1916.5,16.17,58.1,42.3
2024-05-03 19:00:00,T08,4.1,4.8,5.98,19.3,24.5
2024-05-11 01:00:00,T08,1.5,0.0,2.55,29.4,30.5
2024-05-03 15:00:00,T05,7.93,372.4,10.35,31.9,25.0
2024-05-22 13:00:00,T07,,100.4,8.04,31.4,30.5
2024-05-17 12:00:00,T07,5.03,23.7,6.17,34.0,30.4
2024-05-01 23:00:00,T03,7.18,260.9,9.64,32.9,29.6
2024-05-01 05:00:00,T04,3.72,1.2,4.0,30.4,34.0
2024-05-01 06:00:00,T02,8.18,390.0,11.03,40.8,39.3
2024-05-20 13:00:00,T01,3.66,0.8,4.86,24.8,25.4
2024-05-10 18:00:00,T02,4.3,6.4,6.15,20.7,28.6
2024-05-02 08:00:00,T05,7.85,317.3,10.36,38.1,38.7
2024-05-16 05:00:00,T05,5.1,23.9,6.97,32.3,34.7
2024-05-07 13:00:00,T05,1.97,0.0,2.52,25.5,24.5
2024-05-09 12:00:00,T01,6.41,107.8,8.31,29.2,29.8
2024-05-14 15:00:00,T07,5.72,54.2,8.06,26.3,27.4
2024-05-17 04:00:00,T05,3.78,1.3,4.69,33.1,30.1
2024-05-06 21:00:00,T03,6.83,193.9,9.72,29.3,28.3
2024-05-12 22:00:00,T03,2.17,0.0,2.51,21.9,26.9
2024-05-09 11:00:00,T01,4.71,13.5,5.68,29.0,30.1
2024-05-11 12:00:00,T06,6.19,96.9,8.26,30.8,28.7
2024-05-01 08:00:00,T04,9.75,1040.5,12.84,48.6,46.2
2024-05-15 04:00:00,T07,2.07,0.0,2.35,34.3,31.1
2024-05-12 22:00:00,T01,6.41,102.6,7.67,32.0,24.1
2024-05-07 05:00:00,T02,1.35,0.0,1.72,35.0,33.4
2024-05-01 03:00:00,T07,7.83,302.1,10.3,38.9,41.0
2024-05-01 22:00:00,T02,3.82,1.5,4.56,23.6,26.6
2024-05-24 23:00:00,T08,8.04,427.6,10.09,32.0,33.2
2024-05-02 00:00:00,T04,3.23,0.0,4.25,31.3,31.2
2024-05-27 19:00:00,T02,5.05,24.6,6.98,20.0,22.1
2024-05-25 08:00:00,T02,2.71,0.0,3.31,36.4,35.9
2024-05-13 09:00:00,T03,1.17,0.0,1.1,30.9,31.5
2024-05-19 21:00:00,T04,6.33,131.5,8.78,25.7,23.9
2024-05-08 00:00:00,T01,8.25,413.8,10.54,32.2,30.9
2024-05-24 09:00:00,T05,2.31,0.0,1.78,30.6,31.3
2024-05-20 11:00:00,T06,3.79,1.5,4.66,33.0,31.6
2024-05-05 17:00:00,T05,5.95,71.5,8.71,25.5,21.4
2024-05-27 21:00:00,T06,2.31,0.0,2.42,18.7,24.5
2024-05-27 06:00:00,T02,2.96,0.0,4.13,35.0,36.6
2024-05-12 09:00:00,T05,8.7,493.4,11.4,44.3,36.0
2024-05-05 19:00:00,T06,5.14,28.3,6.46,22.2,22.9
2024-05-14 13:00:00,T04,1.32,0.0,2.34,28.2,26.0
2024-05-11 09:00:00,T04,5.02,28.4,5.97,33.4,34.4
2024-05-07 03:00:00,T02,5.77,59.4,7.28,29.0,28.1
2024-05-16 12:00:00,T05,3.41,0.2,4.44,27.6,25.4
2024-05-03 16:00:00,T07,1.34,0.0,1.57,22.4,21.0
2024-05-01 09:00:00,T04,4.01,3.6,5.01,30.3,32.6
2024-05-27 18:00:00,T03,3.15,0.0,3.81,21.8,19.3
2024-05-24 11:00:00,T03,9.96,1176.0,12.51,51.3,41.5
2024-05-30 07:00:00,T01,3.44,0.2,4.29,37.7,36.8
2024-05-25 02:00:00,T08,1.46,0.0,1.86,29.1,30.3
2024-05-08 06:00:00,T08,9.13,761.9,12.55,45.2,41.9
2024-05-01 14:00:00,T05,5.17,30.0,5.88,26.4,23.4
2024-05-17 10:00:00,T02,14.46,1837.0,18.0,62.0,49.1
2024-05-24 20:00:00,T04,7.01,231.9,8.66,31.2,26.8
2024-05-29 15:00:00,T02,9.52,792.7,12.79,36.0,30.5
2024-05-30 00:00:00,T05,5.82,63.9,7.5,28.9,25.7
2024-05-08 03:00:00,T04,3.02,0.0,3.68,30.1,29.5
2024-05-11 16:00:00,T06,3.36,0.1,4.3,23.4,23.7
2024-05-04 13:00:00,T05,10.34,1183.1,13.67,51.5,41.7
2024-05-07 07:00:00,T03,11.94,2457.8,14.86,78.5,60.8
2024-05-07 02:00:00,T08,1.59,0.0,2.35,31.4,30.8
2024-05-19 05:00:00,T04,10.38,1449.9,13.02,57.1,46.3
2024-05-30 05:00:00,T04,1.09,0.0,1.81,30.2,31.5
2024-05-09 03:00:00,T02,8.26,402.3,11.03,43.2,35.2
2024-05-29 21:00:00,T01,2.18,0.0,2.24,21.8,19.9
2024-05-08 10:00:00,T05,8.37,455.1,10.52,40.5,37.5
2024-05-06 18:00:00,T03,7.1,236.2,9.52,24.6,24.7
2024-05-18 14:00:00,T07,7.2,220.2,9.14,27.4,25.5
2024-05-28 01:00:00,T03,4.86,21.7,7.57,29.7,29.9
2024-05-13 11:00:00,T07,2.1,0.0,3.03,28.3,29.4
2024-05-12 10:00:00,T06,9.02,603.7,11.66,40.1,33.2
2024-05-24 19:00:00,T05,3.88,1.9,4.85,23.8,21.0
2024-05-29 07:00:00,T07,5.03,22.6,6.28,34.3,30.6
2024-05-24 05:00:00,T06,3.8,1.4,6.08,35.0,40.1
2024-05-24 14:00:00,T07,5.87,67.4,7.98,26.2,21.8
2024-05-28 14:00:00,T02,6.79,151.6,9.11,26.1,22.6
2024-05-02 17:00:00,T06,8.61,447.3,11.17,26.8,26.2
2024-05-04 09:00:00,T04,7.36,282.9,10.99,42.7,39.5
2024-05-13 00:00:00,T01,7.0,168.0,9.21,29.8,31.8
2024-05-30 18:00:00,T01,2.68,0.0,2.86,22.5,24.0
2024-05-12 04:00:00,T08,2.91,0.0,4.25,39.1,32.8
2024-05-24 15:00:00,T08,2.97,0.0,3.61,21.7,20.0
2024-05-15 04:00:00,T04,5.43,49.8,7.95,32.4,30.6
2024-05-18 10:00:00,T03,2.33,0.0,3.15,29.6,31.6
2024-05-06 19:00:00,T02,3.35,0.1,4.33,20.0,20.6
2024-05-18 05:00:00,T07,6.06,71.0,8.17,35.5,36.8
2024-05-27 23:00:00,T08,3.42,0.3,4.33,23.4,25.3
2024-05-05 13:00:00,T01,4.76,14.9,6.16,28.0,30.3
2024-05-18 01:00:00,T04,8.36,550.8,11.12,39.1,34.6
2024-05-06 05:00:00,T06,2.67,0.0,3.04,30.0,31.9
2024-05-17 15:00:00,T03,3.68,1.1,4.72,24.9,26.2
2024-05-10 18:00:00,T05,1.41,0.0,2.06,22.8,19.2
2024-05-12 07:00:00,T01,6.68,137.4,9.72,33.8,32.6
2024-05-22 07:00:00,T04,3.83,2.0,3.81,35.1,34.5
2024-05-12 22:00:00,T06,5.0,23.8,7.03,27.9,24.2
2024-05-08 09:00:00,T03,3.73,1.4,4.62,32.3,28.7
2024-05-17 12:00:00,T05,4.3,6.2,5.66,25.6,27.4
2024-05-01 20:00:00,T06,1.22,0.0,1.75,23.2,26.5
2024-05-19 02:00:00,T06,9.3,731.7,12.81,44.5,37.6
2024-05-28 23:00:00,T02,3.22,0.0,4.11,25.2,23.0
2024-05-09 13:00:00,T03,10.25,1205.1,12.97,50.7,37.2
2024-05-03 12:00:00,T01,7.67,267.1,10.67,29.8,28.9
2024-05-25 23:00:00,T05,1.28,0.0,2.22,28.0,23.2
2024-05-16 14:00:00,T04,2.29,0.0,3.88,24.8,24.8
2024-05-02 00:00:00,T08,6.67,168.4,8.38,29.5,28.2
2024-05-30 19:00:00,T04,4.86,22.5,7.16,21.0,24.0
2024-05-25 20:00:00,T08,10.66,1474.1,14.26,51.3,37.8
2024-05-28 15:00:00,T04,9.03,726.0,11.49,39.6,31.2
2024-05-08 00:00:00,T03,0.62,0.0,0.54,31.4,27.9
2024-05-07 09:00:00,T01,3.5,0.4,4.64,29.1,26.2
2024-05-14 06:00:00,T06,10.05,1035.3,12.4,51.2,42.5
2024-05-04 15:00:00,T04,7.49,316.3,9.22,30.7,26.4
2024-05-15 00:00:00,T03,6.45,154.8,7.65,28.5,30.3
2024-05-28 04:00:00,T05,1.31,0.0,2.13,33.4,32.3
2024-05-30 06:00:00,T06,9.21,693.6,12.31,50.1,40.4
2024-05-15 10:00:00,T08,6.49,146.4,8.65,33.7,33.3
2024-05-01 07:00:00,T04,3.56,0.5,4.81,30.4,32.4
2024-05-18 16:00:00,T06,8.76,529.9,10.65,34.7,25.4
2024-05-19 21:00:00,T02,7.1,186.7,9.24,27.8,26.9
2024-05-12 21:00:00,T05,8.06,376.2,10.53,27.5,25.9
2024-05-14 12:00:00,T02,10.25,1102.1,12.75,50.4,40.3
2024-05-17 23:00:00,T05,1.76,0.0,1.7,28.1,28.1
2024-05-26 15:00:00,T06,2.59,0.0,3.28,21.8,22.1
2024-05-02 16:00:00,T08,6.16,105.9,7.82,27.0,28.4
2024-05-13 13:00:00,T02,6.39,106.9,8.28,27.9,24.8
2024-05-04 23:00:00,T02,9.98,903.1,12.55,43.0,32.9
2024-05-14 04:00:00,T07,7.34,219.9,10.36,35.6,32.8
2024-05-11 04:00:00,T03,0.86,0.0,1.82,33.5,31.1
2024-05-09 20:00:00,T07,8.72,561.6,11.8,33.6,31.7
2024-05-05 03:00:00,T07,6.1,79.7,8.24,32.3,32.0
2024-05-07 08:00:00,T05,0.76,0.0,1.11,29.0,33.4
2024-05-15 22:00:00,T06,8.27,444.1,10.99,30.3,30.2
2024-05-04 19:00:00,T08,7.4,323.2,9.55,26.4,24.2
2024-05-19 07:00:00,T07,4.06,3.4,5.08,33.3,34.2
2024-05-18 14:00:00,T06,5.32,36.0,6.42,25.2,22.1
2024-05-29 22:00:00,T08,1.85,0.0,1.89,26.2,22.7
2024-05-13 07:00:00,T08,10.53,1493.9,12.99,60.8,49.6
2024-05-18 18:00:00,T01,2.51,0.0,2.91,25.5,23.7
2024-05-14 17:00:00,T08,2.48,0.0,3.4,15.9,19.5
2024-05-21 15:00:00,T04,7.12,235.2,,25.1,22.8
2024-05-15 08:00:00,T04,4.55,12.9,6.03,27.0,27.7
2024-05-03 23:00:00,T01,9.96,881.1,13.45,42.8,33.0
2024-05-21 16:00:00,T07,6.59,136.0,8.38,28.0,26.2
2024-05-05 06:00:00,T06,4.76,15.1,6.19,27.0,30.3
2024-05-14 20:00:00,T05,9.65,797.1,12.12,35.9,32.4
2024-05-29 14:00:00,T04,5.45,51.5,,21.4,24.8
2024-05-03 10:00:00,T05,9.48,741.4,11.73,46.9,38.3
2024-05-01 21:00:00,T07,2.22,0.0,3.98,21.7,22.1
2024-05-15 19:00:00,T05,2.16,0.0,2.86,20.1,20.6
2024-05-10 20:00:00,T03,3.64,0.9,4.8,17.2,22.3
2024-05-29 06:00:00,T04,7.43,294.5,9.73,39.8,39.3
2024-05-03 09:00:00,T08,4.91,23.4,6.09,29.2,30.5
2024-05-14 20:00:00,T06,7.96,362.0,9.53,27.8,25.0
2024-05-27 08:00:00,T06,11.35,1560.4,14.76,61.0,50.1
2024-05-11 00:00:00,T02,6.42,107.7,8.24,32.1,28.4
2024-05-08 10:00:00,T07,5.65,50.5,6.96,33.4,31.8
2024-05-18 06:00:00,T08,9.67,991.3,12.49,52.8,43.1
2024-05-03 22:00:00,T05,3.98,2.4,5.12,25.8,27.8
2024-05-24 15:00:00,T02,2.81,0.0,3.85,20.1,24.0
2024-05-24 22:00:00,T07,5.39,33.5,7.05,27.9,24.2
2024-05-10 04:00:00,T03,6.19,109.5,7.92,33.0,33.4
2024-05-28 16:00:00,T08,1.18,0.0,1.32,19.1,21.5
2024-05-10 05:00:00,T03,6.41,124.9,8.28,35.9,32.5
2024-05-26 17:00:00,T06,12.81,2205.0,16.82,61.2,40.3
2024-05-07 20:00:00,T02,1.91,0.0,2.86,22.6,20.0
2024-05-21 04:00:00,T05,2.0,0.0,3.36,33.8,31.7
2024-05-24 12:00:00,T01,5.54,46.6,7.78,29.0,30.4
2024-05-19 13:00:00,T06,9.25,671.4,12.28,41.2,32.9
2024-05-27 07:00:00,T07,1.51,0.0,2.57,34.4,34.5
2024-05-17 03:00:00,T07,2.63,0.0,3.01,33.5,31.7
2024-05-30 10:00:00,T03,2.5,0.0,3.65,31.7,28.7
2024-05-29 12:00:00,T03,0.84,0.0,1.84,30.9,31.4
2024-05-16 03:00:00,T03,12.15,2400.2,15.22,,55.1
2024-05-21 11:00:00,T02,11.85,1934.2,15.46,59.5,47.1
2024-05-22 05:00:00,T05,7.49,267.4,9.53,37.2,33.2
2024-05-13 03:00:00,T03,3.02,0.0,4.3,34.0,32.8
2024-05-19 11:00:00,T08,6.11,96.6,6.75,35.0,35.6
2024-05-09 16:00:00,T05,7.98,326.0,11.31,26.8,26.6
2024-05-16 23:00:00,T06,1.28,0.0,1.11,29.7,25.1
2024-05-17 08:00:00,T04,4.48,11.6,5.12,33.9,34.8
2024-05-15 11:00:00,T01,5.33,35.6,7.18,30.0,31.9
2024-05-08 14:00:00,T07,4.47,7.8,5.54,27.9,23.2
2024-05-13 02:00:00,T03,3.33,0.1,4.68,29.9,29.6
2024-05-14 12:00:00,T01,7.85,323.2,10.37,32.1,30.0
2024-05-03 17:00:00,T02,4.15,4.1,4.99,19.3,19.1
2024-05-11 10:00:00,T04,6.03,92.6,9.19,34.3,34.6
2024-05-22 15:00:00,T03,7.83,402.3,9.84,33.7,30.9
2024-05-19 12:00:00,T06,3.62,0.7,5.47,25.7,26.8
2024-05-01 14:00:00,T08,8.24,504.6,10.9,34.0,30.6
2024-05-05 14:00:00,T08,10.64,1560.5,13.27,51.3,40.2
2024-05-11 18:00:00,T01,7.37,247.5,9.16,28.5,27.6
2024-05-21 21:00:00,T03,5.58,62.8,7.65,25.6,23.9
2024-05-26 10:00:00,T06,1.97,0.0,3.03,32.8,33.1
2024-05-24 18:00:00,T01,4.5,9.3,6.59,24.8,24.0
2024-05-11 09:00:00,T08,3.41,0.2,4.02,30.1,31.9
2024-05-04 00:00:00,T08,5.51,54.3,8.06,29.3,27.6
2024-05-06 01:00:00,T03,3.36,0.2,4.06,29.1,28.7
2024-05-02 03:00:00,T04,6.27,114.5,8.57,29.5,34.5
2024-05-10 13:00:00,T07,6.16,92.1,7.41,31.4,26.2
2024-05-29 19:00:00,T05,4.73,14.2,5.75,21.2,20.2
2024-05-01 14:00:00,T02,3.5,0.3,4.87,29.5,24.6
2024-05-24 12:00:00,T03,7.1,235.8,10.34,31.7,29.7
2024-05-17 14:00:00,T01,8.92,566.8,11.32,34.9,27.0
2024-05-28 13:00:00,T08,5.31,42.8,7.46,28.2,28.9
2024-05-02 13:00:00,T05,2.91,0.0,4.25,30.5,27.7
2024-05-21 01:00:00,T06,5.23,31.4,6.9,31.2,28.6
2024-05-25 00:00:00,T01,3.29,0.1,4.99,25.8,26.2
2024-05-16 22:00:00,T08,2.37,0.0,3.41,26.8,25.6
2024-05-25 21:00:00,T07,3.92,2.1,5.71,22.7,22.2
2024-05-22 13:00:00,T02,5.23,29.6,6.43,28.4,29.0
2024-05-09 12:00:00,T05,4.88,18.7,6.42,33.0,31.0
2024-05-30 13:00:00,T06,4.63,13.5,7.02,26.7,26.4
2024-05-24 04:00:00,T03,4.79,21.0,5.94,32.3,30.2
2024-05-29 16:00:00,T07,10.23,1065.2,13.1,41.0,30.4
2024-05-23 21:00:00,T04,3.82,1.8,4.89,25.1,23.8
2024-05-01 21:00:00,T04,7.85,362.6,9.53,32.4,26.6
2024-05-29 09:00:00,T07,9.42,731.3,12.47,42.6,38.5
2024-05-19 23:00:00,T01,1.34,0.0,1.13,27.6,23.0
2024-05-29 14:00:00,T06,9.8,993.2,14.13,44.4,35.4
2024-05-12 04:00:00,T04,5.37,45.9,6.97,32.0,32.3
2024-05-30 14:00:00,T04,7.46,308.4,10.34,32.4,30.5
2024-05-02 09:00:00,T06,5.47,45.5,7.53,34.7,31.7
2024-05-27 14:00:00,T02,1.38,0.0,1.67,23.4,25.9
2024-05-05 23:00:00,T06,6.72,140.2,8.84,28.8,24.5
2024-05-27 04:00:00,T02,6.96,164.7,9.19,37.1,38.2
2024-05-08 04:00:00,T08,1.75,0.0,1.46,32.4,30.1
2024-05-10 06:00:00,T06,6.04,85.6,7.89,36.7,36.8
2024-05-01 17:00:00,T08,3.21,0.0,4.69,18.8,21.6
2024-05-14 09:00:00,T03,5.46,53.6,6.92,35.7,32.3
2024-05-22 23:00:00,T01,2.29,0.0,3.79,24.7,27.9
2024-05-16 08:00:00,T07,11.07,1405.7,13.72,57.9,45.5
2024-05-05 07:00:00,T01,8.36,433.5,11.09,37.4,36.1
2024-05-24 06:00:00,T03,6.88,204.6,9.16,38.8,40.6
2024-05-09 00:00:00,T08,7.84,377.1,10.96,35.6,28.1
2024-05-06 22:00:00,T04,10.36,1533.1,14.18,50.6,38.4
2024-05-22 06:00:00,T06,4.57,10.5,6.08,31.4,30.4
2024-05-03 20:00:00,T04,7.03,238.5,8.56,26.7,23.6
2024-05-13 16:00:00,T06,7.45,261.9,9.53,25.7,23.6
2024-05-21 00:00:00,T03,7.61,357.5,,32.8,33.3
2024-05-27 22:00:00,T01,3.89,2.0,5.62,23.4,29.6
2024-05-16 02:00:00,T07,8.0,333.9,10.46,34.4,30.9
2024-05-18 13:00:00,T02,8.68,508.6,11.0,31.9,31.2
2024-05-18 17:00:00,T08,1.41,0.0,1.1,24.2,20.5
2024-05-22 07:00:00,T07,7.71,272.4,9.28,37.5,37.2
2024-05-29 10:00:00,T06,9.78,813.2,11.87,47.1,41.2
2024-05-11 12:00:00,T01,10.4,1060.2,14.48,46.6,42.0
2024-05-25 14:00:00,T04,4.54,13.0,6.0,25.6,21.0
2024-05-18 00:00:00,T04,4.78,19.7,5.83,23.1,26.0
2024-05-06 11:00:00,T01,5.84,61.7,7.82,32.3,31.6
2024-05-29 05:00:00,T07,3.53,0.4,4.1,35.0,31.9
2024-05-05 10:00:00,T02,9.34,696.7,11.99,46.2,39.0
2024-05-23 08:00:00,T03,2.87,0.0,3.67,34.4,33.6
2024-05-22 18:00:00,T08,4.33,7.6,5.31,23.8,23.4
2024-05-27 02:00:00,T07,7.72,277.8,9.7,34.8,31.9
2024-05-06 22:00:00,T03,3.47,0.4,4.83,24.1,25.1
2024-05-21 09:00:00,T06,10.44,1173.0,14.0,50.1,44.0
2024-05-21 11:00:00,T04,5.93,94.5,7.53,32.0,32.5
2024-05-24 08:00:00,T03,3.21,0.0,4.34,28.7,33.7
2024-05-02 16:00:00,T02,3.74,1.2,4.18,21.5,22.1
2024-05-08 08:00:00,T02,6.29,90.2,7.16,33.3,34.5
2024-05-22 18:00:00,T07,11.19,1572.1,13.82,52.8,37.4
2024-05-05 22:00:00,T03,6.47,139.8,8.74,,27.5
2024-05-03 17:00:00,T05,9.13,687.2,11.58,35.0,30.5
2024-05-25 10:00:00,T08,5.15,32.6,6.44,29.9,31.2
2024-05-09 10:00:00,T01,6.42,105.0,8.75,38.4,33.2
2024-05-10 08:00:00,T05,1.95,0.0,1.96,30.8,33.4
2024-05-14 06:00:00,T01,3.28,0.1,3.87,35.7,33.0
2024-05-21 12:00:00,T04,4.81,20.3,5.86,22.4,25.5
2024-05-18 15:00:00,T06,1.01,0.0,0.85,23.9,23.0
2024-05-08 09:00:00,T01,9.5,831.6,12.48,47.8,43.3
2024-05-29 12:00:00,T04,6.18,113.6,8.01,30.8,28.4
2024-05-11 23:00:00,T02,6.53,122.1,8.45,31.0,27.5
2024-05-09 15:00:00,T06,3.28,0.1,4.02,20.9,21.4
2024-05-26 00:00:00,T07,2.83,0.0,4.07,25.9,23.7
2024-05-10 23:00:00,T05,3.22,0.0,4.19,26.4,29.9
2024-05-18 15:00:00,T08,6.21,114.6,8.17,25.3,25.5
2024-05-18 19:00:00,T03,5.72,67.2,6.62,25.7,19.2
2024-05-30 18:00:00,T02,4.07,3.4,4.21,20.9,23.2
2024-05-22 01:00:00,T05,2.09,0.0,2.43,27.6,27.0
2024-05-21 18:00:00,T04,4.8,18.7,7.2,25.4,23.8
2024-05-19 23:00:00,T02,1.88,0.0,2.97,23.8,24.4
2024-05-28 12:00:00,T06,6.65,122.5,8.9,32.5,29.8
2024-05-09 04:00:00,T05,4.12,4.2,5.95,35.6,36.2
2024-05-26 21:00:00,T08,5.82,76.4,7.64,21.9,22.7
2024-05-14 09:00:00,T06,9.2,724.1,12.46,,37.4
2024-05-14 05:00:00,T04,3.25,0.1,4.82,35.7,33.7
2024-05-29 08:00:00,T06,6.4,111.8,8.86,33.9,35.1
2024-05-07 15:00:00,T07,8.21,367.7,10.6,28.2,28.1
2024-05-07 06:00:00,T07,7.1,177.3,9.37,39.1,36.9
2024-05-17 16:00:00,T08,7.27,288.1,9.13,30.9,26.3
2024-05-23 22:00:00,T07,5.66,50.9,7.03,28.9,24.3
2024-05-18 11:00:00,T01,5.49,43.9,7.38,34.0,32.9
2024-05-10 11:00:00,T08,1.87,0.0,2.09,33.2,28.9
2024-05-07 01:00:00,T05,2.91,0.0,3.64,28.4,28.8
2024-05-04 17:00:00,T08,2.34,0.0,3.29,25.7,25.0
2024-05-26 08:00:00,T08,5.44,45.5,6.98,33.5,31.1
2024-05-05 02:00:00,T05,8.77,569.2,10.55,37.2,32.0
2024-05-14 12:00:00,T05,1.17,0.0,1.17,29.6,28.9
2024-05-16 18:00:00,T08,3.34,0.1,3.96,24.8,22.8
2024-05-24 18:00:00,T03,4.15,5.0,4.79,17.7,16.4
2024-05-24 23:00:00,T03,6.08,99.9,7.85,28.4,26.1
2024-05-20 23:00:00,T03,3.76,1.4,5.01,22.1,24.9
2024-05-25 17:00:00,T01,2.62,0.0,3.16,16.9,19.0
2024-05-21 06:00:00,T08,8.33,558.3,11.47,44.2,42.1
2024-05-18 20:00:00,T05,11.57,1692.4,13.85,52.6,40.8
2024-05-26 10:00:00,T08,8.01,393.7,10.14,38.0,34.1
2024-05-01 02:00:00,T06,7.16,224.7,9.53,33.8,31.1
2024-05-25 16:00:00,T02,11.49,1613.7,15.22,54.4,44.5
2024-05-03 07:00:00,T02,2.27,0.0,2.75,33.6,37.0
2024-05-28 14:00:00,T03,3.45,0.3,3.9,24.4,22.1
2024-05-08 08:00:00,T05,5.17,27.6,6.66,35.0,32.3
2024-05-09 21:00:00,T05,9.09,682.5,11.93,36.4,31.8
2024-05-09 18:00:00,T01,4.04,2.9,4.64,27.3,24.3
2024-05-08 10:00:00,T08,8.43,557.5,11.37,41.0,36.6
2024-05-08 19:00:00,T05,4.5,9.3,5.73,23.1,22.3
2024-05-10 20:00:00,T02,2.15,0.0,2.71,22.5,22.9
2024-05-24 05:00:00,T04,5.45,48.9,7.16,34.5,36.2
2024-05-25 14:00:00,T07,5.79,61.7,7.67,,23.2
2024-05-02 17:00:00,T08,4.37,8.6,5.77,23.4,23.7
2024-05-08 14:00:00,T06,2.46,0.0,3.43,25.4,25.9
2024-05-01 18:00:00,T02,6.08,77.4,8.69,21.4,21.8
2024-05-09 03:00:00,T06,6.84,155.9,8.73,32.7,34.8
2024-05-01 07:00:00,T07,2.5,0.0,2.36,35.3,35.3
2024-05-22 09:00:00,T01,8.02,320.8,9.68,36.2,36.9
2024-05-25 22:00:00,T08,7.25,270.0,9.67,33.0,30.3
2024-05-03 11:00:00,T01,2.78,0.0,4.07,29.6,25.6
2024-05-03 07:00:00,T08,2.2,0.0,2.97,34.2,36.8
2024-05-07 17:00:00,T05,6.11,95.1,7.88,21.5,21.8
2024-05-14 04:00:00,T01,3.65,0.7,5.02,32.3,31.8
2024-05-08 04:00:00,T04,3.97,2.9,5.53,33.2,33.8
2024-05-03 18:00:00,T04,5.29,39.8,6.64,22.7,24.7
2024-05-30 21:00:00,T03,4.2,5.9,4.93,21.2,20.2
