machine_id,temp_bearing,temp_motor,temp_gearbox,oil_temp,temp_ambient,vibration_x,vibration_y,vibration_z,acoustic_db,rpm,spindle_speed,feed_rate,torque,power_kw,current_a,current_b,current_c,load_pct,pressure_in,pressure_out,coolant_flow,oil_level,voltage,humidity,condition
MX0392,50.0,51.76,46.68,46.9,29.05,1.26,1.06,1.26,69.2,1088.04,1710.9,88.27,65.27,27.51,7.94,7.47,11.72,31.81,55.39,40.98,21.56,80.64,414.81,45.02,Normal
MX0393,79.08,86.3,73.05,68.79,29.44,3.81,3.37,3.07,90.54,2383.82,7357.45,341.98,151.4,106.78,28.52,30.65,30.64,80.64,100.09,74.55,38.87,72.39,414.91,45.23,Failure
MX0394,69.71,72.6,63.88,59.96,27.49,2.0,1.6,1.61,77.09,1580.31,5485.0,228.8,119.35,66.0,22.05,20.18,21.39,54.99,84.31,56.96,27.56,80.1,415.25,45.23,Normal
MX0395,71.71,74.37,65.48,63.01,26.84,1.7,1.91,1.68,73.92,1806.17,6675.01,229.73,144.57,76.93,20.55,24.63,23.4,72.57,79.1,65.0,33.36,74.51,414.53,45.16,Warning
MX0396,53.77,59.52,54.86,53.55,24.56,1.04,1.17,0.91,68.45,1445.61,4857.46,206.33,101.72,56.79,16.29,17.81,15.3,53.54,66.97,55.29,23.81,83.89,415.07,45.08,Normal
MX0397,58.94,66.64,58.85,52.59,26.83,2.27,2.17,1.78,77.87,2109.48,6797.91,279.96,118.94,74.39,20.49,22.49,23.05,70.5,84.21,64.62,31.22,84.48,415.39,44.62,Normal
MX0398,77.46,81.96,71.75,65.26,27.65,3.71,3.3,2.87,84.4,2478.72,9032.97,330.27,157.38,109.79,33.51,31.78,31.42,93.29,100.55,73.2,37.74,72.93,415.14,44.9,Warning
MX0399,66.11,66.4,63.48,58.81,27.23,2.86,2.47,1.87,81.33,2040.22,7482.6,253.85,138.03,88.18,21.84,23.96,21.99,74.74,84.84,64.68,29.33,83.38,415.02,45.08,Failure
MX0400,55.57,62.33,52.08,57.32,27.1,2.51,2.3,1.91,83.4,1894.82,6391.25,260.93,121.66,68.62,23.39,21.86,21.17,72.36,85.11,62.9,29.15,80.63,414.52,44.87,Normal
MX0401,78.46,81.42,71.45,65.99,28.61,3.38,3.44,2.97,87.31,2169.69,7360.27,330.4,133.1,96.9,26.2,25.18,29.37,81.89,82.65,66.24,32.25,73.34,414.96,44.98,Failure
MX0402,66.55,71.79,61.03,58.1,25.96,1.7,1.52,1.28,73.05,1431.38,4795.43,220.98,95.91,69.08,21.25,18.45,18.54,51.21,72.31,59.04,29.8,78.39,415.11,44.76,Normal
MX0403,66.54,73.6,66.94,59.73,26.24,3.31,2.64,2.51,85.67,2217.9,7638.84,311.0,140.71,88.55,25.55,27.44,25.94,79.1,88.26,68.94,35.28,85.18,414.66,45.07,Normal
MX0404,76.33,81.57,75.76,66.93,29.59,4.05,3.58,2.84,86.9,2225.25,7081.49,249.62,132.26,78.52,26.91,28.6,25.67,71.22,86.08,70.46,37.28,75.18,415.01,44.49,Warning
MX0405,65.11,68.64,63.78,53.76,28.13,2.26,2.08,2.08,75.99,1650.57,5093.21,234.86,89.84,56.79,19.81,20.41,17.89,51.32,72.45,53.46,30.48,78.45,415.21,44.84,Normal
MX0406,63.84,68.33,61.94,58.4,28.89,2.19,2.04,1.94,79.77,1810.6,6350.87,264.4,134.64,76.41,23.85,22.76,22.87,63.73,76.34,57.97,27.95,74.87,415.27,44.98,Normal
MX0407,68.48,76.55,65.55,61.21,26.96,2.0,1.65,1.82,72.58,1804.12,5481.22,231.32,122.3,66.47,23.4,21.67,21.03,67.92,74.85,65.07,35.08,86.52,414.81,44.53,Normal
MX0408,74.65,76.85,68.81,60.68,27.81,1.74,1.63,1.6,76.11,2000.99,6578.61,304.67,117.96,82.14,24.92,23.67,23.45,70.85,79.71,65.49,31.14,77.58,414.94,45.14,Warning
MX0409,63.19,67.28,55.62,56.78,26.71,1.86,1.6,1.31,79.67,1625.92,5743.18,260.94,91.83,69.59,19.24,19.53,21.72,55.86,78.66,59.92,29.48,78.98,415.39,44.67,Normal
MX0410,72.07,76.87,67.33,60.24,31.77,1.61,1.56,1.37,73.75,1799.67,5156.33,220.18,105.38,77.59,23.29,19.43,18.75,59.78,78.52,57.99,30.74,80.95,415.26,44.99,Warning
MX0411,68.27,71.08,62.55,57.54,26.4,2.4,2.35,1.7,78.99,2255.44,7544.8,323.12,139.07,92.47,30.08,26.39,24.53,80.86,84.05,66.07,30.56,87.85,414.87,45.24,Warning
MX0412,77.98,86.76,71.26,62.84,27.71,2.44,2.75,1.96,82.63,2330.48,8015.73,316.9,146.76,102.09,29.71,27.78,28.05,78.79,86.47,67.95,35.97,78.15,414.92,44.84,Failure
MX0413,63.69,68.87,62.27,55.64,28.9,2.92,2.46,1.86,79.7,2163.88,8133.77,315.75,152.48,91.26,25.48,25.6,25.68,85.16,86.37,59.24,32.76,89.7,415.54,44.87,Normal
MX0414,65.12,68.59,63.75,58.93,29.28,2.16,1.86,1.8,76.07,2025.0,6470.08,260.62,132.6,85.91,23.17,24.1,23.48,79.73,87.68,60.38,31.61,78.39,415.01,44.89,Warning
MX0415,66.33,67.21,61.35,58.03,25.08,2.5,2.13,2.17,83.76,1804.36,6177.25,243.58,124.06,67.63,20.63,20.99,22.3,63.11,75.2,59.47,30.48,79.36,414.9,45.2,Warning
MX0416,64.13,66.04,63.34,55.14,26.63,1.87,1.61,1.67,76.89,1661.28,5374.64,235.69,91.11,72.3,21.16,21.08,20.94,59.8,75.7,48.32,25.76,79.47,415.04,45.07,Normal
MX0417,61.92,64.27,59.96,56.4,24.32,3.52,3.13,2.57,82.82,1835.16,5876.39,234.71,132.76,70.73,22.17,22.91,21.61,56.45,83.54,54.05,30.39,73.99,415.32,44.94,Warning
MX0418,65.92,71.41,62.74,59.16,29.3,2.87,2.38,2.15,78.89,2162.03,7558.42,293.27,141.28,88.34,27.06,25.74,26.02,76.08,89.74,65.63,31.21,83.2,415.52,45.39,Normal
MX0419,73.01,73.53,65.91,62.35,28.69,2.2,1.94,1.93,80.88,1944.81,5335.72,261.77,135.13,77.98,26.64,22.83,24.64,61.4,75.77,65.58,29.29,71.25,415.43,45.13,Failure
MX0420,64.69,65.63,58.55,58.54,27.02,1.57,1.65,1.2,76.82,1241.33,3194.34,195.09,90.29,52.73,14.99,15.17,12.86,42.73,61.36,49.63,26.42,76.7,415.6,44.78,Normal
MX0421,46.52,55.63,51.91,46.71,25.54,1.8,1.69,1.53,74.67,1665.83,6031.38,215.47,111.3,61.03,18.28,18.45,19.06,62.88,73.5,50.75,24.99,86.21,414.64,45.09,Normal
MX0422,49.69,47.04,46.93,46.07,26.46,1.01,0.6,0.66,71.01,1103.21,2449.7,127.91,62.99,29.58,12.33,11.94,10.47,37.81,58.11,55.9,19.68,80.59,415.13,44.93,Normal
MX0423,67.88,72.29,63.04,58.83,28.13,2.35,2.26,1.85,78.55,1884.69,6184.32,257.71,116.03,83.94,21.11,21.68,22.7,65.67,81.99,60.04,27.99,79.64,415.14,45.27,Normal
MX0424,56.98,56.43,53.02,51.89,27.47,1.76,1.5,1.61,73.44,1241.71,4567.16,176.92,88.4,53.03,14.32,15.62,16.02,45.5,67.58,56.79,23.2,82.75,414.8,44.95,Normal
MX0425,69.47,71.69,60.68,57.18,26.96,1.18,1.46,0.96,70.23,1174.05,4657.91,187.29,104.18,51.71,16.67,14.92,18.28,44.02,73.85,52.26,25.0,82.67,414.82,44.94,Normal
MX0426,52.58,56.75,52.22,49.69,29.07,1.35,0.87,1.27,72.62,1613.1,5365.11,215.09,91.37,58.89,18.61,18.98,19.21,63.43,65.61,48.69,24.08,87.85,415.04,44.97,Normal
MX0427,67.88,72.26,66.27,58.16,26.87,2.61,2.44,2.06,79.91,1976.23,6081.76,236.94,131.44,78.07,23.33,24.71,25.73,68.53,83.53,64.6,32.69,74.78,415.29,45.17,Warning
MX0428,48.36,55.86,49.76,47.29,26.16,1.3,1.14,0.93,71.05,1104.44,2955.26,105.97,72.5,31.52,13.75,9.52,13.48,36.65,67.76,43.02,22.27,83.71,415.01,44.95,Normal
MX0429,60.43,66.94,56.97,57.42,27.59,2.26,2.13,1.99,79.46,1990.66,7161.74,302.41,125.24,80.96,24.91,23.49,22.98,71.59,92.93,62.31,30.88,82.12,415.61,44.66,Normal
MX0430,79.26,83.96,74.16,65.43,29.62,3.67,3.52,2.78,90.77,2753.45,9485.97,400.13,182.96,118.12,35.18,35.35,33.57,94.11,103.85,74.95,41.19,74.04,414.88,44.89,Failure
MX0431,59.56,64.35,55.63,53.72,27.73,1.34,1.32,1.26,68.99,1192.11,3020.79,183.34,70.22,41.93,14.86,14.43,14.76,45.12,75.12,51.96,26.73,79.92,414.75,45.1,Normal
MX0432,83.94,88.98,78.85,72.29,31.41,4.17,3.96,3.02,91.56,2797.82,9007.21,366.13,184.78,129.84,34.64,32.99,37.31,100.55,109.69,77.65,38.31,78.7,414.33,45.13,Failure
MX0433,69.42,72.06,63.57,60.52,29.74,1.59,1.41,1.5,75.42,1524.05,4561.56,234.35,102.44,65.8,20.15,15.98,17.9,52.44,81.02,51.42,30.81,73.46,414.27,45.22,Warning
MX0434,54.88,61.0,53.08,53.93,26.48,1.76,2.13,1.42,77.54,1606.87,4530.74,206.98,105.84,55.76,21.57,17.99,17.17,58.66,71.34,63.21,26.74,79.23,415.73,44.72,Normal
MX0435,68.15,72.38,65.81,59.03,29.18,2.41,2.52,1.78,74.91,1793.46,6428.6,256.89,122.55,76.09,17.43,22.45,23.28,66.18,78.76,62.25,28.02,71.74,414.95,44.9,Warning
MX0436,61.11,64.79,59.57,55.16,26.15,1.91,1.88,2.12,77.68,1309.61,3854.65,147.7,86.8,50.23,16.22,15.61,15.11,42.22,74.95,53.79,25.79,74.62,414.6,44.68,Warning
MX0437,67.79,70.72,63.9,56.81,26.49,3.15,2.92,2.09,81.56,2380.31,8526.13,350.5,156.89,87.04,29.63,26.18,28.34,83.44,88.41,72.23,37.68,79.74,415.22,44.69,Warning
MX0438,63.49,70.94,62.53,57.82,30.54,2.28,1.98,1.73,79.38,1753.91,6579.85,288.84,134.91,76.27,23.45,23.99,22.01,67.98,80.08,66.86,29.2,94.2,415.07,44.88,Normal
MX0439,67.03,71.56,64.42,59.13,29.26,1.9,1.57,1.89,79.91,1473.54,4961.15,208.12,105.95,68.11,19.97,16.77,17.67,55.81,77.11,51.67,28.71,79.33,415.67,45.07,Normal
MX0440,65.24,68.18,61.82,58.18,29.8,2.45,1.96,2.18,80.42,1839.52,5974.69,231.99,116.34,70.89,20.89,21.78,23.88,68.4,83.23,63.67,33.86,77.14,415.17,45.15,Normal
MX0441,60.61,63.72,58.12,54.37,27.93,1.77,1.7,1.46,76.11,1134.57,3421.19,195.63,82.17,48.49,16.76,15.69,16.26,47.92,67.6,57.78,29.42,80.56,414.64,44.88,Normal
MX0442,76.72,78.72,73.77,66.68,27.97,2.58,2.61,1.77,80.13,1823.17,5173.78,281.63,127.52,75.54,23.56,22.34,22.0,64.92,80.02,64.34,36.1,70.94,414.95,44.77,Warning
MX0443,63.39,71.73,65.27,56.71,26.85,3.01,2.93,2.34,84.89,2214.3,7798.15,314.44,155.16,94.44,24.74,25.56,26.91,77.5,90.52,64.03,30.33,76.43,415.3,44.85,Warning
MX0444,65.6,68.95,65.6,56.63,30.39,1.92,1.65,1.95,78.12,1139.45,4026.77,183.48,86.13,51.35,14.88,13.29,14.63,39.56,66.69,58.97,26.19,78.88,415.0,45.16,Normal
MX0445,72.54,78.63,66.86,61.92,29.51,2.77,2.58,1.82,80.62,1739.48,6383.09,235.75,120.39,79.01,22.54,20.87,24.02,59.37,82.54,62.93,30.64,83.45,415.36,45.26,Warning
MX0446,64.8,72.69,58.98,55.45,26.21,2.14,2.28,1.52,77.52,1967.5,6168.81,224.7,114.92,79.94,23.06,21.33,21.57,72.35,84.96,62.73,29.33,83.42,415.21,44.85,Normal
MX0447,76.88,84.47,73.15,66.6,27.98,2.78,2.8,2.52,80.23,2327.56,7643.69,320.11,160.17,95.12,28.84,28.14,27.84,78.52,86.81,64.94,34.52,80.9,414.83,44.83,Warning
MX0448,71.0,75.51,66.14,60.3,27.54,1.67,1.36,1.61,74.25,2170.65,8112.9,299.07,128.47,89.07,28.69,26.41,25.76,79.51,80.58,62.2,36.91,81.92,414.96,45.01,Warning
MX0449,59.88,66.7,55.9,51.94,26.82,0.78,0.39,0.57,63.54,1410.81,3880.38,187.66,88.47,61.89,14.9,15.83,15.16,53.38,66.25,51.31,26.75,87.03,414.87,45.07,Normal
MX0450,59.82,61.52,57.61,54.51,29.39,1.26,0.92,0.95,71.83,1457.45,3969.25,206.69,85.37,49.42,17.63,15.74,17.02,53.91,67.25,52.99,27.27,85.83,415.14,44.97,Normal
MX0451,66.52,69.6,61.89,60.39,27.51,2.78,2.8,2.41,83.83,2046.69,7603.76,327.14,137.12,87.25,23.72,23.8,25.99,71.14,83.49,68.07,30.42,75.66,415.88,45.08,Normal
MX0452,63.3,66.11,62.38,56.48,28.82,2.32,2.33,2.0,74.46,1729.08,5384.22,235.1,123.29,67.47,20.48,20.17,23.13,59.22,79.7,60.85,28.17,81.11,415.2,45.06,Normal
MX0453,66.49,65.11,55.82,54.93,28.04,1.97,1.51,1.72,75.35,1825.38,4784.21,242.96,104.91,67.84,21.65,21.92,18.26,62.6,82.58,50.97,30.79,74.84,415.38,44.89,Normal
MX0454,59.18,71.66,56.75,53.52,26.04,1.81,1.66,1.44,73.23,2147.4,6499.54,292.12,134.33,69.98,24.99,24.1,23.23,68.59,77.16,60.78,32.26,82.63,415.0,45.1,Normal
MX0455,68.0,70.14,60.73,58.78,27.23,2.83,2.73,2.3,85.65,2476.03,8437.54,329.0,146.5,103.24,29.34,28.94,25.82,82.18,97.18,71.66,37.59,79.32,414.71,45.26,Warning
MX0456,65.78,70.2,64.97,58.95,26.43,2.96,3.07,2.48,82.99,1969.65,6318.82,283.25,138.87,85.05,23.87,25.9,26.08,71.35,78.64,59.26,33.47,73.22,414.98,44.82,Normal
MX0457,61.71,62.47,56.3,54.98,28.48,2.37,2.2,2.18,80.06,1709.12,5952.97,217.07,112.18,70.64,22.14,20.93,22.0,66.85,79.18,56.75,30.59,78.41,414.99,44.83,Normal
MX0458,68.6,75.78,66.3,61.77,29.2,2.07,1.96,1.74,77.51,1914.44,7009.9,260.44,126.65,80.67,22.07,25.49,25.3,73.98,81.77,66.19,34.64,83.13,414.49,44.94,Normal
MX0459,55.82,52.85,52.75,51.02,25.76,1.05,0.97,1.02,69.32,1054.23,3162.8,132.42,86.77,32.68,12.15,13.63,10.84,33.79,60.96,46.01,21.53,75.38,414.97,45.25,Normal
MX0460,66.07,68.89,59.89,56.4,29.77,1.99,1.36,1.33,75.66,1801.55,5521.86,262.73,112.2,78.39,21.59,18.41,19.17,61.62,79.71,63.96,26.53,77.88,415.16,45.2,Normal
MX0461,53.29,59.84,55.04,52.31,30.41,1.54,1.19,0.89,73.33,1378.55,4484.01,177.55,82.05,46.12,14.38,17.21,16.35,45.19,58.93,50.5,23.48,83.56,415.19,45.14,Normal
MX0462,74.11,80.07,69.83,64.87,26.92,4.0,3.82,3.52,92.3,2902.75,10423.36,392.53,187.19,124.09,36.5,32.5,34.39,106.3,111.56,79.84,39.49,70.49,414.68,45.02,Failure
MX0463,66.71,73.14,64.9,53.78,26.28,2.3,1.68,1.46,74.22,2003.46,6661.64,240.74,135.99,91.24,22.57,25.34,24.02,71.74,87.2,60.9,35.97,87.53,415.48,45.05,Normal
MX0464,67.99,69.07,61.43,57.57,27.96,3.39,3.14,2.69,83.5,2162.55,6747.66,284.55,146.43,84.31,22.49,24.66,25.5,77.53,89.86,67.01,30.84,80.47,414.97,45.2,Warning
MX0465,67.4,71.7,61.19,60.36,29.09,2.66,2.32,1.49,80.8,2033.83,5931.01,227.65,125.21,80.89,23.06,19.83,21.82,62.11,78.23,54.82,28.24,84.26,414.58,44.66,Normal
MX0466,51.21,52.71,50.24,48.94,24.93,1.12,0.86,0.89,75.01,745.23,1977.88,118.73,56.03,31.59,10.3,7.93,8.0,27.5,60.39,39.3,18.79,81.12,414.82,44.7,Normal
MX0467,67.28,76.44,66.12,58.09,26.82,2.19,1.73,1.68,74.22,2069.38,6196.63,268.82,116.09,85.57,22.4,23.49,23.26,72.19,84.2,63.4,32.59,85.04,415.03,45.28,Normal
MX0468,70.61,76.41,65.5,62.07,27.32,3.53,3.06,2.83,85.45,2490.3,8392.13,341.78,170.99,106.18,29.71,27.03,29.73,91.87,97.98,73.35,36.7,79.1,415.15,44.91,Warning
MX0469,64.58,69.28,64.4,58.72,28.85,2.34,2.0,1.96,81.24,1650.11,5135.07,207.97,99.53,62.31,19.88,18.78,17.71,58.55,68.77,58.92,23.67,76.66,415.77,45.09,Normal
MX0470,73.68,79.85,70.55,62.14,28.98,1.86,2.05,1.59,78.23,1996.78,7031.63,242.54,131.74,83.86,25.89,24.81,24.33,69.39,87.52,67.15,40.11,82.91,415.03,45.05,Warning
MX0471,67.14,72.55,63.46,56.18,26.36,2.11,1.9,2.06,78.73,2009.43,6883.68,290.9,139.48,84.28,26.27,23.98,22.54,74.45,82.6,55.61,31.61,80.32,414.62,44.93,Warning
MX0472,65.7,62.97,56.81,54.45,26.33,1.88,1.45,1.48,72.79,1211.7,3628.35,142.9,91.22,50.13,16.17,16.57,14.33,41.93,67.57,59.02,27.2,73.49,415.0,45.15,Normal
MX0473,84.76,87.4,77.38,74.68,27.69,4.13,3.82,3.34,87.63,2405.86,8617.24,308.68,152.65,108.5,30.43,31.36,31.02,89.4,106.94,75.99,39.69,75.4,415.05,44.71,Failure
MX0474,72.59,76.18,68.35,61.54,28.14,2.86,2.51,2.27,78.57,2316.72,8604.01,338.23,166.03,102.51,32.17,30.04,29.58,85.51,98.13,71.74,35.64,73.6,414.81,44.93,Failure
MX0475,76.72,84.08,66.48,65.19,31.5,1.94,1.9,2.03,79.45,2005.13,6708.16,270.84,118.84,81.53,23.61,24.4,24.92,68.31,87.11,64.1,36.35,75.23,415.25,45.12,Failure
MX0476,63.65,67.88,61.35,55.98,29.58,2.43,2.11,1.8,78.34,1737.74,5783.6,227.58,117.15,73.76,19.61,21.5,21.34,64.09,78.6,54.01,23.85,76.11,415.25,44.96,Normal
MX0477,67.22,68.19,63.62,56.59,29.03,2.39,2.13,1.87,83.39,2097.13,7089.64,281.72,126.61,89.19,24.1,22.48,24.29,71.29,81.88,67.45,30.6,86.39,415.07,44.95,Normal
MX0478,52.19,53.14,47.3,50.95,25.3,1.09,1.07,1.11,67.87,1084.28,3211.53,156.18,66.85,32.97,10.35,11.43,12.02,35.08,62.51,49.28,22.16,71.93,414.49,45.12,Normal
MX0479,63.96,66.75,58.64,56.84,28.95,3.19,2.87,2.2,86.26,1898.16,7582.26,267.84,130.34,79.99,22.79,24.44,21.43,68.66,87.54,60.81,30.59,79.76,414.72,45.15,Normal
MX0480,64.86,68.67,63.26,57.47,26.56,2.6,2.59,2.21,81.02,2166.01,7247.48,287.93,142.1,91.94,25.14,25.59,25.96,82.28,89.99,63.38,28.15,74.78,414.74,45.02,Warning
MX0481,52.76,52.22,48.1,47.86,26.38,1.26,1.0,0.97,73.31,1283.32,3903.25,190.02,84.45,41.47,13.69,15.46,12.09,42.76,67.44,55.01,22.91,83.65,415.36,44.63,Normal
MX0482,84.39,84.41,79.84,70.11,29.97,4.05,3.55,3.21,87.64,2244.55,8600.11,333.42,170.94,107.76,33.21,32.14,31.03,92.71,106.71,76.26,39.8,71.87,415.23,45.25,Failure
MX0483,57.33,62.73,54.09,55.68,27.58,1.23,1.25,1.28,72.51,1484.49,4393.56,175.55,112.69,57.37,20.95,17.56,17.75,54.57,75.26,52.2,27.19,82.0,414.83,44.57,Normal
MX0484,55.09,59.16,50.12,53.11,28.04,1.1,0.83,1.05,72.09,994.56,2575.6,153.61,68.17,32.19,12.06,11.29,13.08,29.98,66.31,45.24,23.25,78.78,414.83,44.7,Normal
MX0485,65.24,67.51,60.72,58.68,28.19,2.57,2.11,1.91,83.09,1754.32,5847.08,246.19,119.57,74.63,23.76,21.06,22.96,64.53,83.8,58.43,27.86,75.83,414.7,45.35,Normal
MX0486,53.33,52.95,51.75,52.29,26.61,1.16,0.86,0.68,71.43,1283.09,3954.13,203.19,94.14,42.57,12.64,14.69,13.48,41.85,64.44,49.51,23.67,82.42,414.48,44.7,Normal
MX0487,59.81,60.7,57.85,52.75,27.62,2.67,1.61,1.96,80.22,1855.09,6126.48,269.6,124.26,84.73,19.01,22.23,21.59,74.42,77.14,61.83,27.22,79.6,414.87,44.85,Normal
MX0488,50.41,50.64,45.43,44.2,27.76,1.09,0.81,0.51,68.18,1316.39,3526.96,143.0,80.61,43.34,12.27,10.27,15.45,35.44,63.79,47.84,21.0,89.45,414.58,44.89,Normal
MX0489,73.53,78.04,70.17,58.11,29.17,1.43,1.63,1.06,76.79,2023.48,6843.79,270.85,138.81,89.15,25.07,26.76,27.44,85.5,74.86,65.35,34.38,82.78,414.96,44.74,Normal
MX0490,56.16,61.54,56.68,52.76,26.43,1.42,0.99,1.05,74.96,1372.76,4799.66,155.83,84.21,59.69,15.98,15.46,14.84,49.13,66.24,50.29,24.93,87.32,414.75,45.18,Normal
MX0491,63.77,65.29,60.85,56.98,29.23,1.82,1.25,1.51,77.53,1795.0,6042.19,245.57,114.38,81.26,20.31,20.13,23.83,63.67,79.77,63.72,26.47,79.86,415.28,44.91,Normal
MX0492,70.97,69.02,59.99,56.64,27.45,2.28,1.27,1.74,73.66,1638.31,4909.98,221.44,107.69,65.46,18.85,21.28,20.69,57.32,81.26,60.47,29.4,79.19,415.09,45.17,Normal
MX0493,68.95,72.02,64.22,61.37,27.66,1.9,1.89,1.81,75.68,1467.61,5436.31,241.02,116.12,63.14,24.14,19.0,21.57,63.73,68.91,65.19,31.81,79.94,415.36,45.14,Normal
MX0494,74.91,77.79,68.15,62.48,27.38,3.13,3.27,2.76,82.94,2534.85,7960.37,343.65,149.29,97.88,28.3,28.25,29.16,86.03,98.24,68.6,34.44,78.37,415.25,45.03,Failure
MX0495,71.02,75.89,69.24,62.79,29.15,2.97,3.01,2.61,89.24,2202.53,6952.95,265.07,137.36,84.14,24.85,25.32,25.42,76.99,85.71,62.88,32.56,79.08,414.92,45.0,Normal
MX0496,56.04,62.01,58.26,54.95,27.56,2.14,1.73,1.5,75.42,1599.3,4912.2,196.46,98.78,59.86,17.97,18.53,17.54,54.68,77.31,52.6,21.45,80.35,415.0,45.15,Normal
MX0497,51.61,55.24,48.24,50.07,29.07,1.25,1.16,1.29,73.46,1243.24,3770.44,158.4,72.52,40.26,13.74,13.53,15.35,38.61,73.26,45.95,22.11,78.42,414.81,45.18,Normal
MX0498,77.11,82.99,75.33,65.07,27.18,3.44,3.13,2.98,87.32,2379.63,8235.43,342.27,165.08,105.34,26.28,30.18,31.33,82.18,91.6,70.34,35.28,80.04,415.01,44.99,Warning
MX0499,82.04,92.62,74.81,68.07,29.32,2.72,2.84,2.4,82.89,2223.74,7885.52,309.91,145.37,99.96,27.07,29.47,29.45,77.61,91.71,69.95,34.07,81.71,414.52,45.02,Warning
MX0500,65.12,66.06,62.8,60.06,27.7,2.23,1.87,2.23,79.06,1685.17,5688.82,241.61,125.91,75.15,21.23,18.02,19.49,63.91,75.2,55.47,33.52,72.59,415.27,44.85,Warning
MX0501,59.5,65.2,56.65,52.83,26.96,2.11,2.06,2.12,79.92,2028.28,6585.17,252.24,117.33,78.1,20.61,18.45,23.25,63.94,79.39,61.3,25.88,77.66,414.83,44.97,Normal
MX0502,64.7,69.2,61.2,58.41,26.59,1.28,1.19,1.45,76.7,1380.06,4329.45,151.02,96.17,58.45,17.88,16.32,14.62,39.39,72.69,54.4,28.03,81.88,414.92,45.47,Normal
MX0503,63.66,67.9,63.85,58.94,26.95,1.71,1.44,1.61,75.8,1544.61,4554.43,181.7,109.02,60.06,14.94,16.02,18.18,51.59,65.67,54.77,29.92,76.25,415.35,44.98,Normal
MX0504,65.17,67.37,60.59,60.31,27.29,1.53,0.94,1.56,71.63,1542.55,4152.53,207.06,93.69,54.82,17.49,19.6,17.4,57.05,68.75,58.48,24.97,75.24,415.07,44.97,Normal
MX0505,68.74,80.14,69.66,60.15,28.19,3.34,2.8,2.35,83.53,2090.34,7482.77,271.5,136.35,91.86,24.7,27.8,26.82,71.76,85.88,69.75,35.53,79.28,415.33,45.2,Warning
MX0506,68.3,71.82,67.82,60.12,27.68,2.77,2.91,2.3,84.79,2012.06,6367.47,276.68,132.82,95.23,22.27,24.37,25.2,79.04,87.6,63.76,33.46,78.36,415.01,44.92,Normal
MX0507,63.39,67.97,58.3,55.11,27.53,0.75,0.54,0.96,71.53,1283.19,4124.45,218.42,73.45,56.13,19.58,15.98,17.95,45.02,82.64,49.0,25.61,77.9,414.55,44.7,Normal
MX0508,77.33,79.63,68.81,65.2,27.28,2.56,2.73,2.56,78.51,2112.59,7086.72,276.26,137.38,91.61,27.26,26.08,28.54,80.13,94.76,67.91,33.48,70.28,414.94,44.75,Failure
MX0509,73.88,76.54,65.61,64.03,25.98,3.08,2.7,2.61,84.5,2129.02,8008.02,302.17,144.63,97.37,26.88,27.66,27.43,77.27,92.15,66.44,38.64,75.17,414.92,45.33,Warning
MX0510,62.0,66.62,58.1,56.16,29.88,1.52,1.35,1.24,75.7,1717.59,5275.63,239.37,112.37,71.93,21.26,21.59,21.9,60.98,70.9,63.89,29.76,83.7,414.95,44.96,Normal
MX0511,67.6,73.8,63.23,54.54,30.02,1.57,1.16,1.21,75.43,2019.57,7059.58,259.38,144.19,81.37,25.24,26.98,25.08,79.07,81.21,61.12,35.97,82.45,415.28,44.82,Warning
MX0512,65.2,76.02,66.26,61.78,28.15,2.75,2.57,2.31,79.75,1921.73,6673.3,236.31,111.5,79.41,21.53,21.88,20.99,68.38,87.39,60.48,28.5,74.52,415.68,45.28,Warning
MX0513,64.26,66.12,55.89,54.55,29.33,1.58,1.33,1.11,73.22,1629.58,6310.94,259.5,120.18,66.33,20.26,19.65,17.17,55.09,73.08,57.17,28.47,75.3,415.13,45.0,Normal
MX0514,62.09,67.61,57.34,57.19,28.31,2.6,2.93,2.59,81.77,2077.88,7233.53,279.67,142.31,86.06,21.98,26.13,21.53,67.83,88.74,69.27,30.18,77.96,415.24,45.18,Normal
MX0515,68.79,69.38,61.07,58.2,29.12,2.71,2.13,1.86,80.54,1720.73,6531.58,243.43,118.67,70.66,21.11,23.6,20.47,67.46,78.64,65.45,33.43,74.1,415.3,45.23,Warning
MX0516,67.57,72.77,63.18,57.25,26.76,3.46,3.19,2.86,84.7,2289.73,8165.81,309.88,158.34,91.67,26.42,26.45,25.98,83.38,87.07,64.04,35.53,74.73,414.72,45.11,Normal
MX0517,56.12,58.32,53.34,51.36,27.36,1.15,1.17,1.22,80.8,1359.94,3177.64,164.91,72.28,39.52,15.71,12.45,12.37,47.85,69.1,41.06,19.36,79.03,415.04,44.99,Normal
MX0518,64.49,72.5,63.77,59.97,27.03,3.78,3.49,2.99,85.67,2283.33,8978.29,317.22,174.95,97.76,31.06,27.8,30.17,86.87,89.91,67.62,32.49,80.23,414.53,45.03,Warning
MX0519,68.25,68.38,63.58,57.19,26.19,2.02,1.27,1.77,72.05,1478.32,4640.68,182.54,83.55,56.45,16.22,19.31,17.62,53.21,70.62,56.0,26.8,74.71,415.49,45.41,Warning
MX0520,60.49,67.03,56.14,55.35,26.18,2.34,1.78,1.39,77.4,1756.8,5841.92,252.65,111.19,66.57,20.64,20.53,21.22,65.87,77.71,56.65,29.5,88.64,415.29,44.79,Normal
