machine_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,vibration_mm_s,unplanned_downtime_min,failure_mode,failure
M006,299.74,309.63,1367,3.0,87.5,2.81,0.0,None,0
M029,300.03,309.41,1328,26.75,35.6,3.48,0.0,None,0
M026,298.85,307.34,1432,15.55,54.1,2.72,85.0,HeatDissipation,1
M016,299.37,310.5,1469,38.89,131.6,3.67,0.0,None,0
M009,303.54,312.58,1499,35.79,18.7,3.34,0.0,None,0
M021,302.13,311.5,1544,32.71,175.9,3.17,0.0,None,0
M023,299.34,309.37,1634,37.55,50.1,3.55,0.0,None,0
M025,302.66,313.27,1589,45.9,204.9,4.0,234.0,Overstrain,1
M013,298.16,310.45,1292,31.92,153.9,3.76,0.0,None,0
M005,303.69,313.07,1317,37.22,57.2,3.32,0.0,None,0
M005,299.26,308.99,1688,33.79,253.4,3.41,153.0,Overstrain,1
M033,301.66,310.98,1515,35.5,32.3,3.27,0.0,None,0
M011,297.4,306.45,1623,22.42,171.2,3.42,0.0,None,0
M012,300.37,311.4,1526,45.44,213.3,3.63,0.0,None,0
M014,299.2,309.67,1460,34.36,85.7,3.84,0.0,None,0
M015,299.57,308.97,1666,46.88,5.9,4.17,0.0,None,0
M012,299.81,309.74,1804,38.95,200.2,3.77,43.0,Overstrain,1
M003,296.65,308.55,1285,42.64,60.1,3.3,0.0,None,0
M006,296.71,306.86,1381,39.83,200.0,3.69,0.0,None,0
M019,302.79,314.0,1481,46.83,226.1,3.41,0.0,None,0
M015,297.67,307.1,1442,52.34,57.8,3.82,0.0,None,0
M030,295.54,305.0,1653,39.67,143.0,3.72,0.0,None,0
M019,300.9,310.23,1781,24.27,0.9,3.33,0.0,None,0
M017,300.02,309.71,1587,43.05,15.1,3.4,0.0,None,0
M025,300.34,309.89,1490,34.34,,3.38,0.0,None,0
M022,299.1,308.43,1643,29.09,,3.34,0.0,None,0
M040,301.37,311.34,1531,34.07,,3.87,0.0,None,0
M025,301.85,311.26,1782,48.14,212.1,3.94,0.0,None,0
M005,299.58,308.16,1683,38.55,164.3,3.56,0.0,None,0
M038,300.83,312.29,1314,38.66,189.6,4.48,0.0,None,0
M004,296.11,305.36,1369,36.73,194.1,3.61,0.0,None,0
M034,299.48,309.75,1253,30.26,119.7,3.26,0.0,None,0
M039,298.19,307.01,1278,38.28,182.6,3.5,0.0,None,0
M020,297.71,309.06,1354,39.56,158.9,3.74,0.0,None,0
M003,301.91,312.5,1513,33.08,157.3,3.66,21.0,ToolWear,1
M014,295.69,305.0,1403,36.04,144.1,3.42,0.0,None,0
M039,300.48,309.36,1559,25.53,154.1,3.09,0.0,None,0
M034,297.22,307.14,1624,27.32,2.6,3.94,0.0,None,0
M023,302.21,311.37,1544,25.45,,3.71,231.0,ToolWear,1
M022,300.26,309.63,1541,58.06,31.3,4.65,0.0,None,0
M014,301.81,311.48,1444,37.99,245.0,3.16,0.0,None,0
M033,299.46,310.11,1532,17.38,131.8,2.88,0.0,None,0
M036,297.09,307.66,1498,47.77,12.7,3.76,0.0,None,0
M007,304.84,314.0,1830,50.87,251.0,4.42,239.0,Overstrain,1
M037,299.65,309.22,1553,52.91,4.2,3.9,0.0,None,0
M011,297.73,305.97,1682,49.18,44.7,4.14,0.0,None,0
M022,302.21,312.44,1552,32.84,192.6,3.4,0.0,None,0
M028,304.23,314.0,1374,32.37,194.4,3.56,120.0,ToolWear,1
M019,300.06,310.08,1539,42.78,66.6,3.88,0.0,None,0
M024,299.07,311.21,1735,55.57,102.0,3.81,0.0,None,0
M017,301.36,311.41,1601,32.18,39.5,3.83,0.0,None,0
M014,301.82,311.92,1392,21.08,146.1,2.9,89.0,PowerFailure,1
M005,301.98,312.99,1160,22.1,192.3,3.57,0.0,None,0
M015,299.45,309.51,1797,44.75,126.5,3.58,0.0,None,0
M013,300.03,310.06,1380,56.41,38.5,3.79,0.0,None,0
M015,300.99,312.15,1607,51.33,35.3,3.9,0.0,None,0
M023,304.09,314.0,1450,42.94,52.1,,0.0,None,0
M032,302.66,311.85,1618,47.75,178.1,3.73,0.0,None,0
M017,298.92,308.99,1722,30.65,125.3,3.49,0.0,None,0
M003,300.97,310.97,1555,49.48,214.5,3.93,0.0,None,0
M001,301.8,311.26,1565,56.22,147.4,4.52,0.0,None,0
M009,298.89,307.55,1582,64.59,185.5,4.24,246.0,Overstrain,1
M017,295.0,305.0,1683,47.49,30.6,4.54,141.0,ToolWear,1
M027,300.32,310.31,1829,49.01,58.0,3.86,0.0,None,0
M013,299.01,309.2,1674,40.62,216.5,3.61,0.0,None,0
M008,300.59,312.08,1678,63.94,46.1,4.0,144.0,PowerFailure,1
M036,300.86,311.32,1784,42.96,43.9,3.87,0.0,None,0
M025,300.4,310.3,1481,38.39,129.1,,0.0,None,0
M013,300.16,310.31,1835,39.3,99.3,3.55,0.0,None,0
M017,302.31,312.31,1457,26.61,231.4,3.37,0.0,None,0
M004,299.23,307.74,1954,56.95,26.9,4.11,294.0,PowerFailure,1
M033,297.1,306.55,1353,65.34,203.5,4.66,237.0,Overstrain,1
M026,295.53,305.67,1311,33.81,18.4,3.42,0.0,None,0
M032,301.22,310.41,1558,44.69,237.1,3.81,0.0,None,0
M010,297.4,306.48,1649,39.02,169.3,3.69,0.0,None,0
M012,299.81,308.92,1330,31.79,223.5,3.44,0.0,None,0
M008,300.27,309.82,1660,44.2,157.3,4.35,0.0,None,0
M009,301.78,311.88,1398,33.85,229.6,3.87,0.0,None,0
M029,301.93,312.57,1356,49.84,184.4,3.37,130.0,Overstrain,1
M003,300.28,309.46,1460,46.72,206.2,3.58,0.0,None,0
M019,300.29,310.68,1579,27.76,109.0,3.51,0.0,None,0
M018,303.54,313.27,1399,42.46,89.5,,0.0,None,0
M014,295.87,306.69,1353,49.44,112.4,3.86,0.0,None,0
M018,299.73,310.72,1579,16.49,256.6,3.09,0.0,None,0
M012,298.53,308.44,1452,45.03,138.7,,0.0,None,0
M030,299.87,309.42,1906,49.22,29.3,3.97,190.0,PowerFailure,1
M033,303.78,313.82,1792,61.15,33.6,4.84,0.0,None,0
M030,299.17,309.38,1556,40.03,125.1,3.58,0.0,None,0
M039,297.66,306.56,1496,29.62,75.3,3.13,0.0,None,0
M031,297.24,306.84,1340,45.41,197.8,3.58,0.0,None,0
M001,300.12,311.0,1660,37.2,96.2,4.2,0.0,None,0
M028,298.74,310.16,1550,50.15,9.6,3.61,0.0,None,0
M018,298.06,307.88,1499,48.69,231.6,4.06,0.0,None,0
M025,302.53,312.8,1571,45.63,37.5,3.49,0.0,None,0
M016,304.42,314.0,1461,46.0,218.5,3.84,0.0,None,0
M018,299.16,309.08,1450,42.48,95.0,3.47,0.0,None,0
M037,298.39,308.77,1765,41.64,138.6,3.67,0.0,None,0
M009,301.43,311.99,1676,43.51,129.7,,0.0,None,0
M036,299.44,309.01,1289,63.68,186.3,3.87,267.0,Overstrain,1
M030,301.88,312.44,1517,33.84,132.2,3.57,0.0,None,0
M018,302.44,312.86,1714,35.65,173.1,4.14,0.0,None,0
M032,301.17,310.28,1608,42.09,61.9,,0.0,None,0
M039,300.51,310.78,1221,40.91,241.9,3.12,0.0,None,0
M007,298.4,310.66,1860,40.02,28.1,3.63,0.0,None,0
M028,302.2,311.7,1574,26.33,204.0,4.18,0.0,None,0
M011,302.66,312.93,1382,65.92,,4.02,290.0,Overstrain,1
M031,297.42,308.37,1553,36.08,,3.37,0.0,None,0
M022,299.06,309.66,1766,26.67,136.0,3.73,0.0,None,0
M008,301.29,310.12,1350,5.05,194.9,3.4,0.0,None,0
M011,300.78,311.22,1426,44.11,179.2,3.56,0.0,None,0
M037,302.65,312.72,1306,30.88,169.1,3.93,0.0,None,0
M020,298.24,307.77,1466,41.63,45.1,3.44,57.0,ToolWear,1
M034,299.76,312.1,1725,28.34,257.7,3.65,0.0,None,0
M037,300.19,309.97,1477,44.84,161.4,4.45,0.0,None,0
M010,300.25,311.26,1181,67.5,90.4,3.55,0.0,None,0
M013,302.47,312.81,1465,57.12,154.6,3.94,0.0,None,0
M023,301.9,311.24,1301,44.66,46.0,3.55,0.0,None,0
M026,303.23,312.11,1589,40.68,14.8,3.76,0.0,None,0
M019,300.15,309.51,1527,15.7,154.2,3.02,0.0,None,0
M024,299.21,309.02,1708,39.22,182.4,3.56,0.0,None,0
M034,301.95,311.6,1527,36.52,218.5,3.75,44.0,Overstrain,1
M015,301.11,312.5,1550,64.43,229.9,3.85,357.0,Overstrain,1
M031,297.98,309.05,1160,31.16,63.8,4.19,0.0,None,0
M014,297.88,306.4,1541,44.03,137.3,3.39,0.0,None,0
M032,300.66,311.0,1706,46.29,132.5,3.8,174.0,ToolWear,1
M018,302.21,311.27,1570,70.19,229.0,4.39,227.0,Overstrain,1
M009,298.22,309.68,1568,58.03,116.4,4.22,0.0,None,0
M001,303.82,314.0,1496,24.62,54.5,3.5,0.0,None,0
M020,301.42,309.61,1403,59.53,204.9,4.33,59.0,Overstrain,1
M005,300.27,311.84,1528,27.84,8.6,3.89,0.0,None,0
M039,302.63,314.0,1646,56.97,217.3,3.71,233.0,Overstrain,1
M032,300.38,311.9,1342,47.38,214.8,3.51,0.0,None,0
M004,297.3,306.21,1397,36.31,251.3,3.91,0.0,None,0
M007,299.24,308.43,1629,40.34,107.3,3.39,0.0,None,0
M036,301.92,311.07,1520,53.63,,4.03,0.0,None,0
M012,301.97,312.47,1444,47.29,104.7,3.86,0.0,None,0
M032,299.25,309.31,1642,50.73,18.2,3.69,0.0,None,0
M019,299.85,309.22,1548,30.92,200.3,3.16,0.0,None,0
M021,300.03,312.4,1697,55.01,217.1,4.33,0.0,None,0
M033,296.24,306.01,1529,35.63,175.9,3.52,0.0,None,0
M034,298.6,308.29,1442,35.73,132.5,3.39,0.0,None,0
M030,298.78,307.78,1738,32.87,6.0,3.53,0.0,None,0
M019,301.69,311.67,1737,53.28,161.6,4.15,77.0,PowerFailure,1
M019,297.41,305.0,1358,42.69,222.5,3.89,96.0,HeatDissipation,1
M013,301.61,311.13,1511,39.93,30.9,3.31,0.0,None,0
M030,299.63,310.28,1160,39.84,232.3,3.48,79.0,Overstrain,1
M035,299.63,310.15,1745,44.87,20.6,4.0,0.0,None,0
M011,296.22,306.93,1401,31.13,180.3,3.81,343.0,ToolWear,1
M009,303.16,312.91,1601,49.59,5.7,3.62,0.0,None,0
M033,304.64,314.0,1686,43.08,166.1,3.85,0.0,None,0
M009,296.84,306.56,1529,52.3,196.7,4.43,135.0,Overstrain,1
M003,299.07,308.79,1642,39.48,71.9,4.24,0.0,None,0
M039,295.37,306.5,1691,52.91,40.2,4.18,0.0,None,0
M011,300.0,311.24,1442,34.83,19.7,3.87,0.0,None,0
M003,300.22,311.43,1372,47.26,45.6,3.54,0.0,None,0
M011,300.37,309.65,1160,47.43,191.0,3.13,0.0,None,0
M014,297.05,306.45,1682,35.42,,3.84,0.0,None,0
M017,304.2,314.0,1718,45.67,5.0,4.37,0.0,None,0
M033,301.88,312.76,1452,39.79,189.3,3.56,0.0,None,0
M006,296.59,307.88,1373,56.04,69.1,4.36,0.0,None,0
M033,298.36,307.5,1595,43.77,,4.79,236.0,Overstrain,1
M036,299.37,310.78,1701,52.64,254.2,4.02,216.0,Overstrain,1
M017,299.82,309.33,1426,38.78,129.5,3.29,0.0,None,0
M014,303.46,312.98,1698,46.45,259.3,3.77,0.0,None,0
M038,297.74,308.6,1457,54.69,76.6,3.83,304.0,ToolWear,1
M024,298.83,308.07,1270,33.09,137.0,3.13,0.0,None,0
M029,299.37,311.33,1370,38.86,24.3,4.01,0.0,None,0
M004,299.4,309.24,1877,44.54,181.3,3.61,0.0,None,0
M024,299.81,309.74,1530,39.17,126.8,3.61,0.0,None,0
M020,300.68,311.64,1514,36.49,201.5,3.89,0.0,None,0
M018,303.73,313.92,1685,34.39,181.3,4.03,0.0,None,0
M017,302.87,312.44,1300,38.26,136.6,3.49,0.0,None,0
M011,300.9,312.0,1440,31.62,140.3,3.12,0.0,None,0
M002,297.04,307.72,1635,31.3,220.5,3.33,0.0,None,0
M007,298.05,307.03,1308,33.92,184.9,3.55,0.0,None,0
M021,298.06,307.17,1571,37.35,36.5,4.03,0.0,None,0
M037,299.68,310.64,1832,38.65,210.8,4.47,250.0,Overstrain,1
M028,297.63,309.79,1198,46.96,2.7,3.28,0.0,None,0
M034,298.69,308.18,1333,41.18,80.5,3.37,0.0,None,0
M033,301.68,313.26,1552,53.24,10.3,3.68,0.0,None,0
M033,302.63,311.42,1512,45.59,75.7,4.2,0.0,None,0
M029,299.63,309.7,1160,41.38,,3.27,0.0,None,0
M039,303.06,313.32,1713,66.03,62.3,4.26,0.0,None,0
M031,295.0,305.13,1422,24.45,183.8,2.94,0.0,None,0
M029,299.96,309.78,1354,46.38,158.1,3.35,0.0,None,0
M025,298.79,308.39,1397,45.96,49.8,3.77,0.0,None,0
M021,301.55,310.67,1722,56.38,21.6,4.56,0.0,None,0
M029,299.72,311.35,1644,41.55,34.7,3.39,0.0,None,0
M016,300.48,309.64,1452,44.57,211.4,3.63,0.0,None,0
M017,301.04,310.76,1160,35.71,21.9,2.98,0.0,None,0
M039,299.63,310.82,1701,57.84,179.8,4.03,0.0,None,0
M019,301.24,310.66,1462,38.79,173.5,3.61,0.0,None,0
M012,299.07,308.05,1707,29.73,131.0,4.07,0.0,None,0
M015,297.47,306.9,1581,35.43,73.8,3.4,0.0,None,0
M012,298.65,308.76,1589,35.41,37.2,3.56,0.0,None,0
M026,300.36,310.24,1259,47.37,255.0,4.42,0.0,None,0
M009,298.98,309.1,1534,49.1,2.8,4.2,0.0,None,0
M017,298.49,310.08,1652,27.23,38.3,3.3,0.0,None,0
M013,296.46,306.49,1420,44.15,165.7,3.81,0.0,None,0
M022,298.11,308.25,1768,23.03,227.7,3.8,0.0,None,0
M035,301.26,311.35,1465,26.48,68.3,3.31,0.0,None,0
M035,300.79,310.96,1779,38.13,148.9,3.53,0.0,None,0
M005,301.56,311.72,1801,34.86,121.3,4.07,0.0,None,0
M026,299.14,308.81,1367,36.99,44.0,3.23,0.0,None,0
M017,299.55,308.03,1626,62.73,85.0,4.73,0.0,None,0
M021,301.45,309.92,1532,48.38,4.8,3.66,0.0,None,0
M005,297.72,309.39,1186,36.72,13.9,3.12,0.0,None,0
M019,305.0,313.78,1683,42.06,213.8,3.81,0.0,None,0
M020,297.83,309.09,1725,33.09,99.4,3.6,0.0,None,0
M029,301.15,309.77,1495,55.74,132.3,4.04,0.0,None,0
M034,303.29,313.42,1385,60.05,134.0,4.54,222.0,Overstrain,1
M030,298.55,307.79,1823,27.53,130.1,3.54,110.0,ToolWear,1
M015,295.0,305.08,1748,55.94,193.5,4.33,0.0,None,0
M037,296.84,308.05,1327,26.05,243.3,2.85,0.0,None,0
M002,295.4,305.22,1663,49.96,105.9,4.19,0.0,None,0
M014,295.24,307.7,1582,32.7,124.6,3.41,0.0,None,0
M005,303.77,311.82,1757,63.26,136.8,4.18,0.0,None,0
M019,301.89,310.73,1564,34.59,,3.9,0.0,None,0
M014,301.69,311.86,1756,45.46,152.2,3.85,0.0,None,0
M024,298.03,306.73,1225,62.38,109.4,3.83,287.0,HeatDissipation,1
M005,300.07,310.72,1760,23.75,79.3,3.91,0.0,None,0
M032,298.99,309.51,1754,57.11,92.7,4.05,0.0,None,0
M034,299.39,308.79,1614,44.24,137.4,3.84,0.0,None,0
M021,299.43,308.62,1598,43.34,122.5,4.36,0.0,None,0
M013,302.18,312.73,1655,36.28,16.5,4.44,0.0,None,0
M008,300.66,310.76,1579,31.19,246.4,3.24,0.0,None,0
M040,300.34,311.51,1500,55.3,40.9,5.14,0.0,None,0
M030,299.56,310.66,1342,47.24,83.1,3.57,0.0,None,0
M029,296.63,306.49,1522,52.93,208.0,3.68,0.0,None,0
M006,300.91,310.18,1642,32.95,25.8,3.47,0.0,None,0
M002,300.16,310.5,1625,35.78,216.9,3.44,0.0,None,0
M020,303.76,313.63,1309,42.43,5.7,3.38,0.0,None,0
M009,296.17,307.62,1378,37.38,219.9,3.44,0.0,None,0
M040,297.92,307.47,1450,47.75,16.1,3.5,0.0,None,0
M009,300.08,311.33,1692,41.17,65.5,4.2,0.0,None,0
M036,300.89,310.62,1576,41.05,128.1,3.75,0.0,None,0
M015,301.04,310.81,1635,52.04,134.2,3.86,0.0,None,0
M036,299.82,311.68,1463,21.12,165.9,3.04,0.0,None,0
M016,298.77,307.81,1393,56.69,233.0,4.19,0.0,None,0
M009,300.19,309.69,1557,38.87,140.3,3.64,0.0,None,0
M012,303.74,312.47,1393,30.83,103.4,4.01,0.0,None,0
M001,301.97,314.0,1533,32.64,252.6,3.46,0.0,None,0
M037,297.42,308.69,1457,30.72,211.7,3.52,0.0,None,0
M004,298.93,309.08,1670,15.23,94.8,3.0,0.0,None,0
M033,296.44,307.86,1590,56.95,39.9,3.69,0.0,None,0
M031,297.61,307.03,1410,30.88,238.9,3.9,0.0,None,0
M028,301.87,313.35,1531,48.48,66.3,3.76,0.0,None,0
M038,302.71,312.87,1667,32.92,182.1,3.5,0.0,None,0
M029,298.62,307.84,1431,40.38,26.8,3.47,0.0,None,0
M040,301.48,312.6,1535,53.39,207.5,3.96,0.0,None,0
M018,297.53,309.16,1851,32.01,135.4,3.83,0.0,None,0
M018,302.11,312.01,1564,47.02,200.6,4.11,0.0,None,0
M028,299.21,310.29,1450,35.42,91.9,3.79,0.0,None,0
M030,299.65,309.21,1649,37.46,109.6,3.72,0.0,None,0
M032,298.35,309.46,1527,41.54,155.9,3.44,101.0,ToolWear,1
M033,298.83,310.8,1531,38.54,197.5,3.35,0.0,None,0
M014,303.9,314.0,1405,36.75,228.6,3.87,0.0,None,0
M003,300.88,310.91,1546,28.84,244.9,3.27,0.0,None,0
M016,301.34,310.81,1611,37.43,67.4,3.37,0.0,None,0
M022,299.32,310.25,2062,34.33,41.0,3.73,0.0,None,0
M037,299.4,311.51,1638,38.99,239.8,3.73,0.0,None,0
M031,299.3,307.25,1642,40.2,198.1,3.85,0.0,None,0
M019,298.14,309.15,1685,34.84,77.0,3.73,0.0,None,0
M016,301.47,313.07,1635,40.14,117.6,4.07,131.0,ToolWear,1
M006,297.9,307.0,1401,14.68,204.6,3.2,0.0,None,0
M020,301.41,310.13,1539,43.38,52.5,,0.0,None,0
M023,303.03,313.3,1626,56.39,235.0,4.12,260.0,Overstrain,1
M001,301.72,311.01,1368,37.49,65.7,3.27,0.0,None,0
M008,297.85,305.0,1372,34.14,117.9,3.35,0.0,None,0
M008,303.39,312.16,1677,52.71,147.4,4.64,211.0,PowerFailure,1
M036,298.25,308.23,1599,29.76,2.0,4.21,58.0,ToolWear,1
M006,299.52,309.91,1555,35.65,52.0,,0.0,None,0
M033,298.96,308.88,1773,46.99,166.9,4.16,346.0,Overstrain,1
M020,298.14,307.78,1606,34.21,53.2,3.43,0.0,None,0
M011,297.87,308.56,1704,24.46,244.1,3.5,0.0,None,0
M038,299.06,308.4,1470,40.85,178.4,,0.0,None,0
M007,299.94,311.85,1484,44.03,34.3,3.5,0.0,None,0
M025,300.33,310.3,1493,52.31,98.8,4.06,0.0,None,0
M040,297.03,305.97,1482,45.52,110.4,3.91,0.0,None,0
M023,303.18,312.06,1208,33.3,151.4,3.5,82.0,HeatDissipation,1
M035,300.54,309.61,1160,6.46,10.0,2.61,0.0,None,0
M013,300.3,308.2,1824,23.07,137.6,3.65,0.0,None,0
M003,300.3,310.77,1620,17.71,208.6,3.28,0.0,None,0
M004,301.67,311.95,1741,52.66,141.6,4.04,0.0,None,0
M015,301.07,311.45,1594,39.15,146.4,3.39,0.0,None,0
M019,300.6,310.73,1682,56.35,89.1,4.69,244.0,PowerFailure,1
M005,298.37,309.31,1571,54.19,188.7,3.64,0.0,None,0
M020,301.46,311.56,1565,22.77,172.8,3.12,0.0,None,0
M015,300.03,308.83,1328,35.43,97.8,4.22,0.0,None,0
M013,300.03,310.85,1496,38.48,43.7,3.44,0.0,None,0
M038,299.38,308.41,1392,31.37,47.1,3.48,0.0,None,0
M003,300.85,311.37,1431,51.22,27.8,3.68,0.0,None,0
M013,300.98,312.23,1277,29.2,185.9,2.95,0.0,None,0
M038,300.74,311.42,1327,37.98,15.1,3.35,0.0,None,0
M010,303.49,310.81,1440,41.21,167.4,3.56,255.0,HeatDissipation,1
M026,301.84,311.45,1563,41.3,167.0,4.23,0.0,None,0
M037,300.27,310.49,1579,38.06,138.6,3.23,0.0,None,0
M023,301.06,310.91,1571,26.38,88.9,3.39,0.0,None,0
M010,296.7,305.0,1557,28.09,163.2,3.15,0.0,None,0
M024,301.85,311.5,1645,37.55,64.7,3.44,0.0,None,0
M040,299.13,308.15,1441,39.17,122.1,3.94,0.0,None,0
M024,298.5,308.84,1284,30.32,170.1,4.05,0.0,None,0
M021,301.31,312.48,1376,29.47,189.8,3.49,0.0,None,0
M024,297.93,309.34,1535,36.82,201.2,4.05,68.0,ToolWear,1
M013,301.46,311.67,1738,44.89,107.8,4.06,0.0,None,0
M027,298.7,307.2,1269,41.09,169.2,3.62,0.0,None,0
M002,297.17,306.14,1160,18.58,161.4,2.7,0.0,None,0
M011,299.64,309.92,1506,32.06,121.7,3.77,0.0,None,0
M013,301.74,311.63,1619,48.4,257.3,3.9,176.0,Overstrain,1
M007,298.87,310.6,1453,46.15,123.6,3.72,0.0,None,0
M030,301.34,311.37,1389,30.25,148.0,3.39,0.0,None,0
M024,299.87,310.09,1584,23.12,86.0,3.09,0.0,None,0
M027,300.09,309.76,1456,48.18,114.6,3.78,0.0,None,0
M033,302.06,314.0,1611,28.73,113.9,3.33,214.0,ToolWear,1
M034,300.14,310.29,1508,42.92,54.0,3.48,0.0,None,0
M018,305.0,314.0,1371,25.56,200.4,3.02,0.0,None,0
M001,299.41,309.84,1644,41.67,35.1,5.09,0.0,None,0
M022,298.23,306.51,1320,36.69,257.2,4.13,81.0,HeatDissipation,1
M003,296.0,305.0,1470,40.03,159.1,3.85,0.0,None,0
M003,297.5,308.01,1517,50.93,74.6,3.46,0.0,None,0
M031,299.88,308.6,1646,17.86,34.6,3.68,0.0,None,0
M021,296.32,305.14,1374,38.09,20.1,3.39,0.0,None,0
M003,297.0,307.68,1686,51.45,89.5,4.03,0.0,None,0
M013,300.86,310.24,1434,44.8,109.5,3.81,355.0,ToolWear,1
M030,299.38,307.96,1542,60.19,257.1,3.98,305.0,Overstrain,1
M033,298.01,307.46,1993,17.98,89.0,3.24,0.0,None,0
M019,296.42,305.83,1160,24.04,179.0,2.96,0.0,None,0
M004,298.27,307.66,1587,44.32,217.3,3.9,0.0,None,0
M017,299.5,309.67,1541,40.35,134.0,4.31,0.0,None,0
M009,299.33,310.3,1845,46.54,16.6,4.32,0.0,None,0
M035,299.46,309.42,1214,21.36,27.7,3.41,0.0,None,0
M032,299.27,309.38,1368,37.32,248.6,3.78,317.0,Overstrain,1
M015,299.04,309.43,1465,62.45,0.4,3.88,61.0,PowerFailure,1
M003,300.61,310.5,1479,60.2,90.0,3.95,0.0,None,0
M007,301.86,310.48,1459,45.63,228.6,3.71,222.0,HeatDissipation,1
M013,301.26,312.57,1623,42.63,189.0,3.71,0.0,None,0
M023,298.82,308.6,1632,52.1,147.1,4.16,0.0,None,0
M022,301.68,312.26,1743,24.1,101.9,4.09,0.0,None,0
M034,300.98,309.57,1645,37.12,78.9,3.48,0.0,None,0
M021,300.97,311.28,1470,42.22,122.6,3.76,0.0,None,0
M036,301.31,310.92,1600,31.49,,3.35,0.0,None,0
M022,301.28,311.57,1904,45.26,18.6,3.95,0.0,None,0
M011,297.74,308.98,1679,38.9,167.3,3.49,0.0,None,0
M039,299.97,311.41,1654,34.4,245.8,4.0,0.0,None,0
M022,299.2,307.81,1596,34.97,165.1,4.11,0.0,None,0
M001,297.85,308.41,1815,42.59,27.5,4.46,0.0,None,0
M039,305.0,314.0,1457,38.75,42.6,3.83,0.0,None,0
M028,299.38,308.82,1528,47.61,152.7,4.08,0.0,None,0
M024,298.38,310.53,1636,35.95,219.5,3.7,0.0,None,0
M013,301.06,310.94,1629,33.43,123.0,3.73,0.0,None,0
M033,299.48,308.14,1357,41.67,236.7,3.22,0.0,None,0
M012,298.94,306.99,1552,33.27,134.5,3.9,0.0,None,0
M018,300.51,309.15,1324,53.93,53.9,3.92,0.0,None,0
M003,301.37,308.58,1373,40.27,148.2,,120.0,HeatDissipation,1
M040,300.84,310.81,1393,36.87,52.8,3.79,0.0,None,0
M010,301.6,312.74,1334,52.12,233.8,3.49,0.0,None,0
M008,298.31,308.53,1841,41.08,146.8,4.04,155.0,ToolWear,1
M037,298.12,307.07,1316,35.71,192.4,3.14,0.0,None,0
M023,302.85,311.42,1656,54.6,131.1,4.39,0.0,None,0
M037,297.85,309.07,1455,49.76,231.3,3.65,116.0,Overstrain,1
M034,301.13,308.29,1160,38.78,,3.23,0.0,None,0
M039,299.16,311.09,1723,29.55,62.9,4.18,0.0,None,0
M023,297.19,306.4,1470,32.18,83.1,3.08,0.0,None,0
M021,301.2,311.17,1584,38.27,232.4,3.57,0.0,None,0
M005,301.64,311.8,1674,36.6,31.1,3.99,0.0,None,0
M006,295.28,306.14,1535,54.98,149.9,3.76,220.0,PowerFailure,1
M010,298.26,308.83,1459,50.54,186.0,3.8,0.0,None,0
M003,300.17,309.67,1247,43.46,94.1,4.05,0.0,None,0
M024,295.84,305.89,1363,26.88,76.7,3.35,0.0,None,0
M012,300.94,310.03,1494,54.5,128.5,4.73,0.0,None,0
M010,295.53,305.64,1880,38.04,150.6,3.62,0.0,None,0
M020,302.84,313.43,1430,15.47,105.4,3.38,0.0,None,0
M014,297.74,306.62,1700,45.18,236.7,3.89,31.0,Overstrain,1
M020,300.16,311.53,1325,30.25,28.0,3.32,0.0,None,0
M025,297.04,305.84,1442,53.23,30.0,3.88,178.0,HeatDissipation,1
M035,302.57,314.0,1160,51.06,256.2,3.62,76.0,Overstrain,1
M002,298.94,309.94,1915,19.81,175.5,3.35,0.0,None,0
M020,298.03,306.88,1781,39.86,253.0,3.69,0.0,None,0
M038,300.16,310.63,1631,44.09,59.1,4.12,0.0,None,0
M032,299.33,310.26,1613,38.06,107.0,4.49,0.0,None,0
M002,295.0,306.02,1695,34.81,137.5,3.93,0.0,None,0
M011,298.67,308.74,1364,45.78,237.0,4.07,0.0,None,0
M029,300.34,309.73,1716,48.64,90.2,4.4,0.0,None,0
M039,298.01,308.09,1781,48.9,229.8,3.84,288.0,Overstrain,1
M004,300.3,309.62,1653,49.58,161.4,4.88,0.0,None,0
M038,299.37,307.0,1160,38.42,183.7,3.14,203.0,HeatDissipation,1
M017,301.52,313.49,1419,50.82,119.5,3.85,0.0,None,0
M014,298.86,308.55,1637,40.26,259.9,4.42,0.0,None,0
M039,303.01,314.0,1581,48.7,21.1,5.37,0.0,None,0
M037,298.73,309.96,1624,47.6,146.5,3.55,0.0,None,0
M032,299.8,310.05,1626,38.86,3.1,3.59,0.0,None,0
M025,299.01,308.74,1581,36.18,43.6,3.5,0.0,None,0
M026,297.6,306.2,1410,30.54,89.0,3.88,0.0,None,0
M016,299.68,308.34,1160,39.6,252.9,3.31,280.0,HeatDissipation,1
M031,298.62,306.96,1461,32.86,240.5,3.56,0.0,None,0
M014,301.64,311.46,1160,38.87,,3.26,0.0,None,0
M029,299.79,308.81,1603,21.41,197.6,4.31,54.0,PowerFailure,1
M019,301.84,310.82,1780,46.31,137.4,4.6,0.0,None,0
M037,301.8,311.73,1645,29.28,12.3,3.68,0.0,None,0
M003,299.13,308.86,1402,35.92,108.5,3.39,307.0,ToolWear,1
M009,299.67,308.42,1232,39.7,,3.48,106.0,HeatDissipation,1
M032,305.0,313.6,1543,32.94,1.1,3.69,261.0,ToolWear,1
